Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,71527,57087,37034.04,37487.75
"Revenue 71527 57087 37034.04 37487.75  Other Revenue, Total - - - -","Revenue 71527 57087 37034.04 37487.75  Other Revenue, Total - - - -","Revenue 71527 57087 37034.04 37487.75  Other Revenue, Total - - - -","Revenue 71527 57087 37034.04 37487.75  Other Revenue, Total - - - -","Revenue 71527 57087 37034.04 37487.75  Other Revenue, Total - - - -"
Revenue,71527,57087,37034.04,37487.75
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",45741,34662,24451.24,25484.45
Gross Profit,25786,22425,12582.8,12003.3
Total Operating Expenses,61302,48348,36700.8,38064.25
"Selling/General/Admin. Expenses, Total 15561 8360 6965.29 7875.52  Research & Development - 2914 2406.12 2176.82  Depreciation / Amortization 8520 - 2345.47 2146.21  Interest Expense (Income) - Net Operating -166 -138 - -  Unusual Expense (Income) - 120.33 532.67 381.24  Other Operating Expenses, Total -5930 -4728 - -","Selling/General/Admin. Expenses, Total 15561 8360 6965.29 7875.52  Research & Development - 2914 2406.12 2176.82  Depreciation / Amortization 8520 - 2345.47 2146.21  Interest Expense (Income) - Net Operating -166 -138 - -  Unusual Expense (Income) - 120.33 532.67 381.24  Other Operating Expenses, Total -5930 -4728 - -","Selling/General/Admin. Expenses, Total 15561 8360 6965.29 7875.52  Research & Development - 2914 2406.12 2176.82  Depreciation / Amortization 8520 - 2345.47 2146.21  Interest Expense (Income) - Net Operating -166 -138 - -  Unusual Expense (Income) - 120.33 532.67 381.24  Other Operating Expenses, Total -5930 -4728 - -","Selling/General/Admin. Expenses, Total 15561 8360 6965.29 7875.52  Research & Development - 2914 2406.12 2176.82  Depreciation / Amortization 8520 - 2345.47 2146.21  Interest Expense (Income) - Net Operating -166 -138 - -  Unusual Expense (Income) - 120.33 532.67 381.24  Other Operating Expenses, Total -5930 -4728 - -","Selling/General/Admin. Expenses, Total 15561 8360 6965.29 7875.52  Research & Development - 2914 2406.12 2176.82  Depreciation / Amortization 8520 - 2345.47 2146.21  Interest Expense (Income) - Net Operating -166 -138 - -  Unusual Expense (Income) - 120.33 532.67 381.24  Other Operating Expenses, Total -5930 -4728 - -"
"Selling/General/Admin. Expenses, Total",15561,8360,6965.29,7875.52
Research & Development,-,2914,2406.12,2176.82
Depreciation / Amortization,8520,-,2345.47,2146.21
Interest Expense (Income) - Net Operating,-166,-138,-,-
Unusual Expense (Income),-,120.33,532.67,381.24
"Other Operating Expenses, Total",-5930,-4728,-,-
Operating Income,10225,8739,333.24,-576.49
"Interest Income (Expense), Net Non-Operating",-,110.97,31.46,104.43
Gain (Loss) on Sale of Assets,1,23,0.95,7.7
"Other, Net",31,-294,653.69,327.22
Net Income Before Taxes,10193,9010,1019.34,-137.14
Provision for Income Taxes,2598,2294,465.71,752
Net Income After Taxes,7595,6716,553.63,-889.14
Minority Interest,-,-73.15,108.86,-206.17
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7595,6643,662.49,-1095.31
Total Extraordinary Items,-,-,-,-
Net Income,7595,6643,662.49,-1095.31
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,7595,6643,662.5,-1095.31
Dilution Adjustment,-,-,-,-
Diluted Net Income,7595,6643,662.5,-1095.31
Diluted Weighted Average Shares,95.34,96.26,96.26,96.26
Diluted EPS Excluding Extraordinary Items,79.66,69.01,6.88,-11.38
DPS - Common Stock Primary Issue,28,21,20,20
Diluted Normalized EPS,70.52,58.37,19.49,0.53
