Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2144,1335,1388.29,1180.41
"Revenue 2144 1335 1388.29 1180.41  Other Revenue, Total - - - -","Revenue 2144 1335 1388.29 1180.41  Other Revenue, Total - - - -","Revenue 2144 1335 1388.29 1180.41  Other Revenue, Total - - - -","Revenue 2144 1335 1388.29 1180.41  Other Revenue, Total - - - -","Revenue 2144 1335 1388.29 1180.41  Other Revenue, Total - - - -"
Revenue,2144,1335,1388.29,1180.41
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",876,476,627.97,424.08
Gross Profit,1268,859,760.32,756.32
Total Operating Expenses,2939,1797,1975.39,802.1
"Selling/General/Admin. Expenses, Total 1783 1085 1268.11 773.27  Research & Development - 32 - -  Depreciation / Amortization 285 275 223.89 112.21  Interest Expense (Income) - Net Operating -129 -93 - -  Unusual Expense (Income) - -267.22 -144.57 -507.47  Other Operating Expenses, Total -21 22 - -","Selling/General/Admin. Expenses, Total 1783 1085 1268.11 773.27  Research & Development - 32 - -  Depreciation / Amortization 285 275 223.89 112.21  Interest Expense (Income) - Net Operating -129 -93 - -  Unusual Expense (Income) - -267.22 -144.57 -507.47  Other Operating Expenses, Total -21 22 - -","Selling/General/Admin. Expenses, Total 1783 1085 1268.11 773.27  Research & Development - 32 - -  Depreciation / Amortization 285 275 223.89 112.21  Interest Expense (Income) - Net Operating -129 -93 - -  Unusual Expense (Income) - -267.22 -144.57 -507.47  Other Operating Expenses, Total -21 22 - -","Selling/General/Admin. Expenses, Total 1783 1085 1268.11 773.27  Research & Development - 32 - -  Depreciation / Amortization 285 275 223.89 112.21  Interest Expense (Income) - Net Operating -129 -93 - -  Unusual Expense (Income) - -267.22 -144.57 -507.47  Other Operating Expenses, Total -21 22 - -","Selling/General/Admin. Expenses, Total 1783 1085 1268.11 773.27  Research & Development - 32 - -  Depreciation / Amortization 285 275 223.89 112.21  Interest Expense (Income) - Net Operating -129 -93 - -  Unusual Expense (Income) - -267.22 -144.57 -507.47  Other Operating Expenses, Total -21 22 - -"
"Selling/General/Admin. Expenses, Total",1783,1085,1268.11,773.27
Research & Development,-,32,-,-
Depreciation / Amortization,285,275,223.89,112.21
Interest Expense (Income) - Net Operating,-129,-93,-,-
Unusual Expense (Income),-,-267.22,-144.57,-507.47
"Other Operating Expenses, Total",-21,22,-,-
Operating Income,-795,-462,-587.1,378.31
"Interest Income (Expense), Net Non-Operating",-,-7.68,-84.54,-57.47
Gain (Loss) on Sale of Assets,-107,299,-,-2.66
"Other, Net",477,-695,17.39,1.17
Net Income Before Taxes,-1165,-66,-654.24,319.35
Provision for Income Taxes,-106,11,121.2,1.86
Net Income After Taxes,-1059,-77,-775.45,317.49
Minority Interest,4,3,-56.42,1.9
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1059,-77,-831.86,319.39
Total Extraordinary Items,-,-,-,-
Net Income,-1059,-77,-831.86,319.39
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,-1059,-77,-831.86,319.39
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1059,-77,-831.86,319.39
Diluted Weighted Average Shares,8.93,8.83,8.18,6.71
Diluted EPS Excluding Extraordinary Items,-118.61,-8.72,-101.64,47.58
DPS - Common Stock Primary Issue,-,-,-,10
Diluted Normalized EPS,-59.5,-28.24,-107.51,2.22
