Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,113089,116910,117170,120173
"Revenue 113089 116910 117170 120173  Other Revenue, Total - - - -","Revenue 113089 116910 117170 120173  Other Revenue, Total - - - -","Revenue 113089 116910 117170 120173  Other Revenue, Total - - - -","Revenue 113089 116910 117170 120173  Other Revenue, Total - - - -","Revenue 113089 116910 117170 120173  Other Revenue, Total - - - -"
Revenue,113089,116910,117170,120173
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",97081,95741,94008,97228
Gross Profit,16008,21169,23162,22945
Total Operating Expenses,112096,109935,108578,111714
"Selling/General/Admin. Expenses, Total 15015 13611 13954 12973  Research & Development - 1513 1509 1479  Depreciation / Amortization 2883 2908 2805 -  Interest Expense (Income) - Net Operating -42 -41 -42 -  Unusual Expense (Income) - 76 189 34  Other Operating Expenses, Total -2841 -3797 -3656 -","Selling/General/Admin. Expenses, Total 15015 13611 13954 12973  Research & Development - 1513 1509 1479  Depreciation / Amortization 2883 2908 2805 -  Interest Expense (Income) - Net Operating -42 -41 -42 -  Unusual Expense (Income) - 76 189 34  Other Operating Expenses, Total -2841 -3797 -3656 -","Selling/General/Admin. Expenses, Total 15015 13611 13954 12973  Research & Development - 1513 1509 1479  Depreciation / Amortization 2883 2908 2805 -  Interest Expense (Income) - Net Operating -42 -41 -42 -  Unusual Expense (Income) - 76 189 34  Other Operating Expenses, Total -2841 -3797 -3656 -","Selling/General/Admin. Expenses, Total 15015 13611 13954 12973  Research & Development - 1513 1509 1479  Depreciation / Amortization 2883 2908 2805 -  Interest Expense (Income) - Net Operating -42 -41 -42 -  Unusual Expense (Income) - 76 189 34  Other Operating Expenses, Total -2841 -3797 -3656 -","Selling/General/Admin. Expenses, Total 15015 13611 13954 12973  Research & Development - 1513 1509 1479  Depreciation / Amortization 2883 2908 2805 -  Interest Expense (Income) - Net Operating -42 -41 -42 -  Unusual Expense (Income) - 76 189 34  Other Operating Expenses, Total -2841 -3797 -3656 -"
"Selling/General/Admin. Expenses, Total",15015,13611,13954,12973
Research & Development,-,1513,1509,1479
Depreciation / Amortization,2883,2908,2805,-
Interest Expense (Income) - Net Operating,-42,-41,-42,-
Unusual Expense (Income),-,76,189,34
"Other Operating Expenses, Total",-2841,-3797,-3656,-
Operating Income,993,6975,8592,8459
"Interest Income (Expense), Net Non-Operating",-,567,632,818
Gain (Loss) on Sale of Assets,4131,13180,-41,-653
"Other, Net",-8387,-26876,-493,75
Net Income Before Taxes,5249,20671,9126,8699
Provision for Income Taxes,1581,6405,2407,2730
Net Income After Taxes,3668,14266,6719,5969
Minority Interest,426,324,304,103
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3580,14274,6774,6072
Total Extraordinary Items,-,-,-,-
Net Income,3580,14274,6774,6072
Total Adjustments to Net Income,-,-,-,1
Income Available to Common Excluding Extraordinary Items,3580,14274,6774,6073
Dilution Adjustment,-,-,-,-
Diluted Net Income,3580,14274,6774,6073
Diluted Weighted Average Shares,39.39,39.83,39.73,39.73
Diluted EPS Excluding Extraordinary Items,90.88,358.36,170.48,152.87
DPS - Common Stock Primary Issue,54,54,42,40
Diluted Normalized EPS,16.57,118.93,146.91,164.74
