Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Revenue,3707,3721,3659.99,3944.61
"Revenue 3707 3721.78 3659.99 3944.61  Other Revenue, Total - - - -","Revenue 3707 3721.78 3659.99 3944.61  Other Revenue, Total - - - -","Revenue 3707 3721.78 3659.99 3944.61  Other Revenue, Total - - - -","Revenue 3707 3721.78 3659.99 3944.61  Other Revenue, Total - - - -","Revenue 3707 3721.78 3659.99 3944.61  Other Revenue, Total - - - -"
Revenue,3707,3721.78,3659.99,3944.61
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2415,2539.36,2392.51,2492.91
Gross Profit,1292,1182.42,1267.47,1451.69
Total Operating Expenses,3356,3492.36,3372.27,3571.14
"Selling/General/Admin. Expenses, Total 853 901.18 924.88 864.6  Research & Development 145 - - 153.26  Depreciation / Amortization 225 51.74 54.88 56.24  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.08 - 4.12  Other Operating Expenses, Total -282 - - -","Selling/General/Admin. Expenses, Total 853 901.18 924.88 864.6  Research & Development 145 - - 153.26  Depreciation / Amortization 225 51.74 54.88 56.24  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.08 - 4.12  Other Operating Expenses, Total -282 - - -","Selling/General/Admin. Expenses, Total 853 901.18 924.88 864.6  Research & Development 145 - - 153.26  Depreciation / Amortization 225 51.74 54.88 56.24  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.08 - 4.12  Other Operating Expenses, Total -282 - - -","Selling/General/Admin. Expenses, Total 853 901.18 924.88 864.6  Research & Development 145 - - 153.26  Depreciation / Amortization 225 51.74 54.88 56.24  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.08 - 4.12  Other Operating Expenses, Total -282 - - -","Selling/General/Admin. Expenses, Total 853 901.18 924.88 864.6  Research & Development 145 - - 153.26  Depreciation / Amortization 225 51.74 54.88 56.24  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.08 - 4.12  Other Operating Expenses, Total -282 - - -"
"Selling/General/Admin. Expenses, Total",853,901.18,924.88,864.6
Research & Development,145,-,-,153.26
Depreciation / Amortization,225,51.74,54.88,56.24
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,0.08,-,4.12
"Other Operating Expenses, Total",-282,-,-,-
Operating Income,351,229.43,287.71,373.47
"Interest Income (Expense), Net Non-Operating",-,20.02,3.82,8.85
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-22,24.61,15.07,13.2
Net Income Before Taxes,373,274.06,306.61,395.51
Provision for Income Taxes,111,82.81,101.22,115.04
Net Income After Taxes,262,191.24,205.38,280.48
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,262,191.24,205.38,280.48
Total Extraordinary Items,-,-,-,-
Net Income,262,191.24,205.38,280.48
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,262,191.24,205.38,280.48
Dilution Adjustment,-,-0.03,-,-
Diluted Net Income,262,191.21,205.38,280.48
Diluted Weighted Average Shares,5.61,5.75,5.87,5.94
Diluted EPS Excluding Extraordinary Items,46.68,33.26,35.02,47.21
DPS - Common Stock Primary Issue,-,32,32,32
Diluted Normalized EPS,41.53,33.27,35.02,47.7
