Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Revenue,9507,7015,8272.18,12359.16
"Revenue 9507 7015.54 8272.18 12359.16  Other Revenue, Total - - - -","Revenue 9507 7015.54 8272.18 12359.16  Other Revenue, Total - - - -","Revenue 9507 7015.54 8272.18 12359.16  Other Revenue, Total - - - -","Revenue 9507 7015.54 8272.18 12359.16  Other Revenue, Total - - - -","Revenue 9507 7015.54 8272.18 12359.16  Other Revenue, Total - - - -"
Revenue,9507,7015.54,8272.18,12359.16
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1816,1574.22,2203.15,3094.18
Gross Profit,7691,5441.33,6069.03,9264.99
Total Operating Expenses,9385,8883.65,10617.25,12102.17
"Selling/General/Admin. Expenses, Total 7320 6893.44 8052.93 8654.84  Research & Development - - - -  Depreciation / Amortization 299 280.35 327.28 301.21  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 135.65 33.9 51.95  Other Operating Expenses, Total 2 - - -","Selling/General/Admin. Expenses, Total 7320 6893.44 8052.93 8654.84  Research & Development - - - -  Depreciation / Amortization 299 280.35 327.28 301.21  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 135.65 33.9 51.95  Other Operating Expenses, Total 2 - - -","Selling/General/Admin. Expenses, Total 7320 6893.44 8052.93 8654.84  Research & Development - - - -  Depreciation / Amortization 299 280.35 327.28 301.21  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 135.65 33.9 51.95  Other Operating Expenses, Total 2 - - -","Selling/General/Admin. Expenses, Total 7320 6893.44 8052.93 8654.84  Research & Development - - - -  Depreciation / Amortization 299 280.35 327.28 301.21  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 135.65 33.9 51.95  Other Operating Expenses, Total 2 - - -","Selling/General/Admin. Expenses, Total 7320 6893.44 8052.93 8654.84  Research & Development - - - -  Depreciation / Amortization 299 280.35 327.28 301.21  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 135.65 33.9 51.95  Other Operating Expenses, Total 2 - - -"
"Selling/General/Admin. Expenses, Total",7320,6893.44,8052.93,8654.84
Research & Development,-,-,-,-
Depreciation / Amortization,299,280.35,327.28,301.21
Interest Expense (Income) - Net Operating,-52,-,-,-
Unusual Expense (Income),-,135.65,33.9,51.95
"Other Operating Expenses, Total",2,-,-,-
Operating Income,122,-1868.11,-2345.07,256.99
"Interest Income (Expense), Net Non-Operating",-,-0.23,-21.86,-26.25
Gain (Loss) on Sale of Assets,-,-29.04,6.24,41.26
"Other, Net",-621,1327.05,271.81,116.93
Net Income Before Taxes,743,-570.33,-2088.89,388.94
Provision for Income Taxes,-81,240.48,278.48,327.66
Net Income After Taxes,824,-810.81,-2367.37,61.28
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,824,-810.81,-2367.37,61.28
Total Extraordinary Items,-,-,-,-
Net Income,824,-810.81,-2367.37,61.28
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,824,-810.81,-2367.37,61.28
Dilution Adjustment,-,-,-,-
Diluted Net Income,824,-810.81,-2367.37,61.28
Diluted Weighted Average Shares,8.84,8.79,8.75,8.7
Diluted EPS Excluding Extraordinary Items,93.17,-92.2,-270.66,7.04
DPS - Common Stock Primary Issue,3,-,8,16
Diluted Normalized EPS,48.48,-80.03,-268.61,8.99
