Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,52497,38744,39839,58806
"Revenue 52497 38744 39839 58806  Other Revenue, Total - - - -","Revenue 52497 38744 39839 58806  Other Revenue, Total - - - -","Revenue 52497 38744 39839 58806  Other Revenue, Total - - - -","Revenue 52497 38744 39839 58806  Other Revenue, Total - - - -","Revenue 52497 38744 39839 58806  Other Revenue, Total - - - -"
Revenue,52497,38744,39839,58806
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",43749,30665,30440,47849
Gross Profit,8748,8079,9399,10957
Total Operating Expenses,49344,35864,36264,54212
"Selling/General/Admin. Expenses, Total 5595 5199 5824 5814  Research & Development - - - -  Depreciation / Amortization 421 340 581 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 691 591 561  Other Operating Expenses, Total -421 -340 -581 -12","Selling/General/Admin. Expenses, Total 5595 5199 5824 5814  Research & Development - - - -  Depreciation / Amortization 421 340 581 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 691 591 561  Other Operating Expenses, Total -421 -340 -581 -12","Selling/General/Admin. Expenses, Total 5595 5199 5824 5814  Research & Development - - - -  Depreciation / Amortization 421 340 581 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 691 591 561  Other Operating Expenses, Total -421 -340 -581 -12","Selling/General/Admin. Expenses, Total 5595 5199 5824 5814  Research & Development - - - -  Depreciation / Amortization 421 340 581 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 691 591 561  Other Operating Expenses, Total -421 -340 -581 -12","Selling/General/Admin. Expenses, Total 5595 5199 5824 5814  Research & Development - - - -  Depreciation / Amortization 421 340 581 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 691 591 561  Other Operating Expenses, Total -421 -340 -581 -12"
"Selling/General/Admin. Expenses, Total",5595,5199,5824,5814
Research & Development,-,-,-,-
Depreciation / Amortization,421,340,581,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,691,591,561
"Other Operating Expenses, Total",-421,-340,-581,-12
Operating Income,3153,2880,3575,4594
"Interest Income (Expense), Net Non-Operating",-,-91,-462,66
Gain (Loss) on Sale of Assets,139,-369,-178,51
"Other, Net",-466,1127,1074,26
Net Income Before Taxes,3480,2122,2679,4737
Provision for Income Taxes,1180,415,915,1389
Net Income After Taxes,2300,1707,1764,3348
Minority Interest,3191,2606,2566,-337
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1692,1564,1665,3011
Total Extraordinary Items,-,-,-,-
Net Income,1692,1564,1665,3011
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,1692,1564,1665,3010
Dilution Adjustment,-,-,-,-
Diluted Net Income,1692,1564,1665,3010
Diluted Weighted Average Shares,16.83,17.43,17.4,17.34
Diluted EPS Excluding Extraordinary Items,100.55,89.74,95.71,173.64
DPS - Common Stock Primary Issue,40,40,35,35
Diluted Normalized EPS,89.34,92.21,113.55,198.35
