Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,11359,9563,9429,9774
"Revenue 11359 9563 9429 9774  Other Revenue, Total - - - -","Revenue 11359 9563 9429 9774  Other Revenue, Total - - - -","Revenue 11359 9563 9429 9774  Other Revenue, Total - - - -","Revenue 11359 9563 9429 9774  Other Revenue, Total - - - -","Revenue 11359 9563 9429 9774  Other Revenue, Total - - - -"
Revenue,11359,9563,9429,9774
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6047,4686,4641,4597
Gross Profit,5312,4877,4788,5177
Total Operating Expenses,10789,9264,9207,9367
"Selling/General/Admin. Expenses, Total 3709 3575 3333 3503  Research & Development 843 849 1063 966  Depreciation / Amortization 627 153 166 262  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - 1 46  Other Operating Expenses, Total -435 1 3 -7","Selling/General/Admin. Expenses, Total 3709 3575 3333 3503  Research & Development 843 849 1063 966  Depreciation / Amortization 627 153 166 262  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - 1 46  Other Operating Expenses, Total -435 1 3 -7","Selling/General/Admin. Expenses, Total 3709 3575 3333 3503  Research & Development 843 849 1063 966  Depreciation / Amortization 627 153 166 262  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - 1 46  Other Operating Expenses, Total -435 1 3 -7","Selling/General/Admin. Expenses, Total 3709 3575 3333 3503  Research & Development 843 849 1063 966  Depreciation / Amortization 627 153 166 262  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - 1 46  Other Operating Expenses, Total -435 1 3 -7","Selling/General/Admin. Expenses, Total 3709 3575 3333 3503  Research & Development 843 849 1063 966  Depreciation / Amortization 627 153 166 262  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - 1 46  Other Operating Expenses, Total -435 1 3 -7"
"Selling/General/Admin. Expenses, Total",3709,3575,3333,3503
Research & Development,843,849,1063,966
Depreciation / Amortization,627,153,166,262
Interest Expense (Income) - Net Operating,-2,-,-,-
Unusual Expense (Income),-,-,1,46
"Other Operating Expenses, Total",-435,1,3,-7
Operating Income,570,299,222,407
"Interest Income (Expense), Net Non-Operating",-,38,27,27
Gain (Loss) on Sale of Assets,-,44,-,-
"Other, Net",-52,4,3,26
Net Income Before Taxes,622,385,252,460
Provision for Income Taxes,131,101,45,138
Net Income After Taxes,491,284,207,322
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,491,284,207,322
Total Extraordinary Items,-,-,-,-
Net Income,491,284,207,322
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,491,283,206,322
Dilution Adjustment,-,-,-,-
Diluted Net Income,491,283,206,322
Diluted Weighted Average Shares,4.08,4.08,4.07,4.07
Diluted EPS Excluding Extraordinary Items,120.31,69.4,50.58,79.1
DPS - Common Stock Primary Issue,40,37.5,37.5,37.5
Diluted Normalized EPS,95.25,61.44,50.78,87.01
