Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1259792,1174389,1176101,1229826
"Revenue 1259792 1174389 1176101 1229826  Other Revenue, Total - - - -","Revenue 1259792 1174389 1176101 1229826  Other Revenue, Total - - - -","Revenue 1259792 1174389 1176101 1229826  Other Revenue, Total - - - -","Revenue 1259792 1174389 1176101 1229826  Other Revenue, Total - - - -","Revenue 1259792 1174389 1176101 1229826  Other Revenue, Total - - - -"
Revenue,1259792,1174389,1176101,1229826
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1082760,974361,964367,1023091
Gross Profit,177032,200028,211734,206735
Total Operating Expenses,1241933,1131835,1124787,1196406
"Selling/General/Admin. Expenses, Total 166080 143700 146771 152040  Research & Development - 3206 3268 -  Depreciation / Amortization 38433 36464 34109 13990  Interest Expense (Income) - Net Operating -1830 -1136 -1376 -  Unusual Expense (Income) - - 9937 7285  Other Operating Expenses, Total -43510 -24760 -22352 -","Selling/General/Admin. Expenses, Total 166080 143700 146771 152040  Research & Development - 3206 3268 -  Depreciation / Amortization 38433 36464 34109 13990  Interest Expense (Income) - Net Operating -1830 -1136 -1376 -  Unusual Expense (Income) - - 9937 7285  Other Operating Expenses, Total -43510 -24760 -22352 -","Selling/General/Admin. Expenses, Total 166080 143700 146771 152040  Research & Development - 3206 3268 -  Depreciation / Amortization 38433 36464 34109 13990  Interest Expense (Income) - Net Operating -1830 -1136 -1376 -  Unusual Expense (Income) - - 9937 7285  Other Operating Expenses, Total -43510 -24760 -22352 -","Selling/General/Admin. Expenses, Total 166080 143700 146771 152040  Research & Development - 3206 3268 -  Depreciation / Amortization 38433 36464 34109 13990  Interest Expense (Income) - Net Operating -1830 -1136 -1376 -  Unusual Expense (Income) - - 9937 7285  Other Operating Expenses, Total -43510 -24760 -22352 -","Selling/General/Admin. Expenses, Total 166080 143700 146771 152040  Research & Development - 3206 3268 -  Depreciation / Amortization 38433 36464 34109 13990  Interest Expense (Income) - Net Operating -1830 -1136 -1376 -  Unusual Expense (Income) - - 9937 7285  Other Operating Expenses, Total -43510 -24760 -22352 -"
"Selling/General/Admin. Expenses, Total",166080,143700,146771,152040
Research & Development,-,3206,3268,-
Depreciation / Amortization,38433,36464,34109,13990
Interest Expense (Income) - Net Operating,-1830,-1136,-1376,-
Unusual Expense (Income),-,-,9937,7285
"Other Operating Expenses, Total",-43510,-24760,-22352,-
Operating Income,17859,42554,51314,33420
"Interest Income (Expense), Net Non-Operating",-,7233,6211,660
Gain (Loss) on Sale of Assets,-,-2566,-1787,263
"Other, Net",-4303,-6246,4227,-7304
Net Income Before Taxes,22162,51366,48874,27039
Provision for Income Taxes,4770,12668,17816,8106
Net Income After Taxes,17392,38698,31058,18933
Minority Interest,9868,10485,10714,281
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,18053,39100,32616,19214
Total Extraordinary Items,-1416,8949,-,-
Net Income,16637,48049,32616,19214
Total Adjustments to Net Income,1416,-8949,-,-
Income Available to Common Excluding Extraordinary Items,18053,39100,32616,19214
Dilution Adjustment,-1416,-1.29,-0.786,-
Diluted Net Income,18053,48050.29,32616.79,19214
Diluted Weighted Average Shares,111.15,102.28,102.6,102.95
Diluted EPS Excluding Extraordinary Items,162.42,382.39,317.89,186.63
DPS - Common Stock Primary Issue,-,102,94,90
Diluted Normalized EPS,130.56,347.58,366.68,234.39
