Period Ending:,202230/06,202130/06,202031/12,201931/12
Total Revenue,24899,10758.33,15984.69,18579.65
"Revenue 24899 10758.33 15984.69 18579.65  Other Revenue, Total - - - -","Revenue 24899 10758.33 15984.69 18579.65  Other Revenue, Total - - - -","Revenue 24899 10758.33 15984.69 18579.65  Other Revenue, Total - - - -","Revenue 24899 10758.33 15984.69 18579.65  Other Revenue, Total - - - -","Revenue 24899 10758.33 15984.69 18579.65  Other Revenue, Total - - - -"
Revenue,24899,10758.33,15984.69,18579.65
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",14562,6447.43,9653.87,11415.34
Gross Profit,10337,4310.9,6330.82,7164.31
Total Operating Expenses,22377,9887.6,15158.52,18419.69
"Selling/General/Admin. Expenses, Total 7815 3303.48 5344.8 5877.77  Research & Development - - - 19.5  Depreciation / Amortization 195 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 136.69 159.86 1107.07  Other Operating Expenses, Total -150 - - -","Selling/General/Admin. Expenses, Total 7815 3303.48 5344.8 5877.77  Research & Development - - - 19.5  Depreciation / Amortization 195 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 136.69 159.86 1107.07  Other Operating Expenses, Total -150 - - -","Selling/General/Admin. Expenses, Total 7815 3303.48 5344.8 5877.77  Research & Development - - - 19.5  Depreciation / Amortization 195 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 136.69 159.86 1107.07  Other Operating Expenses, Total -150 - - -","Selling/General/Admin. Expenses, Total 7815 3303.48 5344.8 5877.77  Research & Development - - - 19.5  Depreciation / Amortization 195 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 136.69 159.86 1107.07  Other Operating Expenses, Total -150 - - -","Selling/General/Admin. Expenses, Total 7815 3303.48 5344.8 5877.77  Research & Development - - - 19.5  Depreciation / Amortization 195 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 136.69 159.86 1107.07  Other Operating Expenses, Total -150 - - -"
"Selling/General/Admin. Expenses, Total",7815,3303.48,5344.8,5877.77
Research & Development,-,-,-,19.5
Depreciation / Amortization,195,-,-,-
Interest Expense (Income) - Net Operating,-45,-,-,-
Unusual Expense (Income),-,136.69,159.86,1107.07
"Other Operating Expenses, Total",-150,-,-,-
Operating Income,2522,870.73,826.17,159.97
"Interest Income (Expense), Net Non-Operating",-,-7.34,-70.08,-141.43
Gain (Loss) on Sale of Assets,-111,-,-,5.64
"Other, Net",316,72.8,162.49,24.2
Net Income Before Taxes,2317,936.19,918.59,48.37
Provision for Income Taxes,681,462.6,479.25,534.06
Net Income After Taxes,1636,473.6,439.34,-485.68
Minority Interest,369,66.43,27.45,8.28
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1559,540.03,466.79,-477.4
Total Extraordinary Items,-,-,-,-
Net Income,1559,540.03,466.79,-477.4
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1559,540.03,466.79,-477.4
Dilution Adjustment,-0.459,-,-,-
Diluted Net Income,1559.46,540.03,466.79,-477.4
Diluted Weighted Average Shares,19.92,19.69,19.72,19.79
Diluted EPS Excluding Extraordinary Items,78.29,27.42,23.67,-24.12
DPS - Common Stock Primary Issue,9.6,4,6.2,6
Diluted Normalized EPS,75.24,33.23,31.66,19.72
