Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2961,3086,2855.56,2977.99
"Revenue 2961 3086.17 2855.56 2977.99  Other Revenue, Total - - - -","Revenue 2961 3086.17 2855.56 2977.99  Other Revenue, Total - - - -","Revenue 2961 3086.17 2855.56 2977.99  Other Revenue, Total - - - -","Revenue 2961 3086.17 2855.56 2977.99  Other Revenue, Total - - - -","Revenue 2961 3086.17 2855.56 2977.99  Other Revenue, Total - - - -"
Revenue,2961,3086.17,2855.56,2977.99
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1591,1509.08,1530.17,1546.97
Gross Profit,1370,1577.1,1325.4,1431.02
Total Operating Expenses,2798,2869.09,2795.05,2887.93
"Selling/General/Admin. Expenses, Total 1194 1252.98 981.39 1007.48  Research & Development - - 181.85 266.33  Depreciation / Amortization 287 12.26 22.9 27.5  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 94.78 78.73 39.65  Other Operating Expenses, Total -259 - - -","Selling/General/Admin. Expenses, Total 1194 1252.98 981.39 1007.48  Research & Development - - 181.85 266.33  Depreciation / Amortization 287 12.26 22.9 27.5  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 94.78 78.73 39.65  Other Operating Expenses, Total -259 - - -","Selling/General/Admin. Expenses, Total 1194 1252.98 981.39 1007.48  Research & Development - - 181.85 266.33  Depreciation / Amortization 287 12.26 22.9 27.5  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 94.78 78.73 39.65  Other Operating Expenses, Total -259 - - -","Selling/General/Admin. Expenses, Total 1194 1252.98 981.39 1007.48  Research & Development - - 181.85 266.33  Depreciation / Amortization 287 12.26 22.9 27.5  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 94.78 78.73 39.65  Other Operating Expenses, Total -259 - - -","Selling/General/Admin. Expenses, Total 1194 1252.98 981.39 1007.48  Research & Development - - 181.85 266.33  Depreciation / Amortization 287 12.26 22.9 27.5  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 94.78 78.73 39.65  Other Operating Expenses, Total -259 - - -"
"Selling/General/Admin. Expenses, Total",1194,1252.98,981.39,1007.48
Research & Development,-,-,181.85,266.33
Depreciation / Amortization,287,12.26,22.9,27.5
Interest Expense (Income) - Net Operating,-15,-,-,-
Unusual Expense (Income),-,94.78,78.73,39.65
"Other Operating Expenses, Total",-259,-,-,-
Operating Income,163,217.09,60.52,90.06
"Interest Income (Expense), Net Non-Operating",-,-9.68,-7.2,-26.46
Gain (Loss) on Sale of Assets,-,1.08,1.47,-21.68
"Other, Net",-34,46.57,57.21,23.43
Net Income Before Taxes,197,255.06,112,65.35
Provision for Income Taxes,39,85.27,36.81,26.93
Net Income After Taxes,158,169.79,75.19,38.42
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,158,169.79,75.19,38.42
Total Extraordinary Items,-,-,-,-
Net Income,158,169.79,75.19,38.42
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,158,169.79,75.19,38.42
Dilution Adjustment,-,-,-,-
Diluted Net Income,158,169.79,75.19,38.42
Diluted Weighted Average Shares,4.42,4.42,4.4,4.41
Diluted EPS Excluding Extraordinary Items,35.74,38.43,17.09,8.72
DPS - Common Stock Primary Issue,-,10,5,3
Diluted Normalized EPS,27.14,52.54,28.87,16.9
