Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3379891,2705183,2118302,2171355
"Revenue 3379891 2705183 2118302 2171355  Other Revenue, Total - - - -","Revenue 3379891 2705183 2118302 2171355  Other Revenue, Total - - - -","Revenue 3379891 2705183 2118302 2171355  Other Revenue, Total - - - -","Revenue 3379891 2705183 2118302 2171355  Other Revenue, Total - - - -","Revenue 3379891 2705183 2118302 2171355  Other Revenue, Total - - - -"
Revenue,3379891,2705183,2118302,2171355
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2623707,2097501,1627894,1664923
Gross Profit,756184,607682,490408,506432
Total Operating Expenses,3209986,2545519,1998663,2043122
"Selling/General/Admin. Expenses, Total 576761 455165 374648 381473  Research & Development - 87774 76783 -  Depreciation / Amortization 257762 223737 209839 709  Interest Expense (Income) - Net Operating -10110 -4868 -5428 -  Unusual Expense (Income) - 1496 2387 2357  Other Operating Expenses, Total -342655 -313790 -285073 -6340","Selling/General/Admin. Expenses, Total 576761 455165 374648 381473  Research & Development - 87774 76783 -  Depreciation / Amortization 257762 223737 209839 709  Interest Expense (Income) - Net Operating -10110 -4868 -5428 -  Unusual Expense (Income) - 1496 2387 2357  Other Operating Expenses, Total -342655 -313790 -285073 -6340","Selling/General/Admin. Expenses, Total 576761 455165 374648 381473  Research & Development - 87774 76783 -  Depreciation / Amortization 257762 223737 209839 709  Interest Expense (Income) - Net Operating -10110 -4868 -5428 -  Unusual Expense (Income) - 1496 2387 2357  Other Operating Expenses, Total -342655 -313790 -285073 -6340","Selling/General/Admin. Expenses, Total 576761 455165 374648 381473  Research & Development - 87774 76783 -  Depreciation / Amortization 257762 223737 209839 709  Interest Expense (Income) - Net Operating -10110 -4868 -5428 -  Unusual Expense (Income) - 1496 2387 2357  Other Operating Expenses, Total -342655 -313790 -285073 -6340","Selling/General/Admin. Expenses, Total 576761 455165 374648 381473  Research & Development - 87774 76783 -  Depreciation / Amortization 257762 223737 209839 709  Interest Expense (Income) - Net Operating -10110 -4868 -5428 -  Unusual Expense (Income) - 1496 2387 2357  Other Operating Expenses, Total -342655 -313790 -285073 -6340"
"Selling/General/Admin. Expenses, Total",576761,455165,374648,381473
Research & Development,-,87774,76783,-
Depreciation / Amortization,257762,223737,209839,709
Interest Expense (Income) - Net Operating,-10110,-4868,-5428,-
Unusual Expense (Income),-,1496,2387,2357
"Other Operating Expenses, Total",-342655,-313790,-285073,-6340
Operating Income,169905,159664,119639,128233
"Interest Income (Expense), Net Non-Operating",-,87208,66134,69446
Gain (Loss) on Sale of Assets,-,-1496,-2387,-
"Other, Net",-92697,-84962,-61985,-1391
Net Income Before Taxes,262966,246122,184011,196288
Provision for Income Taxes,64250,60773,42576,46101
Net Income After Taxes,198716,185349,141435,150187
Minority Interest,97985,93454,86511,-4305
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,192861,180306,136700,145882
Total Extraordinary Items,-,-,-,-
Net Income,192861,180306,136700,145882
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,192861,180306,136700,145881
Dilution Adjustment,0.76,0.95,-,-
Diluted Net Income,192860.24,180305.05,136700,145881
Diluted Weighted Average Shares,310.48,310.48,310.48,310.48
Diluted EPS Excluding Extraordinary Items,621.17,580.73,440.28,469.85
DPS - Common Stock Primary Issue,190,170,150,160
Diluted Normalized EPS,511.76,482.22,359.97,475.66
