Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,47351,59177,43617,46518
"Revenue 47351 59177 43617 46518  Other Revenue, Total - - - -","Revenue 47351 59177 43617 46518  Other Revenue, Total - - - -","Revenue 47351 59177 43617 46518  Other Revenue, Total - - - -","Revenue 47351 59177 43617 46518  Other Revenue, Total - - - -","Revenue 47351 59177 43617 46518  Other Revenue, Total - - - -"
Revenue,47351,59177,43617,46518
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",36543,49016,34369,37355
Gross Profit,10808,10161,9248,9163
Total Operating Expenses,44853,56511,42093,44687
"Selling/General/Admin. Expenses, Total 8310 7352 6623 6570  Research & Development - - - -  Depreciation / Amortization 783 - - -  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - 142 1099 760  Other Operating Expenses, Total -701 1 2 2","Selling/General/Admin. Expenses, Total 8310 7352 6623 6570  Research & Development - - - -  Depreciation / Amortization 783 - - -  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - 142 1099 760  Other Operating Expenses, Total -701 1 2 2","Selling/General/Admin. Expenses, Total 8310 7352 6623 6570  Research & Development - - - -  Depreciation / Amortization 783 - - -  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - 142 1099 760  Other Operating Expenses, Total -701 1 2 2","Selling/General/Admin. Expenses, Total 8310 7352 6623 6570  Research & Development - - - -  Depreciation / Amortization 783 - - -  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - 142 1099 760  Other Operating Expenses, Total -701 1 2 2","Selling/General/Admin. Expenses, Total 8310 7352 6623 6570  Research & Development - - - -  Depreciation / Amortization 783 - - -  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - 142 1099 760  Other Operating Expenses, Total -701 1 2 2"
"Selling/General/Admin. Expenses, Total",8310,7352,6623,6570
Research & Development,-,-,-,-
Depreciation / Amortization,783,-,-,-
Interest Expense (Income) - Net Operating,-82,-,-,-
Unusual Expense (Income),-,142,1099,760
"Other Operating Expenses, Total",-701,1,2,2
Operating Income,2498,2666,1524,1831
"Interest Income (Expense), Net Non-Operating",-,713,1090,810
Gain (Loss) on Sale of Assets,993,127,9,-
"Other, Net",-1902,210,269,147
Net Income Before Taxes,3407,3716,2892,2788
Provision for Income Taxes,1028,1382,1115,1070
Net Income After Taxes,-,2334,1777,1718
Minority Interest,4,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2378,2334,1777,1718
Total Extraordinary Items,-,-,-,-
Net Income,2378,2334,1777,1718
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,2378,2334,1777,1717
Dilution Adjustment,-,-,-,-
Diluted Net Income,2378,2334,1777,1717
Diluted Weighted Average Shares,8.1,8.18,8.37,8.77
Diluted EPS Excluding Extraordinary Items,293.61,285.41,212.36,195.78
DPS - Common Stock Primary Issue,147,145,110,100
Diluted Normalized EPS,220.35,286.69,292.39,249.18
