Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,107635,101903,105792,132957
"Revenue - 101902 105792 132957  Other Revenue, Total 1 1 - -","Revenue - 101902 105792 132957  Other Revenue, Total 1 1 - -","Revenue - 101902 105792 132957  Other Revenue, Total 1 1 - -","Revenue - 101902 105792 132957  Other Revenue, Total 1 1 - -","Revenue - 101902 105792 132957  Other Revenue, Total 1 1 - -"
Revenue,-,101902,105792,132957
"Other Revenue, Total",1,1,-,-
"Cost of Revenue, Total",-,93499,95406,121042
Gross Profit,-,8404,10386,11915
Total Operating Expenses,-,99655,101264,127231
"Selling/General/Admin. Expenses, Total - 6156 5629 5806  Research & Development - 159 153 156  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 47 75 225  Other Operating Expenses, Total - -496 1 2","Selling/General/Admin. Expenses, Total - 6156 5629 5806  Research & Development - 159 153 156  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 47 75 225  Other Operating Expenses, Total - -496 1 2","Selling/General/Admin. Expenses, Total - 6156 5629 5806  Research & Development - 159 153 156  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 47 75 225  Other Operating Expenses, Total - -496 1 2","Selling/General/Admin. Expenses, Total - 6156 5629 5806  Research & Development - 159 153 156  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 47 75 225  Other Operating Expenses, Total - -496 1 2","Selling/General/Admin. Expenses, Total - 6156 5629 5806  Research & Development - 159 153 156  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 47 75 225  Other Operating Expenses, Total - -496 1 2"
"Selling/General/Admin. Expenses, Total",-,6156,5629,5806
Research & Development,-,159,153,156
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,47,75,225
"Other Operating Expenses, Total",-,-496,1,2
Operating Income,-,2200,4528,5726
"Interest Income (Expense), Net Non-Operating",-,1215,943,883
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-,-38,91,89
Net Income Before Taxes,-,3377,5562,6698
Provision for Income Taxes,-,1565,2342,2236
Net Income After Taxes,-,1812,3220,4462
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,1812,3220,4462
Total Extraordinary Items,-,-,-,-
Net Income,-,1812,3220,4462
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,-,1812,3219,4462
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,1812,3219,4462
Diluted Weighted Average Shares,-,7.16,7.16,7.16
Diluted EPS Excluding Extraordinary Items,-,252.99,449.46,623.01
DPS - Common Stock Primary Issue,50,50,50,50
Diluted Normalized EPS,-,256.51,455.52,643.94
