Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,189032,190690,184482,168888
"Revenue 167370 170383 184482 168888  Other Revenue, Total 21662 20307 - -","Revenue 167370 170383 184482 168888  Other Revenue, Total 21662 20307 - -","Revenue 167370 170383 184482 168888  Other Revenue, Total 21662 20307 - -","Revenue 167370 170383 184482 168888  Other Revenue, Total 21662 20307 - -","Revenue 167370 170383 184482 168888  Other Revenue, Total 21662 20307 - -"
Revenue,167370,170383,184482,168888
"Other Revenue, Total",21662,20307,-,-
"Cost of Revenue, Total",165044,165114,159078,147620
Gross Profit,23988,25576,25404,21268
Total Operating Expenses,180669,180927,174862,163677
"Selling/General/Admin. Expenses, Total 15625 15813 15686 12778  Research & Development 219 225 235 156  Depreciation / Amortization 2951 2823 - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 847 -138 3122  Other Operating Expenses, Total -3163 -3048 1 1","Selling/General/Admin. Expenses, Total 15625 15813 15686 12778  Research & Development 219 225 235 156  Depreciation / Amortization 2951 2823 - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 847 -138 3122  Other Operating Expenses, Total -3163 -3048 1 1","Selling/General/Admin. Expenses, Total 15625 15813 15686 12778  Research & Development 219 225 235 156  Depreciation / Amortization 2951 2823 - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 847 -138 3122  Other Operating Expenses, Total -3163 -3048 1 1","Selling/General/Admin. Expenses, Total 15625 15813 15686 12778  Research & Development 219 225 235 156  Depreciation / Amortization 2951 2823 - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 847 -138 3122  Other Operating Expenses, Total -3163 -3048 1 1","Selling/General/Admin. Expenses, Total 15625 15813 15686 12778  Research & Development 219 225 235 156  Depreciation / Amortization 2951 2823 - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - 847 -138 3122  Other Operating Expenses, Total -3163 -3048 1 1"
"Selling/General/Admin. Expenses, Total",15625,15813,15686,12778
Research & Development,219,225,235,156
Depreciation / Amortization,2951,2823,-,-
Interest Expense (Income) - Net Operating,-7,-,-,-
Unusual Expense (Income),-,847,-138,3122
"Other Operating Expenses, Total",-3163,-3048,1,1
Operating Income,8363,9763,9620,5211
"Interest Income (Expense), Net Non-Operating",-,976,1911,3058
Gain (Loss) on Sale of Assets,-439,-144,398,170
"Other, Net",11976,-1211,889,697
Net Income Before Taxes,-3174,11118,12818,9136
Provision for Income Taxes,3498,4024,4322,4118
Net Income After Taxes,-6672,7094,8496,5018
Minority Interest,2631,3102,-376,-222
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-6913,6682,8120,4796
Total Extraordinary Items,-,-,-,-
Net Income,-6913,6682,8120,4796
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,-6913,6682,8119,4795
Dilution Adjustment,-,-0.833,-,-
Diluted Net Income,-6913,6682.83,8119,4795
Diluted Weighted Average Shares,55.04,55.29,55.65,55.78
Diluted EPS Excluding Extraordinary Items,-125.61,120.86,145.89,85.96
DPS - Common Stock Primary Issue,104,104,104,104
Diluted Normalized EPS,-26.02,120.2,154.44,126.59
