Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2522,2495,2484.3,2437.47
"Revenue 2522 2495 2484.3 2437.47  Other Revenue, Total - - - -","Revenue 2522 2495 2484.3 2437.47  Other Revenue, Total - - - -","Revenue 2522 2495 2484.3 2437.47  Other Revenue, Total - - - -","Revenue 2522 2495 2484.3 2437.47  Other Revenue, Total - - - -","Revenue 2522 2495 2484.3 2437.47  Other Revenue, Total - - - -"
Revenue,2522,2495,2484.3,2437.47
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",941,1161,929.15,1052.47
Gross Profit,1581,1334,1555.15,1384.99
Total Operating Expenses,2691,3157,2736.71,3008.55
"Selling/General/Admin. Expenses, Total 1295 1239 1169.63 1259.91  Research & Development 455 757 623.96 661.06  Depreciation / Amortization 20 19 - -  Interest Expense (Income) - Net Operating -13 -15 - -  Unusual Expense (Income) - 19.56 13.96 35.11  Other Operating Expenses, Total -7 -4 - -0","Selling/General/Admin. Expenses, Total 1295 1239 1169.63 1259.91  Research & Development 455 757 623.96 661.06  Depreciation / Amortization 20 19 - -  Interest Expense (Income) - Net Operating -13 -15 - -  Unusual Expense (Income) - 19.56 13.96 35.11  Other Operating Expenses, Total -7 -4 - -0","Selling/General/Admin. Expenses, Total 1295 1239 1169.63 1259.91  Research & Development 455 757 623.96 661.06  Depreciation / Amortization 20 19 - -  Interest Expense (Income) - Net Operating -13 -15 - -  Unusual Expense (Income) - 19.56 13.96 35.11  Other Operating Expenses, Total -7 -4 - -0","Selling/General/Admin. Expenses, Total 1295 1239 1169.63 1259.91  Research & Development 455 757 623.96 661.06  Depreciation / Amortization 20 19 - -  Interest Expense (Income) - Net Operating -13 -15 - -  Unusual Expense (Income) - 19.56 13.96 35.11  Other Operating Expenses, Total -7 -4 - -0","Selling/General/Admin. Expenses, Total 1295 1239 1169.63 1259.91  Research & Development 455 757 623.96 661.06  Depreciation / Amortization 20 19 - -  Interest Expense (Income) - Net Operating -13 -15 - -  Unusual Expense (Income) - 19.56 13.96 35.11  Other Operating Expenses, Total -7 -4 - -0"
"Selling/General/Admin. Expenses, Total",1295,1239,1169.63,1259.91
Research & Development,455,757,623.96,661.06
Depreciation / Amortization,20,19,-,-
Interest Expense (Income) - Net Operating,-13,-15,-,-
Unusual Expense (Income),-,19.56,13.96,35.11
"Other Operating Expenses, Total",-7,-4,-,-0
Operating Income,-169,-662,-252.41,-571.09
"Interest Income (Expense), Net Non-Operating",-,-66.67,-18,-16.47
Gain (Loss) on Sale of Assets,-,-,-,0.02
"Other, Net",74,83,66.94,-0.14
Net Income Before Taxes,-243,-745,-203.47,-587.68
Provision for Income Taxes,4,12,15.41,2.47
Net Income After Taxes,-247,-757,-218.88,-590.15
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-247,-757,-218.88,-590.15
Total Extraordinary Items,-,-,-,-
Net Income,-247,-757,-218.88,-590.15
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-247,-757,-218.88,-590.15
Dilution Adjustment,-,-,-,-
Diluted Net Income,-247,-757,-218.88,-590.15
Diluted Weighted Average Shares,18.88,5.65,5.64,5.64
Diluted EPS Excluding Extraordinary Items,-13.08,-134.02,-38.81,-104.64
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-7.55,-80.33,-37.2,-100.6
