Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,338831,302746,275181,320893
"Revenue 338831 302746 275181 320893  Other Revenue, Total - - - -","Revenue 338831 302746 275181 320893  Other Revenue, Total - - - -","Revenue 338831 302746 275181 320893  Other Revenue, Total - - - -","Revenue 338831 302746 275181 320893  Other Revenue, Total - - - -","Revenue 338831 302746 275181 320893  Other Revenue, Total - - - -"
Revenue,338831,302746,275181,320893
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",292468,261349,238335,277517
Gross Profit,46363,41397,36846,43376
Total Operating Expenses,323599,288810,263320,304388
"Selling/General/Admin. Expenses, Total 29309 26133 23390 24636  Research & Development - 1133 - 1356  Depreciation / Amortization 2278 1739 1155 840  Interest Expense (Income) - Net Operating -278 -237 - -  Unusual Expense (Income) - 49 439 1395  Other Operating Expenses, Total -2799 -1307 1 -","Selling/General/Admin. Expenses, Total 29309 26133 23390 24636  Research & Development - 1133 - 1356  Depreciation / Amortization 2278 1739 1155 840  Interest Expense (Income) - Net Operating -278 -237 - -  Unusual Expense (Income) - 49 439 1395  Other Operating Expenses, Total -2799 -1307 1 -","Selling/General/Admin. Expenses, Total 29309 26133 23390 24636  Research & Development - 1133 - 1356  Depreciation / Amortization 2278 1739 1155 840  Interest Expense (Income) - Net Operating -278 -237 - -  Unusual Expense (Income) - 49 439 1395  Other Operating Expenses, Total -2799 -1307 1 -","Selling/General/Admin. Expenses, Total 29309 26133 23390 24636  Research & Development - 1133 - 1356  Depreciation / Amortization 2278 1739 1155 840  Interest Expense (Income) - Net Operating -278 -237 - -  Unusual Expense (Income) - 49 439 1395  Other Operating Expenses, Total -2799 -1307 1 -","Selling/General/Admin. Expenses, Total 29309 26133 23390 24636  Research & Development - 1133 - 1356  Depreciation / Amortization 2278 1739 1155 840  Interest Expense (Income) - Net Operating -278 -237 - -  Unusual Expense (Income) - 49 439 1395  Other Operating Expenses, Total -2799 -1307 1 -"
"Selling/General/Admin. Expenses, Total",29309,26133,23390,24636
Research & Development,-,1133,-,1356
Depreciation / Amortization,2278,1739,1155,840
Interest Expense (Income) - Net Operating,-278,-237,-,-
Unusual Expense (Income),-,49,439,1395
"Other Operating Expenses, Total",-2799,-1307,1,-
Operating Income,15232,13936,11861,16505
"Interest Income (Expense), Net Non-Operating",-,2082,1411,2187
Gain (Loss) on Sale of Assets,170,1136,595,-8
"Other, Net",-1789,-3925,749,341
Net Income Before Taxes,16851,16725,14616,19025
Provision for Income Taxes,4133,5145,4528,5752
Net Income After Taxes,12718,11580,10088,13273
Minority Interest,4694,4000,28,-41
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,12227,11535,10116,13232
Total Extraordinary Items,-,-,-,-
Net Income,12227,11535,10116,13232
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,12227,11535,10116,13231
Dilution Adjustment,-,-,-,-
Diluted Net Income,12227,11535,10116,13231
Diluted Weighted Average Shares,66.21,68.11,69.5,70.95
Diluted EPS Excluding Extraordinary Items,184.68,169.37,145.54,186.49
DPS - Common Stock Primary Issue,-,60,56,56
Diluted Normalized EPS,150.08,142.84,146.7,202.82
