Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,7600,5858,4826,3903.05
"Revenue 7600 5858 4826 3903.05  Other Revenue, Total - - - -","Revenue 7600 5858 4826 3903.05  Other Revenue, Total - - - -","Revenue 7600 5858 4826 3903.05  Other Revenue, Total - - - -","Revenue 7600 5858 4826 3903.05  Other Revenue, Total - - - -","Revenue 7600 5858 4826 3903.05  Other Revenue, Total - - - -"
Revenue,7600,5858,4826,3903.05
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3736,2703,2175,1784.37
Gross Profit,3864,3155,2651,2118.69
Total Operating Expenses,6317,4934,4167,3635.41
"Selling/General/Admin. Expenses, Total 2581 2222 1981 1771.78  Research & Development - - - -  Depreciation / Amortization 68 87 87 -  Interest Expense (Income) - Net Operating -1 -3 -4 -  Unusual Expense (Income) - 72.47 1.14 79.26  Other Operating Expenses, Total -67 -75 -72 -","Selling/General/Admin. Expenses, Total 2581 2222 1981 1771.78  Research & Development - - - -  Depreciation / Amortization 68 87 87 -  Interest Expense (Income) - Net Operating -1 -3 -4 -  Unusual Expense (Income) - 72.47 1.14 79.26  Other Operating Expenses, Total -67 -75 -72 -","Selling/General/Admin. Expenses, Total 2581 2222 1981 1771.78  Research & Development - - - -  Depreciation / Amortization 68 87 87 -  Interest Expense (Income) - Net Operating -1 -3 -4 -  Unusual Expense (Income) - 72.47 1.14 79.26  Other Operating Expenses, Total -67 -75 -72 -","Selling/General/Admin. Expenses, Total 2581 2222 1981 1771.78  Research & Development - - - -  Depreciation / Amortization 68 87 87 -  Interest Expense (Income) - Net Operating -1 -3 -4 -  Unusual Expense (Income) - 72.47 1.14 79.26  Other Operating Expenses, Total -67 -75 -72 -","Selling/General/Admin. Expenses, Total 2581 2222 1981 1771.78  Research & Development - - - -  Depreciation / Amortization 68 87 87 -  Interest Expense (Income) - Net Operating -1 -3 -4 -  Unusual Expense (Income) - 72.47 1.14 79.26  Other Operating Expenses, Total -67 -75 -72 -"
"Selling/General/Admin. Expenses, Total",2581,2222,1981,1771.78
Research & Development,-,-,-,-
Depreciation / Amortization,68,87,87,-
Interest Expense (Income) - Net Operating,-1,-3,-4,-
Unusual Expense (Income),-,72.47,1.14,79.26
"Other Operating Expenses, Total",-67,-75,-72,-
Operating Income,1283,924,659,267.64
"Interest Income (Expense), Net Non-Operating",-,-2.7,-4.87,-8.66
Gain (Loss) on Sale of Assets,8,-45,1,7.61
"Other, Net",53,92,1,0.09
Net Income Before Taxes,1222,877,657,266.68
Provision for Income Taxes,412,303,202,133.44
Net Income After Taxes,810,574,455,133.24
Minority Interest,-,-,-,-20.12
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,810,574,455,113.12
Total Extraordinary Items,-,-,-,-
Net Income,810,574,455,113.12
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,810,574,455,113.12
Dilution Adjustment,-,-0.181,-,-
Diluted Net Income,810,574.18,455,113.12
Diluted Weighted Average Shares,5.45,5.43,4.15,3.98
Diluted EPS Excluding Extraordinary Items,148.49,105.81,109.6,28.42
DPS - Common Stock Primary Issue,-,25,-,-
Diluted Normalized EPS,143.56,108.96,98.76,37.41
