Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,24895,24420,25326,25597
"Revenue 24895 24420 25326 25597  Other Revenue, Total - - - -","Revenue 24895 24420 25326 25597  Other Revenue, Total - - - -","Revenue 24895 24420 25326 25597  Other Revenue, Total - - - -","Revenue 24895 24420 25326 25597  Other Revenue, Total - - - -","Revenue 24895 24420 25326 25597  Other Revenue, Total - - - -"
Revenue,24895,24420,25326,25597
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",20993,20611,20896,21371
Gross Profit,3902,3809,4430,4226
Total Operating Expenses,25260,24792,25614,26590
"Selling/General/Admin. Expenses, Total 4267 4181 4673 4762  Research & Development - 210 - -  Depreciation / Amortization 463 536 - -  Interest Expense (Income) - Net Operating - -67 - -  Unusual Expense (Income) - 550 45 457  Other Operating Expenses, Total -615 -679 - -","Selling/General/Admin. Expenses, Total 4267 4181 4673 4762  Research & Development - 210 - -  Depreciation / Amortization 463 536 - -  Interest Expense (Income) - Net Operating - -67 - -  Unusual Expense (Income) - 550 45 457  Other Operating Expenses, Total -615 -679 - -","Selling/General/Admin. Expenses, Total 4267 4181 4673 4762  Research & Development - 210 - -  Depreciation / Amortization 463 536 - -  Interest Expense (Income) - Net Operating - -67 - -  Unusual Expense (Income) - 550 45 457  Other Operating Expenses, Total -615 -679 - -","Selling/General/Admin. Expenses, Total 4267 4181 4673 4762  Research & Development - 210 - -  Depreciation / Amortization 463 536 - -  Interest Expense (Income) - Net Operating - -67 - -  Unusual Expense (Income) - 550 45 457  Other Operating Expenses, Total -615 -679 - -","Selling/General/Admin. Expenses, Total 4267 4181 4673 4762  Research & Development - 210 - -  Depreciation / Amortization 463 536 - -  Interest Expense (Income) - Net Operating - -67 - -  Unusual Expense (Income) - 550 45 457  Other Operating Expenses, Total -615 -679 - -"
"Selling/General/Admin. Expenses, Total",4267,4181,4673,4762
Research & Development,-,210,-,-
Depreciation / Amortization,463,536,-,-
Interest Expense (Income) - Net Operating,-,-67,-,-
Unusual Expense (Income),-,550,45,457
"Other Operating Expenses, Total",-615,-679,-,-
Operating Income,-365,-372,-288,-993
"Interest Income (Expense), Net Non-Operating",-,-23,-24,-29
Gain (Loss) on Sale of Assets,-,186,-,127
"Other, Net",803,134,98,75
Net Income Before Taxes,-1168,-692,-214,-820
Provision for Income Taxes,26,26,25,583
Net Income After Taxes,-1194,-718,-239,-1403
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1194,-718,-239,-1403
Total Extraordinary Items,-,-,-,-
Net Income,-1194,-718,-239,-1403
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,-1194,-718,-240,-1404
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1194,-718,-240,-1404
Diluted Weighted Average Shares,-,3.34,3.34,3.34
Diluted EPS Excluding Extraordinary Items,-357.81,-215.16,-71.92,-420.72
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-63.31,-61.43,-63.15,-356.44
