Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,27669,25611,23374,24519
"Revenue 27669 25611 23374 24519  Other Revenue, Total - - - -","Revenue 27669 25611 23374 24519  Other Revenue, Total - - - -","Revenue 27669 25611 23374 24519  Other Revenue, Total - - - -","Revenue 27669 25611 23374 24519  Other Revenue, Total - - - -","Revenue 27669 25611 23374 24519  Other Revenue, Total - - - -"
Revenue,27669,25611,23374,24519
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",22597,19875,17981,19080
Gross Profit,5072,5736,5393,5439
Total Operating Expenses,26772,24487,22008,23190
"Selling/General/Admin. Expenses, Total 4175 3673 3425 3755  Research & Development - 838 - -  Depreciation / Amortization 1521 1320 382 303  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 523 219 51  Other Operating Expenses, Total -1521 -1743 1 1","Selling/General/Admin. Expenses, Total 4175 3673 3425 3755  Research & Development - 838 - -  Depreciation / Amortization 1521 1320 382 303  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 523 219 51  Other Operating Expenses, Total -1521 -1743 1 1","Selling/General/Admin. Expenses, Total 4175 3673 3425 3755  Research & Development - 838 - -  Depreciation / Amortization 1521 1320 382 303  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 523 219 51  Other Operating Expenses, Total -1521 -1743 1 1","Selling/General/Admin. Expenses, Total 4175 3673 3425 3755  Research & Development - 838 - -  Depreciation / Amortization 1521 1320 382 303  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 523 219 51  Other Operating Expenses, Total -1521 -1743 1 1","Selling/General/Admin. Expenses, Total 4175 3673 3425 3755  Research & Development - 838 - -  Depreciation / Amortization 1521 1320 382 303  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 523 219 51  Other Operating Expenses, Total -1521 -1743 1 1"
"Selling/General/Admin. Expenses, Total",4175,3673,3425,3755
Research & Development,-,838,-,-
Depreciation / Amortization,1521,1320,382,303
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,523,219,51
"Other Operating Expenses, Total",-1521,-1743,1,1
Operating Income,897,1648,1366,1329
"Interest Income (Expense), Net Non-Operating",-,381,408,-38
Gain (Loss) on Sale of Assets,8,-,54,48
"Other, Net",-430,-72,168,173
Net Income Before Taxes,1319,1721,1996,1512
Provision for Income Taxes,321,541,565,475
Net Income After Taxes,998,1180,1431,1037
Minority Interest,13,11,-2,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,997,1179,1429,1037
Total Extraordinary Items,-,-,-,-
Net Income,997,1179,1429,1037
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,997,1178,1428,1037
Dilution Adjustment,-,-,-,-
Diluted Net Income,997,1178,1428,1037
Diluted Weighted Average Shares,19.22,19.22,19.22,19.22
Diluted EPS Excluding Extraordinary Items,51.88,61.3,74.31,53.96
DPS - Common Stock Primary Issue,17.5,17.5,17.5,17.5
Diluted Normalized EPS,49.64,79.95,80.46,54.07
