Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,50282,45475,44230,51727
"Revenue 50282 45475 44230 51727  Other Revenue, Total - - - -","Revenue 50282 45475 44230 51727  Other Revenue, Total - - - -","Revenue 50282 45475 44230 51727  Other Revenue, Total - - - -","Revenue 50282 45475 44230 51727  Other Revenue, Total - - - -","Revenue 50282 45475 44230 51727  Other Revenue, Total - - - -"
Revenue,50282,45475,44230,51727
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",33464,30782,30143,34175
Gross Profit,16818,14693,14087,17552
Total Operating Expenses,41783,38191,37476,42108
"Selling/General/Admin. Expenses, Total 7317 6455 6259 6739  Research & Development 595 544 736 896  Depreciation / Amortization 1325 372 337 297  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 37 - -  Other Operating Expenses, Total -889 1 1 1","Selling/General/Admin. Expenses, Total 7317 6455 6259 6739  Research & Development 595 544 736 896  Depreciation / Amortization 1325 372 337 297  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 37 - -  Other Operating Expenses, Total -889 1 1 1","Selling/General/Admin. Expenses, Total 7317 6455 6259 6739  Research & Development 595 544 736 896  Depreciation / Amortization 1325 372 337 297  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 37 - -  Other Operating Expenses, Total -889 1 1 1","Selling/General/Admin. Expenses, Total 7317 6455 6259 6739  Research & Development 595 544 736 896  Depreciation / Amortization 1325 372 337 297  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 37 - -  Other Operating Expenses, Total -889 1 1 1","Selling/General/Admin. Expenses, Total 7317 6455 6259 6739  Research & Development 595 544 736 896  Depreciation / Amortization 1325 372 337 297  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 37 - -  Other Operating Expenses, Total -889 1 1 1"
"Selling/General/Admin. Expenses, Total",7317,6455,6259,6739
Research & Development,595,544,736,896
Depreciation / Amortization,1325,372,337,297
Interest Expense (Income) - Net Operating,-29,-,-,-
Unusual Expense (Income),-,37,-,-
"Other Operating Expenses, Total",-889,1,1,1
Operating Income,8499,7284,6754,9619
"Interest Income (Expense), Net Non-Operating",-,1619,591,370
Gain (Loss) on Sale of Assets,107,-,-,-
"Other, Net",-1420,224,129,95
Net Income Before Taxes,9812,9127,7474,10084
Provision for Income Taxes,3607,3125,2363,2596
Net Income After Taxes,6205,6002,5111,7488
Minority Interest,69,-8,-8,-11
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6197,5994,5103,7477
Total Extraordinary Items,-,-,-,-
Net Income,6197,5994,5103,7477
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,6197,5993,5103,7476
Dilution Adjustment,8,-8,-8,-9
Diluted Net Income,6189,5985,5095,7467
Diluted Weighted Average Shares,17.85,18.47,19,18.84
Diluted EPS Excluding Extraordinary Items,346.81,324,268.21,396.38
DPS - Common Stock Primary Issue,130,110,110,110
Diluted Normalized EPS,339.45,332.25,278.89,409.76
