Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,319504,349636,300920,282329
"Revenue 319504 349636 300920 282329  Other Revenue, Total - - - -","Revenue 319504 349636 300920 282329  Other Revenue, Total - - - -","Revenue 319504 349636 300920 282329  Other Revenue, Total - - - -","Revenue 319504 349636 300920 282329  Other Revenue, Total - - - -","Revenue 319504 349636 300920 282329  Other Revenue, Total - - - -"
Revenue,319504,349636,300920,282329
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",232085,224654,211965,196979
Gross Profit,87419,124982,88955,85350
Total Operating Expenses,287575,281907,264566,256119
"Selling/General/Admin. Expenses, Total 55438 56763 34203 34092  Research & Development - - 12550 12921  Depreciation / Amortization 34903 80 1711 1379  Interest Expense (Income) - Net Operating -463 - - -  Unusual Expense (Income) - 409 4136 10747  Other Operating Expenses, Total -34388 1 1 1","Selling/General/Admin. Expenses, Total 55438 56763 34203 34092  Research & Development - - 12550 12921  Depreciation / Amortization 34903 80 1711 1379  Interest Expense (Income) - Net Operating -463 - - -  Unusual Expense (Income) - 409 4136 10747  Other Operating Expenses, Total -34388 1 1 1","Selling/General/Admin. Expenses, Total 55438 56763 34203 34092  Research & Development - - 12550 12921  Depreciation / Amortization 34903 80 1711 1379  Interest Expense (Income) - Net Operating -463 - - -  Unusual Expense (Income) - 409 4136 10747  Other Operating Expenses, Total -34388 1 1 1","Selling/General/Admin. Expenses, Total 55438 56763 34203 34092  Research & Development - - 12550 12921  Depreciation / Amortization 34903 80 1711 1379  Interest Expense (Income) - Net Operating -463 - - -  Unusual Expense (Income) - 409 4136 10747  Other Operating Expenses, Total -34388 1 1 1","Selling/General/Admin. Expenses, Total 55438 56763 34203 34092  Research & Development - - 12550 12921  Depreciation / Amortization 34903 80 1711 1379  Interest Expense (Income) - Net Operating -463 - - -  Unusual Expense (Income) - 409 4136 10747  Other Operating Expenses, Total -34388 1 1 1"
"Selling/General/Admin. Expenses, Total",55438,56763,34203,34092
Research & Development,-,-,12550,12921
Depreciation / Amortization,34903,80,1711,1379
Interest Expense (Income) - Net Operating,-463,-,-,-
Unusual Expense (Income),-,409,4136,10747
"Other Operating Expenses, Total",-34388,1,1,1
Operating Income,31929,68139,36354,26210
"Interest Income (Expense), Net Non-Operating",-,3701,183,-2069
Gain (Loss) on Sale of Assets,-715,90,-567,-616
"Other, Net",1543,-3822,1040,293
Net Income Before Taxes,31101,71872,37010,23818
Provision for Income Taxes,7885,17510,8395,5795
Net Income After Taxes,23216,54362,28615,18023
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,23216,54362,28615,18023
Total Extraordinary Items,-,-,-,-
Net Income,23216,54362,28615,18023
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,23216,54361,28615,18022
Dilution Adjustment,-0.35,-,-,-
Diluted Net Income,23216.35,54361,28615,18022
Diluted Weighted Average Shares,125.01,125.78,125.88,126.32
Diluted EPS Excluding Extraordinary Items,185.71,432.19,227.32,142.67
DPS - Common Stock Primary Issue,90,80,40,26
Diluted Normalized EPS,174.13,358.71,256.21,215.73
