Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,587982,503635,483834,522102
"Revenue 587982 503635 483834 522102  Other Revenue, Total - - - -","Revenue 587982 503635 483834 522102  Other Revenue, Total - - - -","Revenue 587982 503635 483834 522102  Other Revenue, Total - - - -","Revenue 587982 503635 483834 522102  Other Revenue, Total - - - -","Revenue 587982 503635 483834 522102  Other Revenue, Total - - - -"
Revenue,587982,503635,483834,522102
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",519789,453320,440186,473589
Gross Profit,68193,50315,43648,48513
Total Operating Expenses,576618,496723,482388,518180
"Selling/General/Admin. Expenses, Total 55078 42004 41796 43225  Research & Development - 13 - -  Depreciation / Amortization 4825 3918 684 782  Interest Expense (Income) - Net Operating -218 -171 - -  Unusual Expense (Income) - -247 -279 582  Other Operating Expenses, Total -2859 -2361 1 2","Selling/General/Admin. Expenses, Total 55078 42004 41796 43225  Research & Development - 13 - -  Depreciation / Amortization 4825 3918 684 782  Interest Expense (Income) - Net Operating -218 -171 - -  Unusual Expense (Income) - -247 -279 582  Other Operating Expenses, Total -2859 -2361 1 2","Selling/General/Admin. Expenses, Total 55078 42004 41796 43225  Research & Development - 13 - -  Depreciation / Amortization 4825 3918 684 782  Interest Expense (Income) - Net Operating -218 -171 - -  Unusual Expense (Income) - -247 -279 582  Other Operating Expenses, Total -2859 -2361 1 2","Selling/General/Admin. Expenses, Total 55078 42004 41796 43225  Research & Development - 13 - -  Depreciation / Amortization 4825 3918 684 782  Interest Expense (Income) - Net Operating -218 -171 - -  Unusual Expense (Income) - -247 -279 582  Other Operating Expenses, Total -2859 -2361 1 2","Selling/General/Admin. Expenses, Total 55078 42004 41796 43225  Research & Development - 13 - -  Depreciation / Amortization 4825 3918 684 782  Interest Expense (Income) - Net Operating -218 -171 - -  Unusual Expense (Income) - -247 -279 582  Other Operating Expenses, Total -2859 -2361 1 2"
"Selling/General/Admin. Expenses, Total",55078,42004,41796,43225
Research & Development,-,13,-,-
Depreciation / Amortization,4825,3918,684,782
Interest Expense (Income) - Net Operating,-218,-171,-,-
Unusual Expense (Income),-,-247,-279,582
"Other Operating Expenses, Total",-2859,-2361,1,2
Operating Income,11364,6912,1446,3922
"Interest Income (Expense), Net Non-Operating",-,152,1626,319
Gain (Loss) on Sale of Assets,1468,3529,483,177
"Other, Net",-3834,-7898,203,433
Net Income Before Taxes,13730,11281,3758,4851
Provision for Income Taxes,5521,4345,1793,2133
Net Income After Taxes,8209,6936,1965,2718
Minority Interest,2519,2511,-102,-563
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7868,6721,1863,2155
Total Extraordinary Items,-,-,-,-
Net Income,7868,6721,1863,2155
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,7868,6721,1862,2155
Dilution Adjustment,-,-,-,-
Diluted Net Income,7868,6721,1862,2155
Diluted Weighted Average Shares,23.66,23.69,23.69,20.31
Diluted EPS Excluding Extraordinary Items,332.54,283.75,78.61,106.13
DPS - Common Stock Primary Issue,50,40,30,20
Diluted Normalized EPS,306.67,199.16,145.93,211.86
