Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,85457,81251,76567,80551
"Revenue 85457 81251 76567 80551  Other Revenue, Total - - - -","Revenue 85457 81251 76567 80551  Other Revenue, Total - - - -","Revenue 85457 81251 76567 80551  Other Revenue, Total - - - -","Revenue 85457 81251 76567 80551  Other Revenue, Total - - - -","Revenue 85457 81251 76567 80551  Other Revenue, Total - - - -"
Revenue,85457,81251,76567,80551
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",57626,55034,51690,54934
Gross Profit,27831,26217,24877,25617
Total Operating Expenses,79866,75815,71391,75357
"Selling/General/Admin. Expenses, Total 22240 20736 16992 17734  Research & Development - - 2704 2649  Depreciation / Amortization 1342 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 43 4 40  Other Operating Expenses, Total -1326 2 1 -","Selling/General/Admin. Expenses, Total 22240 20736 16992 17734  Research & Development - - 2704 2649  Depreciation / Amortization 1342 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 43 4 40  Other Operating Expenses, Total -1326 2 1 -","Selling/General/Admin. Expenses, Total 22240 20736 16992 17734  Research & Development - - 2704 2649  Depreciation / Amortization 1342 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 43 4 40  Other Operating Expenses, Total -1326 2 1 -","Selling/General/Admin. Expenses, Total 22240 20736 16992 17734  Research & Development - - 2704 2649  Depreciation / Amortization 1342 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 43 4 40  Other Operating Expenses, Total -1326 2 1 -","Selling/General/Admin. Expenses, Total 22240 20736 16992 17734  Research & Development - - 2704 2649  Depreciation / Amortization 1342 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 43 4 40  Other Operating Expenses, Total -1326 2 1 -"
"Selling/General/Admin. Expenses, Total",22240,20736,16992,17734
Research & Development,-,-,2704,2649
Depreciation / Amortization,1342,-,-,-
Interest Expense (Income) - Net Operating,-16,-,-,-
Unusual Expense (Income),-,43,4,40
"Other Operating Expenses, Total",-1326,2,1,-
Operating Income,5591,5436,5176,5194
"Interest Income (Expense), Net Non-Operating",-,212,77,-11
Gain (Loss) on Sale of Assets,136,9,4,-17
"Other, Net",-519,-64,16,-19
Net Income Before Taxes,5974,5593,5273,5147
Provision for Income Taxes,1540,1448,1432,1386
Net Income After Taxes,4434,4145,3841,3761
Minority Interest,164,-20,-15,-23
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4422,4125,3826,3738
Total Extraordinary Items,-,-,-,-
Net Income,4422,4125,3826,3738
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,4422,4124,3825,3737
Dilution Adjustment,-,-,-,-
Diluted Net Income,4422,4124,3825,3737
Diluted Weighted Average Shares,25.04,25.04,25.04,25.04
Diluted EPS Excluding Extraordinary Items,176.62,164.68,152.75,149.26
DPS - Common Stock Primary Issue,-,49,29,27
Diluted Normalized EPS,145.68,167.72,154.79,157.31
