Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1009447,910226,875927,900604
"Revenue 1009447 910226 875927 900604  Other Revenue, Total - - - -","Revenue 1009447 910226 875927 900604  Other Revenue, Total - - - -","Revenue 1009447 910226 875927 900604  Other Revenue, Total - - - -","Revenue 1009447 910226 875927 900604  Other Revenue, Total - - - -","Revenue 1009447 910226 875927 900604  Other Revenue, Total - - - -"
Revenue,1009447,910226,875927,900604
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",732528,657789,654661,680067
Gross Profit,276919,252437,221266,220537
Total Operating Expenses,921032,835985,855041,859994
"Selling/General/Admin. Expenses, Total 188036 148470 143218 147654  Research & Development 36200 29416 29452 30366  Depreciation / Amortization 45938 39969 - -  Interest Expense (Income) - Net Operating -1993 -1744 - -  Unusual Expense (Income) - 717 27709 1905  Other Operating Expenses, Total -43477 -37915 1 2","Selling/General/Admin. Expenses, Total 188036 148470 143218 147654  Research & Development 36200 29416 29452 30366  Depreciation / Amortization 45938 39969 - -  Interest Expense (Income) - Net Operating -1993 -1744 - -  Unusual Expense (Income) - 717 27709 1905  Other Operating Expenses, Total -43477 -37915 1 2","Selling/General/Admin. Expenses, Total 188036 148470 143218 147654  Research & Development 36200 29416 29452 30366  Depreciation / Amortization 45938 39969 - -  Interest Expense (Income) - Net Operating -1993 -1744 - -  Unusual Expense (Income) - 717 27709 1905  Other Operating Expenses, Total -43477 -37915 1 2","Selling/General/Admin. Expenses, Total 188036 148470 143218 147654  Research & Development 36200 29416 29452 30366  Depreciation / Amortization 45938 39969 - -  Interest Expense (Income) - Net Operating -1993 -1744 - -  Unusual Expense (Income) - 717 27709 1905  Other Operating Expenses, Total -43477 -37915 1 2","Selling/General/Admin. Expenses, Total 188036 148470 143218 147654  Research & Development 36200 29416 29452 30366  Depreciation / Amortization 45938 39969 - -  Interest Expense (Income) - Net Operating -1993 -1744 - -  Unusual Expense (Income) - 717 27709 1905  Other Operating Expenses, Total -43477 -37915 1 2"
"Selling/General/Admin. Expenses, Total",188036,148470,143218,147654
Research & Development,36200,29416,29452,30366
Depreciation / Amortization,45938,39969,-,-
Interest Expense (Income) - Net Operating,-1993,-1744,-,-
Unusual Expense (Income),-,717,27709,1905
"Other Operating Expenses, Total",-43477,-37915,1,2
Operating Income,88415,74241,20886,40610
"Interest Income (Expense), Net Non-Operating",-,14434,43677,4040
Gain (Loss) on Sale of Assets,7936,9667,-272,-1272
"Other, Net",-15265,-23911,-1007,482
Net Income Before Taxes,95744,88485,63284,43860
Provision for Income Taxes,27111,23931,17941,11989
Net Income After Taxes,68633,64554,45343,31871
Minority Interest,54976,50829,-3415,-3078
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,61348,58660,41928,28793
Total Extraordinary Items,-,-,-,-
Net Income,61348,58660,41928,28793
Total Adjustments to Net Income,-,-,-2,-
Income Available to Common Excluding Extraordinary Items,61348,58660,41926,28793
Dilution Adjustment,-,-,-,-
Diluted Net Income,61348,58660,41926,28793
Diluted Weighted Average Shares,142.84,142.84,142.84,142.84
Diluted EPS Excluding Extraordinary Items,429.5,410.68,293.52,201.57
DPS - Common Stock Primary Issue,115,100,85,80
Diluted Normalized EPS,333.21,305.71,433.87,217.73
