Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2706,2328,1938,1585
"Revenue 2706 2328 1938 1585  Other Revenue, Total - - - -","Revenue 2706 2328 1938 1585  Other Revenue, Total - - - -","Revenue 2706 2328 1938 1585  Other Revenue, Total - - - -","Revenue 2706 2328 1938 1585  Other Revenue, Total - - - -","Revenue 2706 2328 1938 1585  Other Revenue, Total - - - -"
Revenue,2706,2328,1938,1585
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",973,911,849,801
Gross Profit,1733,1417,1089,784
Total Operating Expenses,2605,2159,1945,1625
"Selling/General/Admin. Expenses, Total 1632 1248 1096 824  Research & Development - - - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - -1 -2 -3  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -92 1 2 3","Selling/General/Admin. Expenses, Total 1632 1248 1096 824  Research & Development - - - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - -1 -2 -3  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -92 1 2 3","Selling/General/Admin. Expenses, Total 1632 1248 1096 824  Research & Development - - - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - -1 -2 -3  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -92 1 2 3","Selling/General/Admin. Expenses, Total 1632 1248 1096 824  Research & Development - - - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - -1 -2 -3  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -92 1 2 3","Selling/General/Admin. Expenses, Total 1632 1248 1096 824  Research & Development - - - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - -1 -2 -3  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -92 1 2 3"
"Selling/General/Admin. Expenses, Total",1632,1248,1096,824
Research & Development,-,-,-,-
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-,-1,-2,-3
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-92,1,2,3
Operating Income,101,169,-7,-40
"Interest Income (Expense), Net Non-Operating",-,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",15,6,14,8
Net Income Before Taxes,86,163,-21,-48
Provision for Income Taxes,-2,-34,4,4
Net Income After Taxes,88,197,-25,-52
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,88,197,-25,-52
Total Extraordinary Items,-,-,-,-
Net Income,88,197,-25,-52
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,88,197,-25,-52
Dilution Adjustment,-,-,-,-
Diluted Net Income,88,197,-25,-52
Diluted Weighted Average Shares,6.33,5.94,5.94,5.41
Diluted EPS Excluding Extraordinary Items,13.91,33.16,-4.21,-9.61
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,9.09,17.15,-0.947,-5.54
