Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Revenue,49632,49251,46901,46074
"Revenue 49632 49251 46901 46074  Other Revenue, Total - - - -","Revenue 49632 49251 46901 46074  Other Revenue, Total - - - -","Revenue 49632 49251 46901 46074  Other Revenue, Total - - - -","Revenue 49632 49251 46901 46074  Other Revenue, Total - - - -","Revenue 49632 49251 46901 46074  Other Revenue, Total - - - -"
Revenue,49632,49251,46901,46074
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",36235,35142,34101,32644
Gross Profit,13397,14109,12800,13430
Total Operating Expenses,47793,46911,45953,44833
"Selling/General/Admin. Expenses, Total 11473 9811 9875 9901  Research & Development - 1462 1409 1764  Depreciation / Amortization - 487 506 503  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 85 11 62 20  Other Operating Expenses, Total - -2 - 1","Selling/General/Admin. Expenses, Total 11473 9811 9875 9901  Research & Development - 1462 1409 1764  Depreciation / Amortization - 487 506 503  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 85 11 62 20  Other Operating Expenses, Total - -2 - 1","Selling/General/Admin. Expenses, Total 11473 9811 9875 9901  Research & Development - 1462 1409 1764  Depreciation / Amortization - 487 506 503  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 85 11 62 20  Other Operating Expenses, Total - -2 - 1","Selling/General/Admin. Expenses, Total 11473 9811 9875 9901  Research & Development - 1462 1409 1764  Depreciation / Amortization - 487 506 503  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 85 11 62 20  Other Operating Expenses, Total - -2 - 1","Selling/General/Admin. Expenses, Total 11473 9811 9875 9901  Research & Development - 1462 1409 1764  Depreciation / Amortization - 487 506 503  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 85 11 62 20  Other Operating Expenses, Total - -2 - 1"
"Selling/General/Admin. Expenses, Total",11473,9811,9875,9901
Research & Development,-,1462,1409,1764
Depreciation / Amortization,-,487,506,503
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),85,11,62,20
"Other Operating Expenses, Total",-,-2,-,1
Operating Income,1839,2340,948,1241
"Interest Income (Expense), Net Non-Operating",-27,-79,-76,-92
Gain (Loss) on Sale of Assets,-,91,38,-3
"Other, Net",99,-7,132,109
Net Income Before Taxes,1911,2345,1042,1255
Provision for Income Taxes,427,737,335,361
Net Income After Taxes,1484,1608,707,894
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1484,1608,707,894
Total Extraordinary Items,-,-,-,-
Net Income,1484,1608,707,894
Total Adjustments to Net Income,-1,-1,-,-
Income Available to Common Excluding Extraordinary Items,1483,1607,707,894
Dilution Adjustment,-,-,-,-
Diluted Net Income,1483,1607,707,894
Diluted Weighted Average Shares,8.77,8.77,8.77,8.78
Diluted EPS Excluding Extraordinary Items,169.05,183.16,80.57,101.86
DPS - Common Stock Primary Issue,60,60,60,80
Diluted Normalized EPS,176.58,176.91,82.43,103.73
