Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Revenue,174615,139429,97351,86970
"Revenue 174615 139429 97351 86970  Other Revenue, Total - - - -","Revenue 174615 139429 97351 86970  Other Revenue, Total - - - -","Revenue 174615 139429 97351 86970  Other Revenue, Total - - - -","Revenue 174615 139429 97351 86970  Other Revenue, Total - - - -","Revenue 174615 139429 97351 86970  Other Revenue, Total - - - -"
Revenue,174615,139429,97351,86970
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",138674,112970,83939,77929
Gross Profit,35941,26459,13412,9041
Total Operating Expenses,152028,124468,94048,87113
"Selling/General/Admin. Expenses, Total 13118 11280 9012 8464  Research & Development 622 507 389 308  Depreciation / Amortization 9531 8603 220 248  Interest Expense (Income) - Net Operating -133 -123 - -  Unusual Expense (Income) - 244 487 162  Other Operating Expenses, Total -9784 -8769 1 2","Selling/General/Admin. Expenses, Total 13118 11280 9012 8464  Research & Development 622 507 389 308  Depreciation / Amortization 9531 8603 220 248  Interest Expense (Income) - Net Operating -133 -123 - -  Unusual Expense (Income) - 244 487 162  Other Operating Expenses, Total -9784 -8769 1 2","Selling/General/Admin. Expenses, Total 13118 11280 9012 8464  Research & Development 622 507 389 308  Depreciation / Amortization 9531 8603 220 248  Interest Expense (Income) - Net Operating -133 -123 - -  Unusual Expense (Income) - 244 487 162  Other Operating Expenses, Total -9784 -8769 1 2","Selling/General/Admin. Expenses, Total 13118 11280 9012 8464  Research & Development 622 507 389 308  Depreciation / Amortization 9531 8603 220 248  Interest Expense (Income) - Net Operating -133 -123 - -  Unusual Expense (Income) - 244 487 162  Other Operating Expenses, Total -9784 -8769 1 2","Selling/General/Admin. Expenses, Total 13118 11280 9012 8464  Research & Development 622 507 389 308  Depreciation / Amortization 9531 8603 220 248  Interest Expense (Income) - Net Operating -133 -123 - -  Unusual Expense (Income) - 244 487 162  Other Operating Expenses, Total -9784 -8769 1 2"
"Selling/General/Admin. Expenses, Total",13118,11280,9012,8464
Research & Development,622,507,389,308
Depreciation / Amortization,9531,8603,220,248
Interest Expense (Income) - Net Operating,-133,-123,-,-
Unusual Expense (Income),-,244,487,162
"Other Operating Expenses, Total",-9784,-8769,1,2
Operating Income,22587,14961,3303,-143
"Interest Income (Expense), Net Non-Operating",-,764,-49,25
Gain (Loss) on Sale of Assets,781,-284,-78,-83
"Other, Net",-446,-181,326,194
Net Income Before Taxes,22252,15426,3502,-7
Provision for Income Taxes,4629,3621,881,579
Net Income After Taxes,17623,11805,2621,-586
Minority Interest,300,265,-27,-37
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,17581,11778,2594,-623
Total Extraordinary Items,-,-,-,-
Net Income,17581,11778,2594,-623
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,17581,11778,2592,-624
Dilution Adjustment,-,-,-,-
Diluted Net Income,17581,11778,2592,-624
Diluted Weighted Average Shares,36.55,36.55,36.55,37.06
Diluted EPS Excluding Extraordinary Items,481,322.22,70.91,-16.84
DPS - Common Stock Primary Issue,65,64,21,6
Diluted Normalized EPS,391.37,272.05,82.48,-12.54
