Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,366096,334540,324984,326984
"Revenue 366096 334540 324984 326984  Other Revenue, Total - - - -","Revenue 366096 334540 324984 326984  Other Revenue, Total - - - -","Revenue 366096 334540 324984 326984  Other Revenue, Total - - - -","Revenue 366096 334540 324984 326984  Other Revenue, Total - - - -","Revenue 366096 334540 324984 326984  Other Revenue, Total - - - -"
Revenue,366096,334540,324984,326984
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",276424,251570,248295,252274
Gross Profit,89672,82970,76689,74710
Total Operating Expenses,344012,314598,316920,317750
"Selling/General/Admin. Expenses, Total 64265 60091 62992 61677  Research & Development - - - -  Depreciation / Amortization 4419 3794 3119 3568  Interest Expense (Income) - Net Operating -293 -290 - -  Unusual Expense (Income) - 3310 2513 231  Other Operating Expenses, Total -803 -567 1 -","Selling/General/Admin. Expenses, Total 64265 60091 62992 61677  Research & Development - - - -  Depreciation / Amortization 4419 3794 3119 3568  Interest Expense (Income) - Net Operating -293 -290 - -  Unusual Expense (Income) - 3310 2513 231  Other Operating Expenses, Total -803 -567 1 -","Selling/General/Admin. Expenses, Total 64265 60091 62992 61677  Research & Development - - - -  Depreciation / Amortization 4419 3794 3119 3568  Interest Expense (Income) - Net Operating -293 -290 - -  Unusual Expense (Income) - 3310 2513 231  Other Operating Expenses, Total -803 -567 1 -","Selling/General/Admin. Expenses, Total 64265 60091 62992 61677  Research & Development - - - -  Depreciation / Amortization 4419 3794 3119 3568  Interest Expense (Income) - Net Operating -293 -290 - -  Unusual Expense (Income) - 3310 2513 231  Other Operating Expenses, Total -803 -567 1 -","Selling/General/Admin. Expenses, Total 64265 60091 62992 61677  Research & Development - - - -  Depreciation / Amortization 4419 3794 3119 3568  Interest Expense (Income) - Net Operating -293 -290 - -  Unusual Expense (Income) - 3310 2513 231  Other Operating Expenses, Total -803 -567 1 -"
"Selling/General/Admin. Expenses, Total",64265,60091,62992,61677
Research & Development,-,-,-,-
Depreciation / Amortization,4419,3794,3119,3568
Interest Expense (Income) - Net Operating,-293,-290,-,-
Unusual Expense (Income),-,3310,2513,231
"Other Operating Expenses, Total",-803,-567,1,-
Operating Income,22084,19942,8064,9234
"Interest Income (Expense), Net Non-Operating",-,-356,-137,-187
Gain (Loss) on Sale of Assets,-73,-433,-169,-112
"Other, Net",-132,3669,-175,-41
Net Income Before Taxes,22289,16706,7583,8894
Provision for Income Taxes,8895,7024,4260,4122
Net Income After Taxes,13394,9682,3323,4772
Minority Interest,17155,11619,-2728,-2795
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,8621,6784,595,1977
Total Extraordinary Items,-,-,-,-
Net Income,8621,6784,595,1977
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,8621,6784,594,1975
Dilution Adjustment,30,-,-,-
Diluted Net Income,8591,6784,594,1975
Diluted Weighted Average Shares,39.15,39.13,39.12,39.11
Diluted EPS Excluding Extraordinary Items,219.41,173.36,15.19,50.5
DPS - Common Stock Primary Issue,30,30,19,18
Diluted Normalized EPS,237.17,251.43,66.17,79.82
