Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,42105,35811,34705.11,41136.57
"Revenue 42105 35811 34705.11 41136.57  Other Revenue, Total - - - -","Revenue 42105 35811 34705.11 41136.57  Other Revenue, Total - - - -","Revenue 42105 35811 34705.11 41136.57  Other Revenue, Total - - - -","Revenue 42105 35811 34705.11 41136.57  Other Revenue, Total - - - -","Revenue 42105 35811 34705.11 41136.57  Other Revenue, Total - - - -"
Revenue,42105,35811,34705.11,41136.57
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",35042,29999,28307.16,32057.53
Gross Profit,7063,5812,6397.94,9079.04
Total Operating Expenses,42827,36974,36007.7,40470.92
"Selling/General/Admin. Expenses, Total 7785 5999 6268.14 7056.28  Research & Development - 976 1219.02 1339.49  Depreciation / Amortization - 1120 - -  Interest Expense (Income) - Net Operating -331 -152 - -  Unusual Expense (Income) - 102.2 213.38 17.62  Other Operating Expenses, Total -1014 -968 - -","Selling/General/Admin. Expenses, Total 7785 5999 6268.14 7056.28  Research & Development - 976 1219.02 1339.49  Depreciation / Amortization - 1120 - -  Interest Expense (Income) - Net Operating -331 -152 - -  Unusual Expense (Income) - 102.2 213.38 17.62  Other Operating Expenses, Total -1014 -968 - -","Selling/General/Admin. Expenses, Total 7785 5999 6268.14 7056.28  Research & Development - 976 1219.02 1339.49  Depreciation / Amortization - 1120 - -  Interest Expense (Income) - Net Operating -331 -152 - -  Unusual Expense (Income) - 102.2 213.38 17.62  Other Operating Expenses, Total -1014 -968 - -","Selling/General/Admin. Expenses, Total 7785 5999 6268.14 7056.28  Research & Development - 976 1219.02 1339.49  Depreciation / Amortization - 1120 - -  Interest Expense (Income) - Net Operating -331 -152 - -  Unusual Expense (Income) - 102.2 213.38 17.62  Other Operating Expenses, Total -1014 -968 - -","Selling/General/Admin. Expenses, Total 7785 5999 6268.14 7056.28  Research & Development - 976 1219.02 1339.49  Depreciation / Amortization - 1120 - -  Interest Expense (Income) - Net Operating -331 -152 - -  Unusual Expense (Income) - 102.2 213.38 17.62  Other Operating Expenses, Total -1014 -968 - -"
"Selling/General/Admin. Expenses, Total",7785,5999,6268.14,7056.28
Research & Development,-,976,1219.02,1339.49
Depreciation / Amortization,-,1120,-,-
Interest Expense (Income) - Net Operating,-331,-152,-,-
Unusual Expense (Income),-,102.2,213.38,17.62
"Other Operating Expenses, Total",-1014,-968,-,-
Operating Income,-722,-1163,-1302.6,665.65
"Interest Income (Expense), Net Non-Operating",-,-152.49,-309.62,-291.51
Gain (Loss) on Sale of Assets,5,4,3.56,22.75
"Other, Net",398,-118,280.58,76.54
Net Income Before Taxes,-1125,-1049,-1328.08,473.43
Provision for Income Taxes,406,56,-34.77,273.19
Net Income After Taxes,-1531,-1105,-1293.3,200.24
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1531,-1105,-1293.3,200.24
Total Extraordinary Items,-,-,-,-
Net Income,-1531,-1105,-1293.3,200.24
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-1531,-1105,-1293.3,200.24
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1531,-1105,-1293.3,200.24
Diluted Weighted Average Shares,21.75,21.75,21.75,21.75
Diluted EPS Excluding Extraordinary Items,-70.39,-50.8,-59.46,9.21
DPS - Common Stock Primary Issue,5,5,5,7.5
Diluted Normalized EPS,-25.86,-27.33,-53.19,9.11
