Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,184844,160060,153725,205292
"Revenue 184844 160060 153725 205292  Other Revenue, Total - - - -","Revenue 184844 160060 153725 205292  Other Revenue, Total - - - -","Revenue 184844 160060 153725 205292  Other Revenue, Total - - - -","Revenue 184844 160060 153725 205292  Other Revenue, Total - - - -","Revenue 184844 160060 153725 205292  Other Revenue, Total - - - -"
Revenue,184844,160060,153725,205292
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",157132,134267,136461,183207
Gross Profit,27712,25793,17264,22085
Total Operating Expenses,171733,147636,151048,198080
"Selling/General/Admin. Expenses, Total 14601 13369 12499 14625  Research & Development - 366 - -  Depreciation / Amortization 9822 9680 - -  Interest Expense (Income) - Net Operating -263 -158 - -  Unusual Expense (Income) - 985 2087 247  Other Operating Expenses, Total -9559 -9888 1 1","Selling/General/Admin. Expenses, Total 14601 13369 12499 14625  Research & Development - 366 - -  Depreciation / Amortization 9822 9680 - -  Interest Expense (Income) - Net Operating -263 -158 - -  Unusual Expense (Income) - 985 2087 247  Other Operating Expenses, Total -9559 -9888 1 1","Selling/General/Admin. Expenses, Total 14601 13369 12499 14625  Research & Development - 366 - -  Depreciation / Amortization 9822 9680 - -  Interest Expense (Income) - Net Operating -263 -158 - -  Unusual Expense (Income) - 985 2087 247  Other Operating Expenses, Total -9559 -9888 1 1","Selling/General/Admin. Expenses, Total 14601 13369 12499 14625  Research & Development - 366 - -  Depreciation / Amortization 9822 9680 - -  Interest Expense (Income) - Net Operating -263 -158 - -  Unusual Expense (Income) - 985 2087 247  Other Operating Expenses, Total -9559 -9888 1 1","Selling/General/Admin. Expenses, Total 14601 13369 12499 14625  Research & Development - 366 - -  Depreciation / Amortization 9822 9680 - -  Interest Expense (Income) - Net Operating -263 -158 - -  Unusual Expense (Income) - 985 2087 247  Other Operating Expenses, Total -9559 -9888 1 1"
"Selling/General/Admin. Expenses, Total",14601,13369,12499,14625
Research & Development,-,366,-,-
Depreciation / Amortization,9822,9680,-,-
Interest Expense (Income) - Net Operating,-263,-158,-,-
Unusual Expense (Income),-,985,2087,247
"Other Operating Expenses, Total",-9559,-9888,1,1
Operating Income,13111,12424,2677,7212
"Interest Income (Expense), Net Non-Operating",-,225,44,-131
Gain (Loss) on Sale of Assets,907,-487,19,8
"Other, Net",-629,1165,205,11
Net Income Before Taxes,12833,11746,2945,7100
Provision for Income Taxes,3351,2325,1086,1611
Net Income After Taxes,9482,9421,1859,5489
Minority Interest,10819,8425,-370,-1761
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6793,7107,1489,3728
Total Extraordinary Items,-,-,-,-
Net Income,6793,7107,1489,3728
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,6793,7107,1489,3728
Dilution Adjustment,-,-,-,-
Diluted Net Income,6793,7107,1489,3728
Diluted Weighted Average Shares,103.64,107.41,108.4,108.94
Diluted EPS Excluding Extraordinary Items,65.54,66.17,13.74,34.22
DPS - Common Stock Primary Issue,21,20,7.5,13
Diluted Normalized EPS,56.76,52.19,25.78,35.92
