Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1500853,994418,715673,718243
"Revenue 1500853 994418 715673 718243  Other Revenue, Total - - - -","Revenue 1500853 994418 715673 718243  Other Revenue, Total - - - -","Revenue 1500853 994418 715673 718243  Other Revenue, Total - - - -","Revenue 1500853 994418 715673 718243  Other Revenue, Total - - - -","Revenue 1500853 994418 715673 718243  Other Revenue, Total - - - -"
Revenue,1500853,994418,715673,718243
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",641222,467717,379984,423451
Gross Profit,857189,496401,335689,294792
Total Operating Expenses,1074128,777789,648793,711432
"Selling/General/Admin. Expenses, Total 426861 307698 71049 83852  Research & Development 205963 205407 133237 133165  Depreciation / Amortization 186032 781 61982 56437  Interest Expense (Income) - Net Operating -63280 -9975 - -  Unusual Expense (Income) - -801 935 12639  Other Operating Expenses, Total -322933 -193839 1606 1888","Selling/General/Admin. Expenses, Total 426861 307698 71049 83852  Research & Development 205963 205407 133237 133165  Depreciation / Amortization 186032 781 61982 56437  Interest Expense (Income) - Net Operating -63280 -9975 - -  Unusual Expense (Income) - -801 935 12639  Other Operating Expenses, Total -322933 -193839 1606 1888","Selling/General/Admin. Expenses, Total 426861 307698 71049 83852  Research & Development 205963 205407 133237 133165  Depreciation / Amortization 186032 781 61982 56437  Interest Expense (Income) - Net Operating -63280 -9975 - -  Unusual Expense (Income) - -801 935 12639  Other Operating Expenses, Total -322933 -193839 1606 1888","Selling/General/Admin. Expenses, Total 426861 307698 71049 83852  Research & Development 205963 205407 133237 133165  Depreciation / Amortization 186032 781 61982 56437  Interest Expense (Income) - Net Operating -63280 -9975 - -  Unusual Expense (Income) - -801 935 12639  Other Operating Expenses, Total -322933 -193839 1606 1888","Selling/General/Admin. Expenses, Total 426861 307698 71049 83852  Research & Development 205963 205407 133237 133165  Depreciation / Amortization 186032 781 61982 56437  Interest Expense (Income) - Net Operating -63280 -9975 - -  Unusual Expense (Income) - -801 935 12639  Other Operating Expenses, Total -322933 -193839 1606 1888"
"Selling/General/Admin. Expenses, Total",426861,307698,71049,83852
Research & Development,205963,205407,133237,133165
Depreciation / Amortization,186032,781,61982,56437
Interest Expense (Income) - Net Operating,-63280,-9975,-,-
Unusual Expense (Income),-,-801,935,12639
"Other Operating Expenses, Total",-322933,-193839,1606,1888
Operating Income,424283,187130,66880,6811
"Interest Income (Expense), Net Non-Operating",-,-34142,-6994,-7190
Gain (Loss) on Sale of Assets,9749,-,-,-
"Other, Net",52235,-525,5330,54
Net Income Before Taxes,362299,152463,65216,-325
Provision for Income Taxes,105512,24989,19485,6007
Net Income After Taxes,256787,127474,45731,-6332
Minority Interest,3728,3317,-100,-89
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,256632,127323,45631,-6421
Total Extraordinary Items,-,-62,-5,104
Net Income,256632,127261,45626,-6317
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,256632,127323,45631,-6421
Dilution Adjustment,-9.26,-,-,-
Diluted Net Income,256641.26,127261,45626,-6317
Diluted Weighted Average Shares,1903.16,1887,1757.05,1694.15
Diluted EPS Excluding Extraordinary Items,134.85,67.47,25.97,-3.79
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,119.82,67.12,26.34,1.06
