Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4871,6400,4173.15,3750.83
"Revenue 4871 6400.46 4173.15 3750.83  Other Revenue, Total - - - -","Revenue 4871 6400.46 4173.15 3750.83  Other Revenue, Total - - - -","Revenue 4871 6400.46 4173.15 3750.83  Other Revenue, Total - - - -","Revenue 4871 6400.46 4173.15 3750.83  Other Revenue, Total - - - -","Revenue 4871 6400.46 4173.15 3750.83  Other Revenue, Total - - - -"
Revenue,4871,6400.46,4173.15,3750.83
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4118,5184.81,3550.95,3398.39
Gross Profit,-,1215.64,622.21,352.44
Total Operating Expenses,4618,5737.18,4045.19,3941.57
"Selling/General/Admin. Expenses, Total 486 512.31 398.18 439.37  Research & Development - - 69.54 72.8  Depreciation / Amortization 149 17.7 26.52 24.1  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 22.36 - 6.91  Other Operating Expenses, Total -209 - - -","Selling/General/Admin. Expenses, Total 486 512.31 398.18 439.37  Research & Development - - 69.54 72.8  Depreciation / Amortization 149 17.7 26.52 24.1  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 22.36 - 6.91  Other Operating Expenses, Total -209 - - -","Selling/General/Admin. Expenses, Total 486 512.31 398.18 439.37  Research & Development - - 69.54 72.8  Depreciation / Amortization 149 17.7 26.52 24.1  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 22.36 - 6.91  Other Operating Expenses, Total -209 - - -","Selling/General/Admin. Expenses, Total 486 512.31 398.18 439.37  Research & Development - - 69.54 72.8  Depreciation / Amortization 149 17.7 26.52 24.1  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 22.36 - 6.91  Other Operating Expenses, Total -209 - - -","Selling/General/Admin. Expenses, Total 486 512.31 398.18 439.37  Research & Development - - 69.54 72.8  Depreciation / Amortization 149 17.7 26.52 24.1  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 22.36 - 6.91  Other Operating Expenses, Total -209 - - -"
"Selling/General/Admin. Expenses, Total",486,512.31,398.18,439.37
Research & Development,-,-,69.54,72.8
Depreciation / Amortization,149,17.7,26.52,24.1
Interest Expense (Income) - Net Operating,-13,-,-,-
Unusual Expense (Income),-,22.36,-,6.91
"Other Operating Expenses, Total",-209,-,-,-
Operating Income,253,663.27,127.97,-190.75
"Interest Income (Expense), Net Non-Operating",-,5.36,4.27,15.9
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-29,22.49,51.91,12.8
Net Income Before Taxes,282,691.13,184.15,-162.04
Provision for Income Taxes,-20,89.3,34.68,7.21
Net Income After Taxes,302,601.83,149.47,-169.25
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,302,601.83,149.47,-169.25
Total Extraordinary Items,-,-,-,-
Net Income,302,601.83,149.47,-169.25
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,302,601.83,149.47,-169.25
Dilution Adjustment,-,-,-,-
Diluted Net Income,302,601.83,149.47,-169.25
Diluted Weighted Average Shares,2.32,2.32,2.32,2.32
Diluted EPS Excluding Extraordinary Items,130.27,259.59,64.46,-72.99
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,76.02,267.99,64.46,-71.05
