Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,25236,30860,30149.52,27832.99
"Revenue 25236 30860 30149.52 27832.99  Other Revenue, Total - - - -","Revenue 25236 30860 30149.52 27832.99  Other Revenue, Total - - - -","Revenue 25236 30860 30149.52 27832.99  Other Revenue, Total - - - -","Revenue 25236 30860 30149.52 27832.99  Other Revenue, Total - - - -","Revenue 25236 30860 30149.52 27832.99  Other Revenue, Total - - - -"
Revenue,25236,30860,30149.52,27832.99
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",20901,25722,25666.35,23251.34
Gross Profit,4335,5138,4483.17,4581.65
Total Operating Expenses,23714,28656,28854.15,27038.26
"Selling/General/Admin. Expenses, Total 2813 2934 2718.34 3178.12  Research & Development - 224 - -  Depreciation / Amortization 682 696 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 14.2 469.46 608.8  Other Operating Expenses, Total -681 -917 - -","Selling/General/Admin. Expenses, Total 2813 2934 2718.34 3178.12  Research & Development - 224 - -  Depreciation / Amortization 682 696 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 14.2 469.46 608.8  Other Operating Expenses, Total -681 -917 - -","Selling/General/Admin. Expenses, Total 2813 2934 2718.34 3178.12  Research & Development - 224 - -  Depreciation / Amortization 682 696 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 14.2 469.46 608.8  Other Operating Expenses, Total -681 -917 - -","Selling/General/Admin. Expenses, Total 2813 2934 2718.34 3178.12  Research & Development - 224 - -  Depreciation / Amortization 682 696 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 14.2 469.46 608.8  Other Operating Expenses, Total -681 -917 - -","Selling/General/Admin. Expenses, Total 2813 2934 2718.34 3178.12  Research & Development - 224 - -  Depreciation / Amortization 682 696 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 14.2 469.46 608.8  Other Operating Expenses, Total -681 -917 - -"
"Selling/General/Admin. Expenses, Total",2813,2934,2718.34,3178.12
Research & Development,-,224,-,-
Depreciation / Amortization,682,696,-,-
Interest Expense (Income) - Net Operating,-1,-3,-,-
Unusual Expense (Income),-,14.2,469.46,608.8
"Other Operating Expenses, Total",-681,-917,-,-
Operating Income,1522,2204,1295.37,794.73
"Interest Income (Expense), Net Non-Operating",-,14.13,17.74,3.79
Gain (Loss) on Sale of Assets,-16,-35,-33.41,-38.61
"Other, Net",262,75,5.78,12.58
Net Income Before Taxes,1276,2164,1285.47,772.48
Provision for Income Taxes,631,709,394.29,277.43
Net Income After Taxes,645,1455,891.18,495.06
Minority Interest,-,-,-,33.29
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,1455,891.18,528.34
Total Extraordinary Items,-,-,-,-
Net Income,645,1455,891.18,528.34
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-,1455,891.18,528.34
Dilution Adjustment,-,-,-,-
Diluted Net Income,645,1455,891.18,528.34
Diluted Weighted Average Shares,-,31.28,31.28,31.28
Diluted EPS Excluding Extraordinary Items,20.62,46.51,28.49,16.89
DPS - Common Stock Primary Issue,6,14,8.5,5
Diluted Normalized EPS,30.77,44.19,39.63,30.15
