Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,45459,40448,32825,38711
"Revenue 45459 40448 32825 38711  Other Revenue, Total - - - -","Revenue 45459 40448 32825 38711  Other Revenue, Total - - - -","Revenue 45459 40448 32825 38711  Other Revenue, Total - - - -","Revenue 45459 40448 32825 38711  Other Revenue, Total - - - -","Revenue 45459 40448 32825 38711  Other Revenue, Total - - - -"
Revenue,45459,40448,32825,38711
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",37560,33486,27792,33009
Gross Profit,7899,6962,5033,5702
Total Operating Expenses,42516,38413,32353,37897
"Selling/General/Admin. Expenses, Total 4956 4885 4227 4642  Research & Development - - - -  Depreciation / Amortization 1097 - 233 227  Interest Expense (Income) - Net Operating -61 - - -  Unusual Expense (Income) - 40 100 19  Other Operating Expenses, Total -1036 2 1 -","Selling/General/Admin. Expenses, Total 4956 4885 4227 4642  Research & Development - - - -  Depreciation / Amortization 1097 - 233 227  Interest Expense (Income) - Net Operating -61 - - -  Unusual Expense (Income) - 40 100 19  Other Operating Expenses, Total -1036 2 1 -","Selling/General/Admin. Expenses, Total 4956 4885 4227 4642  Research & Development - - - -  Depreciation / Amortization 1097 - 233 227  Interest Expense (Income) - Net Operating -61 - - -  Unusual Expense (Income) - 40 100 19  Other Operating Expenses, Total -1036 2 1 -","Selling/General/Admin. Expenses, Total 4956 4885 4227 4642  Research & Development - - - -  Depreciation / Amortization 1097 - 233 227  Interest Expense (Income) - Net Operating -61 - - -  Unusual Expense (Income) - 40 100 19  Other Operating Expenses, Total -1036 2 1 -","Selling/General/Admin. Expenses, Total 4956 4885 4227 4642  Research & Development - - - -  Depreciation / Amortization 1097 - 233 227  Interest Expense (Income) - Net Operating -61 - - -  Unusual Expense (Income) - 40 100 19  Other Operating Expenses, Total -1036 2 1 -"
"Selling/General/Admin. Expenses, Total",4956,4885,4227,4642
Research & Development,-,-,-,-
Depreciation / Amortization,1097,-,233,227
Interest Expense (Income) - Net Operating,-61,-,-,-
Unusual Expense (Income),-,40,100,19
"Other Operating Expenses, Total",-1036,2,1,-
Operating Income,2943,2035,472,814
"Interest Income (Expense), Net Non-Operating",-,405,-106,63
Gain (Loss) on Sale of Assets,-3,-27,-15,-19
"Other, Net",1448,88,207,42
Net Income Before Taxes,1498,2501,558,900
Provision for Income Taxes,851,552,111,236
Net Income After Taxes,647,1949,447,664
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,647,1949,447,664
Total Extraordinary Items,-,-,-,-
Net Income,647,1949,447,664
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,647,1949,447,663
Dilution Adjustment,-,-,-,-
Diluted Net Income,647,1949,447,663
Diluted Weighted Average Shares,8.37,8.37,8.37,8.37
Diluted EPS Excluding Extraordinary Items,77.3,232.88,53.4,79.17
DPS - Common Stock Primary Issue,-,45,30,30
Diluted Normalized EPS,267.31,239.11,64.4,82.52
