Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Revenue,19589,14425,9779,6466.03
"Revenue 19589 14425 9779 6466.03  Other Revenue, Total - - - -","Revenue 19589 14425 9779 6466.03  Other Revenue, Total - - - -","Revenue 19589 14425 9779 6466.03  Other Revenue, Total - - - -","Revenue 19589 14425 9779 6466.03  Other Revenue, Total - - - -","Revenue 19589 14425 9779 6466.03  Other Revenue, Total - - - -"
Revenue,19589,14425,9779,6466.03
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",15521,11775,8181,5292.49
Gross Profit,4068,2650,1598,1173.53
Total Operating Expenses,17426,13187,8993,6091.76
"Selling/General/Admin. Expenses, Total 1905 1287 812 791.38  Research & Development - 22 - -  Depreciation / Amortization 33 28 12 7.88  Interest Expense (Income) - Net Operating -12 -4 - -  Unusual Expense (Income) - 10.79 3.94 -  Other Operating Expenses, Total -21 79 -12 -","Selling/General/Admin. Expenses, Total 1905 1287 812 791.38  Research & Development - 22 - -  Depreciation / Amortization 33 28 12 7.88  Interest Expense (Income) - Net Operating -12 -4 - -  Unusual Expense (Income) - 10.79 3.94 -  Other Operating Expenses, Total -21 79 -12 -","Selling/General/Admin. Expenses, Total 1905 1287 812 791.38  Research & Development - 22 - -  Depreciation / Amortization 33 28 12 7.88  Interest Expense (Income) - Net Operating -12 -4 - -  Unusual Expense (Income) - 10.79 3.94 -  Other Operating Expenses, Total -21 79 -12 -","Selling/General/Admin. Expenses, Total 1905 1287 812 791.38  Research & Development - 22 - -  Depreciation / Amortization 33 28 12 7.88  Interest Expense (Income) - Net Operating -12 -4 - -  Unusual Expense (Income) - 10.79 3.94 -  Other Operating Expenses, Total -21 79 -12 -","Selling/General/Admin. Expenses, Total 1905 1287 812 791.38  Research & Development - 22 - -  Depreciation / Amortization 33 28 12 7.88  Interest Expense (Income) - Net Operating -12 -4 - -  Unusual Expense (Income) - 10.79 3.94 -  Other Operating Expenses, Total -21 79 -12 -"
"Selling/General/Admin. Expenses, Total",1905,1287,812,791.38
Research & Development,-,22,-,-
Depreciation / Amortization,33,28,12,7.88
Interest Expense (Income) - Net Operating,-12,-4,-,-
Unusual Expense (Income),-,10.79,3.94,-
"Other Operating Expenses, Total",-21,79,-12,-
Operating Income,2163,1238,786,374.27
"Interest Income (Expense), Net Non-Operating",-,-4.27,-0.76,-2.81
Gain (Loss) on Sale of Assets,58,-,-,-
"Other, Net",-63,28,5,-7.38
Net Income Before Taxes,2168,1210,781,364.08
Provision for Income Taxes,609,456,234,100.21
Net Income After Taxes,1559,754,547,263.86
Minority Interest,69,77,4,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1567,760,547,263.86
Total Extraordinary Items,-,-,-,-
Net Income,1567,760,547,263.86
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1567,760,547,263.86
Dilution Adjustment,-0.187,-0.322,-0.243,-
Diluted Net Income,1567.19,760.32,547.24,263.86
Diluted Weighted Average Shares,3.38,3.37,3.37,2.94
Diluted EPS Excluding Extraordinary Items,464.32,225.64,162.56,89.85
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,393.08,230.48,145.56,89.85
