Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Revenue,31319,28579,26695,34201
"Revenue 31319 28579 26695 34201  Other Revenue, Total - - - -","Revenue 31319 28579 26695 34201  Other Revenue, Total - - - -","Revenue 31319 28579 26695 34201  Other Revenue, Total - - - -","Revenue 31319 28579 26695 34201  Other Revenue, Total - - - -","Revenue 31319 28579 26695 34201  Other Revenue, Total - - - -"
Revenue,31319,28579,26695,34201
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",28044,25215,23882,29627
Gross Profit,3275,3364,2813,4574
Total Operating Expenses,29461,26647,25327,31052
"Selling/General/Admin. Expenses, Total 1316 1347 1383 1366  Research & Development 21 16 22 21  Depreciation / Amortization 35 38 39 36  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 44 29 - -  Other Operating Expenses, Total 1 2 1 2","Selling/General/Admin. Expenses, Total 1316 1347 1383 1366  Research & Development 21 16 22 21  Depreciation / Amortization 35 38 39 36  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 44 29 - -  Other Operating Expenses, Total 1 2 1 2","Selling/General/Admin. Expenses, Total 1316 1347 1383 1366  Research & Development 21 16 22 21  Depreciation / Amortization 35 38 39 36  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 44 29 - -  Other Operating Expenses, Total 1 2 1 2","Selling/General/Admin. Expenses, Total 1316 1347 1383 1366  Research & Development 21 16 22 21  Depreciation / Amortization 35 38 39 36  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 44 29 - -  Other Operating Expenses, Total 1 2 1 2","Selling/General/Admin. Expenses, Total 1316 1347 1383 1366  Research & Development 21 16 22 21  Depreciation / Amortization 35 38 39 36  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 44 29 - -  Other Operating Expenses, Total 1 2 1 2"
"Selling/General/Admin. Expenses, Total",1316,1347,1383,1366
Research & Development,21,16,22,21
Depreciation / Amortization,35,38,39,36
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),44,29,-,-
"Other Operating Expenses, Total",1,2,1,2
Operating Income,1858,1932,1368,3149
"Interest Income (Expense), Net Non-Operating",-10,-12,-7,-14
Gain (Loss) on Sale of Assets,1,16,5,6
"Other, Net",6,7,10,6
Net Income Before Taxes,1855,1943,1376,3147
Provision for Income Taxes,600,627,444,966
Net Income After Taxes,1255,1316,932,2181
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1255,1316,932,2181
Total Extraordinary Items,-,-,-,-
Net Income,1255,1316,932,2181
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,1255,1316,931,2181
Dilution Adjustment,-,-,-,-
Diluted Net Income,1255,1316,931,2181
Diluted Weighted Average Shares,32.75,32.75,32.75,32.75
Diluted EPS Excluding Extraordinary Items,38.32,40.18,28.43,66.6
DPS - Common Stock Primary Issue,14,14,14,14
Diluted Normalized EPS,39.21,40.45,28.32,66.47
