Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1994,1600,1175.93,778.84
"Revenue 1994 1600.16 1175.93 778.84  Other Revenue, Total - - - -","Revenue 1994 1600.16 1175.93 778.84  Other Revenue, Total - - - -","Revenue 1994 1600.16 1175.93 778.84  Other Revenue, Total - - - -","Revenue 1994 1600.16 1175.93 778.84  Other Revenue, Total - - - -","Revenue 1994 1600.16 1175.93 778.84  Other Revenue, Total - - - -"
Revenue,1994,1600.16,1175.93,778.84
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",254,205.5,210.4,151.9
Gross Profit,1740,1394.66,965.53,626.94
Total Operating Expenses,2603,2449.23,2345.84,1476.79
"Selling/General/Admin. Expenses, Total 2349 2243.36 1572.48 1297.31  Research & Development 55 - 45.89 11.8  Depreciation / Amortization 71 - 14.19 11.22  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 0.37 502.87 4.56  Other Operating Expenses, Total -116 - -0 -","Selling/General/Admin. Expenses, Total 2349 2243.36 1572.48 1297.31  Research & Development 55 - 45.89 11.8  Depreciation / Amortization 71 - 14.19 11.22  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 0.37 502.87 4.56  Other Operating Expenses, Total -116 - -0 -","Selling/General/Admin. Expenses, Total 2349 2243.36 1572.48 1297.31  Research & Development 55 - 45.89 11.8  Depreciation / Amortization 71 - 14.19 11.22  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 0.37 502.87 4.56  Other Operating Expenses, Total -116 - -0 -","Selling/General/Admin. Expenses, Total 2349 2243.36 1572.48 1297.31  Research & Development 55 - 45.89 11.8  Depreciation / Amortization 71 - 14.19 11.22  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 0.37 502.87 4.56  Other Operating Expenses, Total -116 - -0 -","Selling/General/Admin. Expenses, Total 2349 2243.36 1572.48 1297.31  Research & Development 55 - 45.89 11.8  Depreciation / Amortization 71 - 14.19 11.22  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 0.37 502.87 4.56  Other Operating Expenses, Total -116 - -0 -"
"Selling/General/Admin. Expenses, Total",2349,2243.36,1572.48,1297.31
Research & Development,55,-,45.89,11.8
Depreciation / Amortization,71,-,14.19,11.22
Interest Expense (Income) - Net Operating,-10,-,-,-
Unusual Expense (Income),-,0.37,502.87,4.56
"Other Operating Expenses, Total",-116,-,-0,-
Operating Income,-609,-849.07,-1169.91,-697.95
"Interest Income (Expense), Net Non-Operating",-,-16.27,-21.32,-15.38
Gain (Loss) on Sale of Assets,-5,-,-,-
"Other, Net",1,-4.99,4.82,0.2
Net Income Before Taxes,-610,-870.32,-1186.41,-713.13
Provision for Income Taxes,6,5.41,-1.59,0.43
Net Income After Taxes,-616,-875.74,-1184.81,-713.57
Minority Interest,99,9.24,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-578,-866.5,-1184.81,-713.57
Total Extraordinary Items,-,-,-,-
Net Income,-578,-866.5,-1184.81,-713.57
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-578,-866.5,-1184.81,-713.57
Dilution Adjustment,-,-,-,-
Diluted Net Income,-578,-866.5,-1184.81,-713.57
Diluted Weighted Average Shares,15.42,13.81,15.24,15.24
Diluted EPS Excluding Extraordinary Items,-37.48,-62.76,-77.77,-46.84
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-21.85,-62.75,-56.31,-46.64
