Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1672377,1567421,1205846,1052943
"Revenue 1672377 1567421 1205846 1052943  Other Revenue, Total - - - -","Revenue 1672377 1567421 1205846 1052943  Other Revenue, Total - - - -","Revenue 1672377 1567421 1205846 1052943  Other Revenue, Total - - - -","Revenue 1672377 1567421 1205846 1052943  Other Revenue, Total - - - -","Revenue 1672377 1567421 1205846 1052943  Other Revenue, Total - - - -"
Revenue,1672377,1567421,1205846,1052943
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",511131,497021,432446,424463
Gross Profit,1161246,1070400,773400,628480
Total Operating Expenses,1518737,1377918,1041661,888974
"Selling/General/Admin. Expenses, Total 1007606 902586 591964 476204  Research & Development - 30042 - -  Depreciation / Amortization 148776 - - -  Interest Expense (Income) - Net Operating - -4415 - -  Unusual Expense (Income) - -31892 17250 -11693  Other Operating Expenses, Total -186403 -183060 1 -","Selling/General/Admin. Expenses, Total 1007606 902586 591964 476204  Research & Development - 30042 - -  Depreciation / Amortization 148776 - - -  Interest Expense (Income) - Net Operating - -4415 - -  Unusual Expense (Income) - -31892 17250 -11693  Other Operating Expenses, Total -186403 -183060 1 -","Selling/General/Admin. Expenses, Total 1007606 902586 591964 476204  Research & Development - 30042 - -  Depreciation / Amortization 148776 - - -  Interest Expense (Income) - Net Operating - -4415 - -  Unusual Expense (Income) - -31892 17250 -11693  Other Operating Expenses, Total -186403 -183060 1 -","Selling/General/Admin. Expenses, Total 1007606 902586 591964 476204  Research & Development - 30042 - -  Depreciation / Amortization 148776 - - -  Interest Expense (Income) - Net Operating - -4415 - -  Unusual Expense (Income) - -31892 17250 -11693  Other Operating Expenses, Total -186403 -183060 1 -","Selling/General/Admin. Expenses, Total 1007606 902586 591964 476204  Research & Development - 30042 - -  Depreciation / Amortization 148776 - - -  Interest Expense (Income) - Net Operating - -4415 - -  Unusual Expense (Income) - -31892 17250 -11693  Other Operating Expenses, Total -186403 -183060 1 -"
"Selling/General/Admin. Expenses, Total",1007606,902586,591964,476204
Research & Development,-,30042,-,-
Depreciation / Amortization,148776,-,-,-
Interest Expense (Income) - Net Operating,-,-4415,-,-
Unusual Expense (Income),-,-31892,17250,-11693
"Other Operating Expenses, Total",-186403,-183060,1,-
Operating Income,153640,189503,164185,163969
"Interest Income (Expense), Net Non-Operating",-,-35703,-21972,-25861
Gain (Loss) on Sale of Assets,-21568,16158,58,10374
"Other, Net",-60010,14804,38763,6227
Net Income Before Taxes,235218,158541,142615,135676
Provision for Income Taxes,46055,66911,53495,47655
Net Income After Taxes,189163,91630,89120,88021
Minority Interest,398501,297819,-18975,-6345
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,178868,77316,70145,81676
Total Extraordinary Items,-,-,-,-
Net Income,178868,77316,70145,81676
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,178868,77316,70145,81675
Dilution Adjustment,-24.82,20.34,-,-
Diluted Net Income,178892.82,77295.66,70145,81675
Diluted Weighted Average Shares,7516.5,7622.85,5006.78,4838.71
Diluted EPS Excluding Extraordinary Items,23.8,10.14,14.01,16.88
DPS - Common Stock Primary Issue,5.56,5.56,5.56,8.86
Diluted Normalized EPS,7.33,9.8,16.16,14.87
