Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1439765,1386991,1456199,1402019
"Revenue 1439765 1386991 1456199 1402019  Other Revenue, Total - - - -","Revenue 1439765 1386991 1456199 1402019  Other Revenue, Total - - - -","Revenue 1439765 1386991 1456199 1402019  Other Revenue, Total - - - -","Revenue 1439765 1386991 1456199 1402019  Other Revenue, Total - - - -","Revenue 1439765 1386991 1456199 1402019  Other Revenue, Total - - - -"
Revenue,1439765,1386991,1456199,1402019
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1188592,1091057,1208406,1189166
Gross Profit,251173,295934,247793,212853
Total Operating Expenses,1337432,1233409,1334936,1318506
"Selling/General/Admin. Expenses, Total 151284 130539 121979 122187  Research & Development - 545 551 261  Depreciation / Amortization 16381 11063 7334 6458  Interest Expense (Income) - Net Operating -5220 -3416 - -  Unusual Expense (Income) - - -2843 557  Other Operating Expenses, Total -13605 3621 -491 -123","Selling/General/Admin. Expenses, Total 151284 130539 121979 122187  Research & Development - 545 551 261  Depreciation / Amortization 16381 11063 7334 6458  Interest Expense (Income) - Net Operating -5220 -3416 - -  Unusual Expense (Income) - - -2843 557  Other Operating Expenses, Total -13605 3621 -491 -123","Selling/General/Admin. Expenses, Total 151284 130539 121979 122187  Research & Development - 545 551 261  Depreciation / Amortization 16381 11063 7334 6458  Interest Expense (Income) - Net Operating -5220 -3416 - -  Unusual Expense (Income) - - -2843 557  Other Operating Expenses, Total -13605 3621 -491 -123","Selling/General/Admin. Expenses, Total 151284 130539 121979 122187  Research & Development - 545 551 261  Depreciation / Amortization 16381 11063 7334 6458  Interest Expense (Income) - Net Operating -5220 -3416 - -  Unusual Expense (Income) - - -2843 557  Other Operating Expenses, Total -13605 3621 -491 -123","Selling/General/Admin. Expenses, Total 151284 130539 121979 122187  Research & Development - 545 551 261  Depreciation / Amortization 16381 11063 7334 6458  Interest Expense (Income) - Net Operating -5220 -3416 - -  Unusual Expense (Income) - - -2843 557  Other Operating Expenses, Total -13605 3621 -491 -123"
"Selling/General/Admin. Expenses, Total",151284,130539,121979,122187
Research & Development,-,545,551,261
Depreciation / Amortization,16381,11063,7334,6458
Interest Expense (Income) - Net Operating,-5220,-3416,-,-
Unusual Expense (Income),-,-,-2843,557
"Other Operating Expenses, Total",-13605,3621,-491,-123
Operating Income,102333,153582,121263,83513
"Interest Income (Expense), Net Non-Operating",-,-1106,-1579,-4747
Gain (Loss) on Sale of Assets,-,26,-,-
"Other, Net",-4267,1357,1,-
Net Income Before Taxes,106600,152199,119685,78766
Provision for Income Taxes,30840,48278,35914,24662
Net Income After Taxes,75760,103921,83771,54104
Minority Interest,413,1689,-454,-351
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,75596,103381,83317,53753
Total Extraordinary Items,-,-,-,-
Net Income,75596,103381,83317,53753
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,75596,103381,83316,53752
Dilution Adjustment,-,-,-,-
Diluted Net Income,75596,103381,83316,53752
Diluted Weighted Average Shares,286.06,288.38,288.38,288.38
Diluted EPS Excluding Extraordinary Items,264.27,358.49,288.91,186.39
DPS - Common Stock Primary Issue,90,90,74,62
Diluted Normalized EPS,232.33,328.58,282.01,187.72
