Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Revenue,6607,6552,5479,2359
"Revenue 6607 6552 5479 2359  Other Revenue, Total - - - -","Revenue 6607 6552 5479 2359  Other Revenue, Total - - - -","Revenue 6607 6552 5479 2359  Other Revenue, Total - - - -","Revenue 6607 6552 5479 2359  Other Revenue, Total - - - -","Revenue 6607 6552 5479 2359  Other Revenue, Total - - - -"
Revenue,6607,6552,5479,2359
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3305,3313,2800,1046
Gross Profit,3302,3239,2679,1313
Total Operating Expenses,6503,6349,5612,2556
"Selling/General/Admin. Expenses, Total 3198 3036 2812 1510  Research & Development - - - -  Depreciation / Amortization 84 45 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.04 - -4.02  Other Operating Expenses, Total -84 -45 - -","Selling/General/Admin. Expenses, Total 3198 3036 2812 1510  Research & Development - - - -  Depreciation / Amortization 84 45 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.04 - -4.02  Other Operating Expenses, Total -84 -45 - -","Selling/General/Admin. Expenses, Total 3198 3036 2812 1510  Research & Development - - - -  Depreciation / Amortization 84 45 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.04 - -4.02  Other Operating Expenses, Total -84 -45 - -","Selling/General/Admin. Expenses, Total 3198 3036 2812 1510  Research & Development - - - -  Depreciation / Amortization 84 45 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.04 - -4.02  Other Operating Expenses, Total -84 -45 - -","Selling/General/Admin. Expenses, Total 3198 3036 2812 1510  Research & Development - - - -  Depreciation / Amortization 84 45 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.04 - -4.02  Other Operating Expenses, Total -84 -45 - -"
"Selling/General/Admin. Expenses, Total",3198,3036,2812,1510
Research & Development,-,-,-,-
Depreciation / Amortization,84,45,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,0.04,-,-4.02
"Other Operating Expenses, Total",-84,-45,-,-
Operating Income,104,203,-133,-197
"Interest Income (Expense), Net Non-Operating",-,1.05,-3.93,-1.27
Gain (Loss) on Sale of Assets,-,-,-,4
"Other, Net",-,-3,3,-15
Net Income Before Taxes,104,206,-136,-186
Provision for Income Taxes,51,-40,10,7
Net Income After Taxes,53,246,-146,-193
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,53,246,-146,-193
Total Extraordinary Items,-,-,-,-
Net Income,53,246,-146,-193
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,53,246,-146,-193
Dilution Adjustment,-,-,-,-
Diluted Net Income,53,246,-146,-193
Diluted Weighted Average Shares,13.66,12.13,12.13,12.04
Diluted EPS Excluding Extraordinary Items,3.88,20.29,-12.04,-16.04
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,4.76,10.62,-7.01,-9.87
