Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,45532,39482,20044,63678
"Revenue 45532 39482 20044 63678  Other Revenue, Total - - - -","Revenue 45532 39482 20044 63678  Other Revenue, Total - - - -","Revenue 45532 39482 20044 63678  Other Revenue, Total - - - -","Revenue 45532 39482 20044 63678  Other Revenue, Total - - - -","Revenue 45532 39482 20044 63678  Other Revenue, Total - - - -"
Revenue,45532,39482,20044,63678
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",15839,13745,7265,23348
Gross Profit,29693,25737,12779,40330
Total Operating Expenses,41845,37099,34275,61557
"Selling/General/Admin. Expenses, Total 26006 23646 23969 36750  Research & Development - - - -  Depreciation / Amortization 1792 - - -  Interest Expense (Income) - Net Operating -430 - - -  Unusual Expense (Income) - -294 3040 1458  Other Operating Expenses, Total -1362 2 1 1","Selling/General/Admin. Expenses, Total 26006 23646 23969 36750  Research & Development - - - -  Depreciation / Amortization 1792 - - -  Interest Expense (Income) - Net Operating -430 - - -  Unusual Expense (Income) - -294 3040 1458  Other Operating Expenses, Total -1362 2 1 1","Selling/General/Admin. Expenses, Total 26006 23646 23969 36750  Research & Development - - - -  Depreciation / Amortization 1792 - - -  Interest Expense (Income) - Net Operating -430 - - -  Unusual Expense (Income) - -294 3040 1458  Other Operating Expenses, Total -1362 2 1 1","Selling/General/Admin. Expenses, Total 26006 23646 23969 36750  Research & Development - - - -  Depreciation / Amortization 1792 - - -  Interest Expense (Income) - Net Operating -430 - - -  Unusual Expense (Income) - -294 3040 1458  Other Operating Expenses, Total -1362 2 1 1","Selling/General/Admin. Expenses, Total 26006 23646 23969 36750  Research & Development - - - -  Depreciation / Amortization 1792 - - -  Interest Expense (Income) - Net Operating -430 - - -  Unusual Expense (Income) - -294 3040 1458  Other Operating Expenses, Total -1362 2 1 1"
"Selling/General/Admin. Expenses, Total",26006,23646,23969,36750
Research & Development,-,-,-,-
Depreciation / Amortization,1792,-,-,-
Interest Expense (Income) - Net Operating,-430,-,-,-
Unusual Expense (Income),-,-294,3040,1458
"Other Operating Expenses, Total",-1362,2,1,1
Operating Income,3687,2383,-14231,2121
"Interest Income (Expense), Net Non-Operating",-,-396,-369,-336
Gain (Loss) on Sale of Assets,-87,-,-1120,-
"Other, Net",1010,-145,-127,138
Net Income Before Taxes,2764,1842,-15847,1923
Provision for Income Taxes,-1344,-35,436,963
Net Income After Taxes,4108,1877,-16283,960
Minority Interest,-,-,69,44
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4108,1877,-16214,1004
Total Extraordinary Items,-,-,-,-
Net Income,4108,1877,-16214,1004
Total Adjustments to Net Income,-206,-206,-,-1
Income Available to Common Excluding Extraordinary Items,3902,1671,-16214,1003
Dilution Adjustment,-,-,-,-
Diluted Net Income,4108,1671,-16214,1003
Diluted Weighted Average Shares,17.77,17.75,12.96,12.95
Diluted EPS Excluding Extraordinary Items,231.22,94.12,-1250.66,77.42
DPS - Common Stock Primary Issue,20,-,-,20
Diluted Normalized EPS,111.94,85.04,-1039.77,136.08
