Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1657626,1583003,1488915,1586293
"Revenue 1562574 1497061 1488915 1586293  Other Revenue, Total 95052 85942 - -","Revenue 1562574 1497061 1488915 1586293  Other Revenue, Total 95052 85942 - -","Revenue 1562574 1497061 1488915 1586293  Other Revenue, Total 95052 85942 - -","Revenue 1562574 1497061 1488915 1586293  Other Revenue, Total 95052 85942 - -","Revenue 1562574 1497061 1488915 1586293  Other Revenue, Total 95052 85942 - -"
Revenue,1562574,1497061,1488915,1586293
"Other Revenue, Total",95052,85942,-,-
"Cost of Revenue, Total",1399178,1322860,1250049,1303829
Gross Profit,258448,260143,238866,282464
Total Operating Expenses,1557625,1483408,1402343,1458707
"Selling/General/Admin. Expenses, Total 158447 160548 150427 152965  Research & Development - 1712 1699 1541  Depreciation / Amortization 16649 16182 - -  Interest Expense (Income) - Net Operating -428 -433 - -  Unusual Expense (Income) - 187 166 370  Other Operating Expenses, Total -16221 -17461 2 2","Selling/General/Admin. Expenses, Total 158447 160548 150427 152965  Research & Development - 1712 1699 1541  Depreciation / Amortization 16649 16182 - -  Interest Expense (Income) - Net Operating -428 -433 - -  Unusual Expense (Income) - 187 166 370  Other Operating Expenses, Total -16221 -17461 2 2","Selling/General/Admin. Expenses, Total 158447 160548 150427 152965  Research & Development - 1712 1699 1541  Depreciation / Amortization 16649 16182 - -  Interest Expense (Income) - Net Operating -428 -433 - -  Unusual Expense (Income) - 187 166 370  Other Operating Expenses, Total -16221 -17461 2 2","Selling/General/Admin. Expenses, Total 158447 160548 150427 152965  Research & Development - 1712 1699 1541  Depreciation / Amortization 16649 16182 - -  Interest Expense (Income) - Net Operating -428 -433 - -  Unusual Expense (Income) - 187 166 370  Other Operating Expenses, Total -16221 -17461 2 2","Selling/General/Admin. Expenses, Total 158447 160548 150427 152965  Research & Development - 1712 1699 1541  Depreciation / Amortization 16649 16182 - -  Interest Expense (Income) - Net Operating -428 -433 - -  Unusual Expense (Income) - 187 166 370  Other Operating Expenses, Total -16221 -17461 2 2"
"Selling/General/Admin. Expenses, Total",158447,160548,150427,152965
Research & Development,-,1712,1699,1541
Depreciation / Amortization,16649,16182,-,-
Interest Expense (Income) - Net Operating,-428,-433,-,-
Unusual Expense (Income),-,187,166,370
"Other Operating Expenses, Total",-16221,-17461,2,2
Operating Income,100001,99595,86572,127586
"Interest Income (Expense), Net Non-Operating",-,926,1335,2276
Gain (Loss) on Sale of Assets,-265,-267,-764,-872
"Other, Net",-1571,-3356,3627,4024
Net Income Before Taxes,101837,103218,90770,133014
Provision for Income Taxes,32051,33660,28403,42299
Net Income After Taxes,69786,69558,62367,90715
Minority Interest,3403,4007,-81,-334
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,70361,69580,62286,90381
Total Extraordinary Items,-,-,-,-
Net Income,70361,69580,62286,90381
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,70361,69580,62285,90380
Dilution Adjustment,-,1,-1,-
Diluted Net Income,70361,69579,62284,90380
Diluted Weighted Average Shares,68.26,68.15,68.53,69.21
Diluted EPS Excluding Extraordinary Items,1030.75,1021.01,908.84,1305.81
DPS - Common Stock Primary Issue,-,511,455,653
Diluted Normalized EPS,959.71,951.13,918.16,1318.05
