Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,10881150,10264602,8729196,8767263
"Revenue 10881150 10264602 8729196 8767263  Other Revenue, Total - - - -","Revenue 10881150 10264602 8729196 8767263  Other Revenue, Total - - - -","Revenue 10881150 10264602 8729196 8767263  Other Revenue, Total - - - -","Revenue 10881150 10264602 8729196 8767263  Other Revenue, Total - - - -","Revenue 10881150 10264602 8729196 8767263  Other Revenue, Total - - - -"
Revenue,10881150,10264602,8729196,8767263
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8192063,7705981,6533890,6396895
Gross Profit,2689087,2558621,2195306,2370368
Total Operating Expenses,10133006,9526366,8234016,8620112
"Selling/General/Admin. Expenses, Total 1940943 1820385 1700126 1708485  Research & Development - 317383 293571 -  Depreciation / Amortization 526310 2327 1876 -  Interest Expense (Income) - Net Operating -51313 -27110 -22778 -  Unusual Expense (Income) - - -323707 514732  Other Operating Expenses, Total -985309 -292600 -272669 -","Selling/General/Admin. Expenses, Total 1940943 1820385 1700126 1708485  Research & Development - 317383 293571 -  Depreciation / Amortization 526310 2327 1876 -  Interest Expense (Income) - Net Operating -51313 -27110 -22778 -  Unusual Expense (Income) - - -323707 514732  Other Operating Expenses, Total -985309 -292600 -272669 -","Selling/General/Admin. Expenses, Total 1940943 1820385 1700126 1708485  Research & Development - 317383 293571 -  Depreciation / Amortization 526310 2327 1876 -  Interest Expense (Income) - Net Operating -51313 -27110 -22778 -  Unusual Expense (Income) - - -323707 514732  Other Operating Expenses, Total -985309 -292600 -272669 -","Selling/General/Admin. Expenses, Total 1940943 1820385 1700126 1708485  Research & Development - 317383 293571 -  Depreciation / Amortization 526310 2327 1876 -  Interest Expense (Income) - Net Operating -51313 -27110 -22778 -  Unusual Expense (Income) - - -323707 514732  Other Operating Expenses, Total -985309 -292600 -272669 -","Selling/General/Admin. Expenses, Total 1940943 1820385 1700126 1708485  Research & Development - 317383 293571 -  Depreciation / Amortization 526310 2327 1876 -  Interest Expense (Income) - Net Operating -51313 -27110 -22778 -  Unusual Expense (Income) - - -323707 514732  Other Operating Expenses, Total -985309 -292600 -272669 -"
"Selling/General/Admin. Expenses, Total",1940943,1820385,1700126,1708485
Research & Development,-,317383,293571,-
Depreciation / Amortization,526310,2327,1876,-
Interest Expense (Income) - Net Operating,-51313,-27110,-22778,-
Unusual Expense (Income),-,-,-323707,514732
"Other Operating Expenses, Total",-985309,-292600,-272669,-
Operating Income,748144,738236,495180,147151
"Interest Income (Expense), Net Non-Operating",-,56708,45658,41331
Gain (Loss) on Sale of Assets,-,22177,413411,29920
"Other, Net",-71827,-123274,-762674,-38134
Net Income Before Taxes,819971,839333,844443,180268
Provision for Income Taxes,116101,168469,325247,51246
Net Income After Taxes,703870,670864,519196,129022
Minority Interest,392713,1013441,932730,-39650
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,649124,583470,502299,89372
Total Extraordinary Items,-,-,-686,-1776
Net Income,649124,583470,501613,87596
Total Adjustments to Net Income,-,-,686,-
Income Available to Common Excluding Extraordinary Items,649124,583470,502299,89372
Dilution Adjustment,-0.134,-1.33,-683.75,-
Diluted Net Income,649124.13,583471.33,502296.75,87596
Diluted Weighted Average Shares,949.16,967.68,967.41,966.88
Diluted EPS Excluding Extraordinary Items,683.89,602.96,519.22,92.43
DPS - Common Stock Primary Issue,145,125,105,95
Diluted Normalized EPS,572.42,402.33,311.82,451.31
