Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,3120,2880.08,2890.15,3148.82
"Revenue 3120 2880.08 2890.15 3148.82  Other Revenue, Total - - - -","Revenue 3120 2880.08 2890.15 3148.82  Other Revenue, Total - - - -","Revenue 3120 2880.08 2890.15 3148.82  Other Revenue, Total - - - -","Revenue 3120 2880.08 2890.15 3148.82  Other Revenue, Total - - - -","Revenue 3120 2880.08 2890.15 3148.82  Other Revenue, Total - - - -"
Revenue,3120,2880.08,2890.15,3148.82
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1672,1435.27,1487.21,1347.75
Gross Profit,1448,1444.81,1402.94,1801.07
Total Operating Expenses,2920,3169.96,2552.31,2191.19
"Selling/General/Admin. Expenses, Total 1248 1654.61 994.75 963.4  Research & Development - - - -  Depreciation / Amortization 43 - - 29.25  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 80.08 70.34 -149.22  Other Operating Expenses, Total -39 - - -","Selling/General/Admin. Expenses, Total 1248 1654.61 994.75 963.4  Research & Development - - - -  Depreciation / Amortization 43 - - 29.25  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 80.08 70.34 -149.22  Other Operating Expenses, Total -39 - - -","Selling/General/Admin. Expenses, Total 1248 1654.61 994.75 963.4  Research & Development - - - -  Depreciation / Amortization 43 - - 29.25  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 80.08 70.34 -149.22  Other Operating Expenses, Total -39 - - -","Selling/General/Admin. Expenses, Total 1248 1654.61 994.75 963.4  Research & Development - - - -  Depreciation / Amortization 43 - - 29.25  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 80.08 70.34 -149.22  Other Operating Expenses, Total -39 - - -","Selling/General/Admin. Expenses, Total 1248 1654.61 994.75 963.4  Research & Development - - - -  Depreciation / Amortization 43 - - 29.25  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 80.08 70.34 -149.22  Other Operating Expenses, Total -39 - - -"
"Selling/General/Admin. Expenses, Total",1248,1654.61,994.75,963.4
Research & Development,-,-,-,-
Depreciation / Amortization,43,-,-,29.25
Interest Expense (Income) - Net Operating,-4,-,-,-
Unusual Expense (Income),-,80.08,70.34,-149.22
"Other Operating Expenses, Total",-39,-,-,-
Operating Income,200,-289.88,337.84,957.64
"Interest Income (Expense), Net Non-Operating",-,-20.27,-3.91,-4.22
Gain (Loss) on Sale of Assets,-5,-,-,-
"Other, Net",-15,4.09,4.28,3.67
Net Income Before Taxes,220,-306.07,338.22,957.09
Provision for Income Taxes,102,-88.5,118.91,270.93
Net Income After Taxes,118,-217.57,219.31,686.16
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,118,-217.57,219.31,686.16
Total Extraordinary Items,-,-,-,-
Net Income,118,-217.57,219.31,686.16
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,118,-217.57,219.31,686.16
Dilution Adjustment,-0.643,-,-,-
Diluted Net Income,118.64,-217.57,219.31,686.16
Diluted Weighted Average Shares,18.17,18.02,18.2,18.37
Diluted EPS Excluding Extraordinary Items,6.53,-12.07,12.05,37.35
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,7.64,-7.71,15.22,31.53
