Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,4824,5157,4608.26,4744.05
"Revenue 4824 5157.79 4608.26 4744.05  Other Revenue, Total - - - -","Revenue 4824 5157.79 4608.26 4744.05  Other Revenue, Total - - - -","Revenue 4824 5157.79 4608.26 4744.05  Other Revenue, Total - - - -","Revenue 4824 5157.79 4608.26 4744.05  Other Revenue, Total - - - -","Revenue 4824 5157.79 4608.26 4744.05  Other Revenue, Total - - - -"
Revenue,4824,5157.79,4608.26,4744.05
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2688,3156.29,2837.8,3087.23
Gross Profit,2136,2001.5,1770.47,1656.82
Total Operating Expenses,4215,4647.92,4318.49,4507.99
"Selling/General/Admin. Expenses, Total 1527 1441.48 1480.69 1420.76  Research & Development - - - -  Depreciation / Amortization 139 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 50.16 - -  Other Operating Expenses, Total -123 - - -","Selling/General/Admin. Expenses, Total 1527 1441.48 1480.69 1420.76  Research & Development - - - -  Depreciation / Amortization 139 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 50.16 - -  Other Operating Expenses, Total -123 - - -","Selling/General/Admin. Expenses, Total 1527 1441.48 1480.69 1420.76  Research & Development - - - -  Depreciation / Amortization 139 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 50.16 - -  Other Operating Expenses, Total -123 - - -","Selling/General/Admin. Expenses, Total 1527 1441.48 1480.69 1420.76  Research & Development - - - -  Depreciation / Amortization 139 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 50.16 - -  Other Operating Expenses, Total -123 - - -","Selling/General/Admin. Expenses, Total 1527 1441.48 1480.69 1420.76  Research & Development - - - -  Depreciation / Amortization 139 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 50.16 - -  Other Operating Expenses, Total -123 - - -"
"Selling/General/Admin. Expenses, Total",1527,1441.48,1480.69,1420.76
Research & Development,-,-,-,-
Depreciation / Amortization,139,-,-,-
Interest Expense (Income) - Net Operating,-16,-,-,-
Unusual Expense (Income),-,50.16,-,-
"Other Operating Expenses, Total",-123,-,-,-
Operating Income,609,509.87,289.77,236.06
"Interest Income (Expense), Net Non-Operating",-,48.49,31.72,-7.27
Gain (Loss) on Sale of Assets,-3,6.43,25.15,-
"Other, Net",-99,20.95,-29.16,18
Net Income Before Taxes,711,585.74,317.47,246.79
Provision for Income Taxes,180,-47.1,-71.2,84.23
Net Income After Taxes,531,632.84,388.68,162.56
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,531,632.84,388.68,162.56
Total Extraordinary Items,-,-,-,-
Net Income,531,632.84,388.68,162.56
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,531,632.84,388.68,162.56
Dilution Adjustment,-0.195,-,-,-
Diluted Net Income,531.19,632.84,388.68,162.56
Diluted Weighted Average Shares,17.58,17.54,17.54,17.54
Diluted EPS Excluding Extraordinary Items,30.22,36.04,22.12,9.24
DPS - Common Stock Primary Issue,3,2,-,-
Diluted Normalized EPS,25.42,22.42,10.41,8.77
