Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,142051,96421,60967,104779
"Revenue 142051 96421 60967 104779  Other Revenue, Total - - - -","Revenue 142051 96421 60967 104779  Other Revenue, Total - - - -","Revenue 142051 96421 60967 104779  Other Revenue, Total - - - -","Revenue 142051 96421 60967 104779  Other Revenue, Total - - - -","Revenue 142051 96421 60967 104779  Other Revenue, Total - - - -"
Revenue,142051,96421,60967,104779
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",120687,94403,77210,92401
Gross Profit,21364,2018,-16243,12378
Total Operating Expenses,125129,99235,82272,97452
"Selling/General/Admin. Expenses, Total 4442 3744 3043 3497  Research & Development - - - -  Depreciation / Amortization 19823 - - -  Interest Expense (Income) - Net Operating -818 - - -  Unusual Expense (Income) - 1088 2019 1553  Other Operating Expenses, Total -18194 - - 1","Selling/General/Admin. Expenses, Total 4442 3744 3043 3497  Research & Development - - - -  Depreciation / Amortization 19823 - - -  Interest Expense (Income) - Net Operating -818 - - -  Unusual Expense (Income) - 1088 2019 1553  Other Operating Expenses, Total -18194 - - 1","Selling/General/Admin. Expenses, Total 4442 3744 3043 3497  Research & Development - - - -  Depreciation / Amortization 19823 - - -  Interest Expense (Income) - Net Operating -818 - - -  Unusual Expense (Income) - 1088 2019 1553  Other Operating Expenses, Total -18194 - - 1","Selling/General/Admin. Expenses, Total 4442 3744 3043 3497  Research & Development - - - -  Depreciation / Amortization 19823 - - -  Interest Expense (Income) - Net Operating -818 - - -  Unusual Expense (Income) - 1088 2019 1553  Other Operating Expenses, Total -18194 - - 1","Selling/General/Admin. Expenses, Total 4442 3744 3043 3497  Research & Development - - - -  Depreciation / Amortization 19823 - - -  Interest Expense (Income) - Net Operating -818 - - -  Unusual Expense (Income) - 1088 2019 1553  Other Operating Expenses, Total -18194 - - 1"
"Selling/General/Admin. Expenses, Total",4442,3744,3043,3497
Research & Development,-,-,-,-
Depreciation / Amortization,19823,-,-,-
Interest Expense (Income) - Net Operating,-818,-,-,-
Unusual Expense (Income),-,1088,2019,1553
"Other Operating Expenses, Total",-18194,-,-,1
Operating Income,16922,-2814,-21305,7327
"Interest Income (Expense), Net Non-Operating",-,-818,-758,-476
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",1883,7904,234,317
Net Income Before Taxes,15039,4272,-21829,7168
Provision for Income Taxes,5302,335,-3856,2373
Net Income After Taxes,9737,3937,-17973,4795
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9737,3937,-17973,4795
Total Extraordinary Items,-,-,-,-
Net Income,9737,3937,-17973,4795
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,9737,3937,-17973,4794
Dilution Adjustment,-0.437,-,-,-
Diluted Net Income,9737.44,3937,-17973,4794
Diluted Weighted Average Shares,286.3,281.3,266.68,285.78
Diluted EPS Excluding Extraordinary Items,34.01,14,-67.4,16.78
DPS - Common Stock Primary Issue,-,6.67,6.67,6.67
Diluted Normalized EPS,36.44,11.91,-46.43,19.07
