Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,121220,115525,110148,129585
"Revenue 121220 115525 110148 129585  Other Revenue, Total - - - -","Revenue 121220 115525 110148 129585  Other Revenue, Total - - - -","Revenue 121220 115525 110148 129585  Other Revenue, Total - - - -","Revenue 121220 115525 110148 129585  Other Revenue, Total - - - -","Revenue 121220 115525 110148 129585  Other Revenue, Total - - - -"
Revenue,121220,115525,110148,129585
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",104575,100772,97073,112555
Gross Profit,16645,14753,13075,17030
Total Operating Expenses,116918,113082,109571,131716
"Selling/General/Admin. Expenses, Total 12343 12143 12217 15750  Research & Development - - - -  Depreciation / Amortization 294 539 59 85  Interest Expense (Income) - Net Operating -63 -145 - -  Unusual Expense (Income) - 1136 221 3325  Other Operating Expenses, Total -231 -227 1 1","Selling/General/Admin. Expenses, Total 12343 12143 12217 15750  Research & Development - - - -  Depreciation / Amortization 294 539 59 85  Interest Expense (Income) - Net Operating -63 -145 - -  Unusual Expense (Income) - 1136 221 3325  Other Operating Expenses, Total -231 -227 1 1","Selling/General/Admin. Expenses, Total 12343 12143 12217 15750  Research & Development - - - -  Depreciation / Amortization 294 539 59 85  Interest Expense (Income) - Net Operating -63 -145 - -  Unusual Expense (Income) - 1136 221 3325  Other Operating Expenses, Total -231 -227 1 1","Selling/General/Admin. Expenses, Total 12343 12143 12217 15750  Research & Development - - - -  Depreciation / Amortization 294 539 59 85  Interest Expense (Income) - Net Operating -63 -145 - -  Unusual Expense (Income) - 1136 221 3325  Other Operating Expenses, Total -231 -227 1 1","Selling/General/Admin. Expenses, Total 12343 12143 12217 15750  Research & Development - - - -  Depreciation / Amortization 294 539 59 85  Interest Expense (Income) - Net Operating -63 -145 - -  Unusual Expense (Income) - 1136 221 3325  Other Operating Expenses, Total -231 -227 1 1"
"Selling/General/Admin. Expenses, Total",12343,12143,12217,15750
Research & Development,-,-,-,-
Depreciation / Amortization,294,539,59,85
Interest Expense (Income) - Net Operating,-63,-145,-,-
Unusual Expense (Income),-,1136,221,3325
"Other Operating Expenses, Total",-231,-227,1,1
Operating Income,4302,2443,577,-2131
"Interest Income (Expense), Net Non-Operating",-,-48,-57,-91
Gain (Loss) on Sale of Assets,47,3315,-161,1137
"Other, Net",155,-5342,160,-1230
Net Income Before Taxes,4100,4470,519,-2315
Provision for Income Taxes,283,381,-110,-1150
Net Income After Taxes,3817,4089,629,-1165
Minority Interest,-,-,-,41
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3817,4089,629,-1124
Total Extraordinary Items,-,-,-,-
Net Income,3817,4089,629,-1124
Total Adjustments to Net Income,-,-,1,1
Income Available to Common Excluding Extraordinary Items,3817,4089,630,-1123
Dilution Adjustment,-,-0.383,-,-
Diluted Net Income,3817,4089.38,630,-1123
Diluted Weighted Average Shares,54.72,54.97,54.97,39.88
Diluted EPS Excluding Extraordinary Items,69.76,74.39,11.46,-28.16
DPS - Common Stock Primary Issue,-,5,-,-
Diluted Normalized EPS,47.83,26.05,16.98,9.13
