Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,151801,126321,107239,105528
"Revenue 76465 57958 48547 46417  Other Revenue, Total 75336 68363 58692 59111","Revenue 76465 57958 48547 46417  Other Revenue, Total 75336 68363 58692 59111","Revenue 76465 57958 48547 46417  Other Revenue, Total 75336 68363 58692 59111","Revenue 76465 57958 48547 46417  Other Revenue, Total 75336 68363 58692 59111","Revenue 76465 57958 48547 46417  Other Revenue, Total 75336 68363 58692 59111"
Revenue,76465,57958,48547,46417
"Other Revenue, Total",75336,68363,58692,59111
"Cost of Revenue, Total",-,-,-,-
Gross Profit,151801,126321,107239,105528
Total Operating Expenses,109719,88125,81239,76205
"Selling/General/Admin. Expenses, Total - 49771 51909 51653  Research & Development - - - -  Depreciation / Amortization 6141 5077 5089 4888  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 53032 33277 24241 19664","Selling/General/Admin. Expenses, Total - 49771 51909 51653  Research & Development - - - -  Depreciation / Amortization 6141 5077 5089 4888  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 53032 33277 24241 19664","Selling/General/Admin. Expenses, Total - 49771 51909 51653  Research & Development - - - -  Depreciation / Amortization 6141 5077 5089 4888  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 53032 33277 24241 19664","Selling/General/Admin. Expenses, Total - 49771 51909 51653  Research & Development - - - -  Depreciation / Amortization 6141 5077 5089 4888  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 53032 33277 24241 19664","Selling/General/Admin. Expenses, Total - 49771 51909 51653  Research & Development - - - -  Depreciation / Amortization 6141 5077 5089 4888  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 53032 33277 24241 19664"
"Selling/General/Admin. Expenses, Total",-,49771,51909,51653
Research & Development,-,-,-,-
Depreciation / Amortization,6141,5077,5089,4888
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",53032,33277,24241,19664
Operating Income,42082,38196,26000,29323
"Interest Income (Expense), Net Non-Operating",-,-,-,-
Gain (Loss) on Sale of Assets,-331,-41,-172,-89
"Other, Net",1917,463,373,1021
Net Income Before Taxes,40496,37774,25799,28391
Provision for Income Taxes,12171,11149,7549,8099
Net Income After Taxes,28325,26625,18250,20292
Minority Interest,309,7119,8418,21792
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,27899,26417,18088,18922
Total Extraordinary Items,-,-,-,-
Net Income,27899,26417,18088,18922
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,27899,26417,18088,18922
Dilution Adjustment,-0.232,1.06,2.69,2.54
Diluted Net Income,27899.23,26415.94,18085.31,18919.46
Diluted Weighted Average Shares,313.19,317.04,317.01,316.96
Diluted EPS Excluding Extraordinary Items,89.08,83.32,57.05,59.69
DPS - Common Stock Primary Issue,16,16,14,14
Diluted Normalized EPS,82.62,74.64,50.75,53.5
