Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,11397,9662,10333.24,15355.99
"Revenue 11397 9662 10333.24 15355.99  Other Revenue, Total - - - -","Revenue 11397 9662 10333.24 15355.99  Other Revenue, Total - - - -","Revenue 11397 9662 10333.24 15355.99  Other Revenue, Total - - - -","Revenue 11397 9662 10333.24 15355.99  Other Revenue, Total - - - -","Revenue 11397 9662 10333.24 15355.99  Other Revenue, Total - - - -"
Revenue,11397,9662,10333.24,15355.99
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8592,7636,8239.37,11300.83
Gross Profit,2805,2026,2093.87,4055.16
Total Operating Expenses,11498,10689,11809.14,15264.03
"Selling/General/Admin. Expenses, Total 2906 2944 3351.22 3832.36  Research & Development - - - -  Depreciation / Amortization 179 178 116.08 126.84  Interest Expense (Income) - Net Operating -57 -51 - -  Unusual Expense (Income) - 315.41 182.47 2.99  Other Operating Expenses, Total -122 -18 -80 1","Selling/General/Admin. Expenses, Total 2906 2944 3351.22 3832.36  Research & Development - - - -  Depreciation / Amortization 179 178 116.08 126.84  Interest Expense (Income) - Net Operating -57 -51 - -  Unusual Expense (Income) - 315.41 182.47 2.99  Other Operating Expenses, Total -122 -18 -80 1","Selling/General/Admin. Expenses, Total 2906 2944 3351.22 3832.36  Research & Development - - - -  Depreciation / Amortization 179 178 116.08 126.84  Interest Expense (Income) - Net Operating -57 -51 - -  Unusual Expense (Income) - 315.41 182.47 2.99  Other Operating Expenses, Total -122 -18 -80 1","Selling/General/Admin. Expenses, Total 2906 2944 3351.22 3832.36  Research & Development - - - -  Depreciation / Amortization 179 178 116.08 126.84  Interest Expense (Income) - Net Operating -57 -51 - -  Unusual Expense (Income) - 315.41 182.47 2.99  Other Operating Expenses, Total -122 -18 -80 1","Selling/General/Admin. Expenses, Total 2906 2944 3351.22 3832.36  Research & Development - - - -  Depreciation / Amortization 179 178 116.08 126.84  Interest Expense (Income) - Net Operating -57 -51 - -  Unusual Expense (Income) - 315.41 182.47 2.99  Other Operating Expenses, Total -122 -18 -80 1"
"Selling/General/Admin. Expenses, Total",2906,2944,3351.22,3832.36
Research & Development,-,-,-,-
Depreciation / Amortization,179,178,116.08,126.84
Interest Expense (Income) - Net Operating,-57,-51,-,-
Unusual Expense (Income),-,315.41,182.47,2.99
"Other Operating Expenses, Total",-122,-18,-80,1
Operating Income,-101,-1027,-1475.9,91.96
"Interest Income (Expense), Net Non-Operating",-,-15.82,-23.56,11.71
Gain (Loss) on Sale of Assets,603,-1,-3.39,40.56
"Other, Net",-1170,243,112.78,34.65
Net Income Before Taxes,466,-1269,-1390.08,178.89
Provision for Income Taxes,-1,67,110.98,94.08
Net Income After Taxes,467,-1336,-1501.06,84.81
Minority Interest,2,3,9.09,-8.14
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,468,-1336,-1491.97,76.67
Total Extraordinary Items,-,-,-,-
Net Income,468,-1336,-1491.97,76.67
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,468,-1336,-1491.97,76.67
Dilution Adjustment,-,-,-,-
Diluted Net Income,468,-1336,-1491.97,76.67
Diluted Weighted Average Shares,14.22,14.17,14.17,14.24
Diluted EPS Excluding Extraordinary Items,32.91,-94.3,-105.31,5.39
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-3.4,-42.22,-96.78,4.13
