Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,31607,30529.61,27414.06,29636.71
"Revenue 31607 30529.61 27414.06 29636.71  Other Revenue, Total - - - -","Revenue 31607 30529.61 27414.06 29636.71  Other Revenue, Total - - - -","Revenue 31607 30529.61 27414.06 29636.71  Other Revenue, Total - - - -","Revenue 31607 30529.61 27414.06 29636.71  Other Revenue, Total - - - -","Revenue 31607 30529.61 27414.06 29636.71  Other Revenue, Total - - - -"
Revenue,31607,30529.61,27414.06,29636.71
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25497,25018.43,22172.82,23379.32
Gross Profit,6110,5511.18,5241.24,6257.39
Total Operating Expenses,30108,29679,26601.44,28137.88
"Selling/General/Admin. Expenses, Total 4611 4533.13 4319.71 4662.56  Research & Development - - - -  Depreciation / Amortization 121 - - -  Interest Expense (Income) - Net Operating -129 - - -  Unusual Expense (Income) - 127.44 108.91 95.99  Other Operating Expenses, Total 8 - - -","Selling/General/Admin. Expenses, Total 4611 4533.13 4319.71 4662.56  Research & Development - - - -  Depreciation / Amortization 121 - - -  Interest Expense (Income) - Net Operating -129 - - -  Unusual Expense (Income) - 127.44 108.91 95.99  Other Operating Expenses, Total 8 - - -","Selling/General/Admin. Expenses, Total 4611 4533.13 4319.71 4662.56  Research & Development - - - -  Depreciation / Amortization 121 - - -  Interest Expense (Income) - Net Operating -129 - - -  Unusual Expense (Income) - 127.44 108.91 95.99  Other Operating Expenses, Total 8 - - -","Selling/General/Admin. Expenses, Total 4611 4533.13 4319.71 4662.56  Research & Development - - - -  Depreciation / Amortization 121 - - -  Interest Expense (Income) - Net Operating -129 - - -  Unusual Expense (Income) - 127.44 108.91 95.99  Other Operating Expenses, Total 8 - - -","Selling/General/Admin. Expenses, Total 4611 4533.13 4319.71 4662.56  Research & Development - - - -  Depreciation / Amortization 121 - - -  Interest Expense (Income) - Net Operating -129 - - -  Unusual Expense (Income) - 127.44 108.91 95.99  Other Operating Expenses, Total 8 - - -"
"Selling/General/Admin. Expenses, Total",4611,4533.13,4319.71,4662.56
Research & Development,-,-,-,-
Depreciation / Amortization,121,-,-,-
Interest Expense (Income) - Net Operating,-129,-,-,-
Unusual Expense (Income),-,127.44,108.91,95.99
"Other Operating Expenses, Total",8,-,-,-
Operating Income,1499,850.61,812.62,1498.83
"Interest Income (Expense), Net Non-Operating",-,83.21,-94.12,-115.84
Gain (Loss) on Sale of Assets,23,0.02,1.08,-
"Other, Net",155,32.46,-9.49,-45.93
Net Income Before Taxes,1321,966.3,710.08,1337.06
Provision for Income Taxes,495,371.31,385.28,600.3
Net Income After Taxes,826,594.99,324.81,736.76
Minority Interest,10,0.08,2.8,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,826,595.07,327.61,736.76
Total Extraordinary Items,-,-,-,-
Net Income,826,595.07,327.61,736.76
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,826,595.07,327.61,736.76
Dilution Adjustment,-0.176,-,-,-
Diluted Net Income,826.18,595.07,327.61,736.76
Diluted Weighted Average Shares,6.91,7.1,7.23,7.4
Diluted EPS Excluding Extraordinary Items,119.64,83.86,45.31,99.57
DPS - Common Stock Primary Issue,19,13.6,7.58,25
Diluted Normalized EPS,122.55,114.7,71.55,128.04
