Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,4748,4391.04,4261.36,3963.3
"Revenue 4748 4391.04 4261.36 3963.3  Other Revenue, Total - - - -","Revenue 4748 4391.04 4261.36 3963.3  Other Revenue, Total - - - -","Revenue 4748 4391.04 4261.36 3963.3  Other Revenue, Total - - - -","Revenue 4748 4391.04 4261.36 3963.3  Other Revenue, Total - - - -","Revenue 4748 4391.04 4261.36 3963.3  Other Revenue, Total - - - -"
Revenue,4748,4391.04,4261.36,3963.3
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3705,3252.64,3205.73,2984.67
Gross Profit,1043,1138.39,1055.63,978.64
Total Operating Expenses,4634,4138.77,4034.07,3789.39
"Selling/General/Admin. Expenses, Total 901 850.75 790.73 762.85  Research & Development 1 - - -  Depreciation / Amortization 243 35.38 37.61 41.87  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - - -0 -  Other Operating Expenses, Total -207 - - -","Selling/General/Admin. Expenses, Total 901 850.75 790.73 762.85  Research & Development 1 - - -  Depreciation / Amortization 243 35.38 37.61 41.87  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - - -0 -  Other Operating Expenses, Total -207 - - -","Selling/General/Admin. Expenses, Total 901 850.75 790.73 762.85  Research & Development 1 - - -  Depreciation / Amortization 243 35.38 37.61 41.87  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - - -0 -  Other Operating Expenses, Total -207 - - -","Selling/General/Admin. Expenses, Total 901 850.75 790.73 762.85  Research & Development 1 - - -  Depreciation / Amortization 243 35.38 37.61 41.87  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - - -0 -  Other Operating Expenses, Total -207 - - -","Selling/General/Admin. Expenses, Total 901 850.75 790.73 762.85  Research & Development 1 - - -  Depreciation / Amortization 243 35.38 37.61 41.87  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - - -0 -  Other Operating Expenses, Total -207 - - -"
"Selling/General/Admin. Expenses, Total",901,850.75,790.73,762.85
Research & Development,1,-,-,-
Depreciation / Amortization,243,35.38,37.61,41.87
Interest Expense (Income) - Net Operating,-9,-,-,-
Unusual Expense (Income),-,-,-0,-
"Other Operating Expenses, Total",-207,-,-,-
Operating Income,114,252.27,227.29,173.91
"Interest Income (Expense), Net Non-Operating",-,-6.17,-10.58,-11.89
Gain (Loss) on Sale of Assets,-7,-0.2,-0.72,1.91
"Other, Net",6,11.24,-16.69,2.7
Net Income Before Taxes,115,257.14,199.29,166.63
Provision for Income Taxes,-107,21.8,46.19,48.92
Net Income After Taxes,222,235.35,153.1,117.71
Minority Interest,58,-4.1,-0.43,-5.23
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,222,231.25,152.67,112.48
Total Extraordinary Items,-,-,-,-
Net Income,222,231.25,152.67,112.48
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,222,231.25,152.67,112.48
Dilution Adjustment,-0.972,-,-,-
Diluted Net Income,222.97,231.25,152.67,112.48
Diluted Weighted Average Shares,4.78,4.75,4.75,4.74
Diluted EPS Excluding Extraordinary Items,46.64,48.71,32.16,23.72
DPS - Common Stock Primary Issue,5,5,5,-
Diluted Normalized EPS,15.95,48.75,32.27,23.43
