Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,4273,2922,1855.47,1611.59
"Revenue 4273 2922 1855.47 1611.59  Other Revenue, Total - - - -","Revenue 4273 2922 1855.47 1611.59  Other Revenue, Total - - - -","Revenue 4273 2922 1855.47 1611.59  Other Revenue, Total - - - -","Revenue 4273 2922 1855.47 1611.59  Other Revenue, Total - - - -","Revenue 4273 2922 1855.47 1611.59  Other Revenue, Total - - - -"
Revenue,4273,2922,1855.47,1611.59
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1209,848,596.52,457.99
Gross Profit,3064,2074,1258.96,1153.6
Total Operating Expenses,2702,1929,1439.92,1284.64
"Selling/General/Admin. Expenses, Total 1393 998 824.57 811.92  Research & Development 87 71 10.82 8  Depreciation / Amortization 61 54 8.02 6.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -48 -42 - -","Selling/General/Admin. Expenses, Total 1393 998 824.57 811.92  Research & Development 87 71 10.82 8  Depreciation / Amortization 61 54 8.02 6.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -48 -42 - -","Selling/General/Admin. Expenses, Total 1393 998 824.57 811.92  Research & Development 87 71 10.82 8  Depreciation / Amortization 61 54 8.02 6.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -48 -42 - -","Selling/General/Admin. Expenses, Total 1393 998 824.57 811.92  Research & Development 87 71 10.82 8  Depreciation / Amortization 61 54 8.02 6.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -48 -42 - -","Selling/General/Admin. Expenses, Total 1393 998 824.57 811.92  Research & Development 87 71 10.82 8  Depreciation / Amortization 61 54 8.02 6.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -48 -42 - -"
"Selling/General/Admin. Expenses, Total",1393,998,824.57,811.92
Research & Development,87,71,10.82,8
Depreciation / Amortization,61,54,8.02,6.73
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-48,-42,-,-
Operating Income,1571,993,415.55,326.94
"Interest Income (Expense), Net Non-Operating",-,-6.51,-1.89,-0.35
Gain (Loss) on Sale of Assets,-9,-,-,-
"Other, Net",-2,-12,-0.86,-23.25
Net Income Before Taxes,1582,1005,412.81,303.35
Provision for Income Taxes,565,354,138.72,103.74
Net Income After Taxes,1017,651,274.08,199.61
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1017,651,274.08,199.61
Total Extraordinary Items,-,-,-,-
Net Income,1017,651,274.08,199.61
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1017,651,274.08,199.61
Dilution Adjustment,-,-,-,-
Diluted Net Income,1017,651,274.08,199.61
Diluted Weighted Average Shares,19.2,6.4,19.13,13.06
Diluted EPS Excluding Extraordinary Items,52.98,101.73,14.33,15.29
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,51.8,98.16,14.33,15.29
