Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,51878,49746,48897.38,54261.97
"Revenue 51878 49746 48897.38 54261.97  Other Revenue, Total - - - -","Revenue 51878 49746 48897.38 54261.97  Other Revenue, Total - - - -","Revenue 51878 49746 48897.38 54261.97  Other Revenue, Total - - - -","Revenue 51878 49746 48897.38 54261.97  Other Revenue, Total - - - -","Revenue 51878 49746 48897.38 54261.97  Other Revenue, Total - - - -"
Revenue,51878,49746,48897.38,54261.97
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",43060,40676,39112.43,42999.47
Gross Profit,8818,9070,9784.95,11262.5
Total Operating Expenses,51497,48902,48232.69,53633.55
"Selling/General/Admin. Expenses, Total 8337 8147 8960.42 9851.56  Research & Development - 485 - -  Depreciation / Amortization 1770 1693 81.17 74.57  Interest Expense (Income) - Net Operating -117 -103 - -  Unusual Expense (Income) - 55.6 78.66 707.95  Other Operating Expenses, Total -2027 -1996 - -","Selling/General/Admin. Expenses, Total 8337 8147 8960.42 9851.56  Research & Development - 485 - -  Depreciation / Amortization 1770 1693 81.17 74.57  Interest Expense (Income) - Net Operating -117 -103 - -  Unusual Expense (Income) - 55.6 78.66 707.95  Other Operating Expenses, Total -2027 -1996 - -","Selling/General/Admin. Expenses, Total 8337 8147 8960.42 9851.56  Research & Development - 485 - -  Depreciation / Amortization 1770 1693 81.17 74.57  Interest Expense (Income) - Net Operating -117 -103 - -  Unusual Expense (Income) - 55.6 78.66 707.95  Other Operating Expenses, Total -2027 -1996 - -","Selling/General/Admin. Expenses, Total 8337 8147 8960.42 9851.56  Research & Development - 485 - -  Depreciation / Amortization 1770 1693 81.17 74.57  Interest Expense (Income) - Net Operating -117 -103 - -  Unusual Expense (Income) - 55.6 78.66 707.95  Other Operating Expenses, Total -2027 -1996 - -","Selling/General/Admin. Expenses, Total 8337 8147 8960.42 9851.56  Research & Development - 485 - -  Depreciation / Amortization 1770 1693 81.17 74.57  Interest Expense (Income) - Net Operating -117 -103 - -  Unusual Expense (Income) - 55.6 78.66 707.95  Other Operating Expenses, Total -2027 -1996 - -"
"Selling/General/Admin. Expenses, Total",8337,8147,8960.42,9851.56
Research & Development,-,485,-,-
Depreciation / Amortization,1770,1693,81.17,74.57
Interest Expense (Income) - Net Operating,-117,-103,-,-
Unusual Expense (Income),-,55.6,78.66,707.95
"Other Operating Expenses, Total",-2027,-1996,-,-
Operating Income,381,844,664.69,628.42
"Interest Income (Expense), Net Non-Operating",-,-2.57,16.5,10.22
Gain (Loss) on Sale of Assets,100,2,0.18,-1.37
"Other, Net",-119,-13,150.35,100.29
Net Income Before Taxes,400,855,831.72,737.56
Provision for Income Taxes,141,296,172.88,336.57
Net Income After Taxes,259,559,658.84,400.99
Minority Interest,384,328,41.74,51.76
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,243,607,700.58,452.74
Total Extraordinary Items,-,-,-,-
Net Income,243,607,700.58,452.74
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,243,607,700.58,452.74
Dilution Adjustment,-,-,-,-
Diluted Net Income,243,607,700.58,452.74
Diluted Weighted Average Shares,12.1,12.1,12.1,12.1
Diluted EPS Excluding Extraordinary Items,20.09,50.17,57.91,37.42
DPS - Common Stock Primary Issue,12,12,12,12
Diluted Normalized EPS,21.1,50.82,63.05,69.3
