Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,627607,594840,573339,524574
"Revenue 627607 594840 573339 524574  Other Revenue, Total - - - -","Revenue 627607 594840 573339 524574  Other Revenue, Total - - - -","Revenue 627607 594840 573339 524574  Other Revenue, Total - - - -","Revenue 627607 594840 573339 524574  Other Revenue, Total - - - -","Revenue 627607 594840 573339 524574  Other Revenue, Total - - - -"
Revenue,627607,594840,573339,524574
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",545769,510517,497474,456247
Gross Profit,-,84323,75865,68327
Total Operating Expenses,595054,552459,537447,498783
"Selling/General/Admin. Expenses, Total 49285 41942 39241 36960  Research & Development - 637 - 266  Depreciation / Amortization 8700 7414 - -  Interest Expense (Income) - Net Operating -640 -226 - -  Unusual Expense (Income) - 2200 731 5309  Other Operating Expenses, Total -8684 -7825 1 1","Selling/General/Admin. Expenses, Total 49285 41942 39241 36960  Research & Development - 637 - 266  Depreciation / Amortization 8700 7414 - -  Interest Expense (Income) - Net Operating -640 -226 - -  Unusual Expense (Income) - 2200 731 5309  Other Operating Expenses, Total -8684 -7825 1 1","Selling/General/Admin. Expenses, Total 49285 41942 39241 36960  Research & Development - 637 - 266  Depreciation / Amortization 8700 7414 - -  Interest Expense (Income) - Net Operating -640 -226 - -  Unusual Expense (Income) - 2200 731 5309  Other Operating Expenses, Total -8684 -7825 1 1","Selling/General/Admin. Expenses, Total 49285 41942 39241 36960  Research & Development - 637 - 266  Depreciation / Amortization 8700 7414 - -  Interest Expense (Income) - Net Operating -640 -226 - -  Unusual Expense (Income) - 2200 731 5309  Other Operating Expenses, Total -8684 -7825 1 1","Selling/General/Admin. Expenses, Total 49285 41942 39241 36960  Research & Development - 637 - 266  Depreciation / Amortization 8700 7414 - -  Interest Expense (Income) - Net Operating -640 -226 - -  Unusual Expense (Income) - 2200 731 5309  Other Operating Expenses, Total -8684 -7825 1 1"
"Selling/General/Admin. Expenses, Total",49285,41942,39241,36960
Research & Development,-,637,-,266
Depreciation / Amortization,8700,7414,-,-
Interest Expense (Income) - Net Operating,-640,-226,-,-
Unusual Expense (Income),-,2200,731,5309
"Other Operating Expenses, Total",-8684,-7825,1,1
Operating Income,32553,42381,35892,25791
"Interest Income (Expense), Net Non-Operating",-,2911,1949,713
Gain (Loss) on Sale of Assets,3095,-1313,-,-
"Other, Net",-7970,-418,824,350
Net Income Before Taxes,37428,44112,38665,26854
Provision for Income Taxes,14426,15694,14335,11198
Net Income After Taxes,23002,28418,24330,15656
Minority Interest,4580,3497,-137,-53
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,22233,27766,24193,15603
Total Extraordinary Items,-,-,-,-
Net Income,22233,27766,24193,15603
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,22233,27766,24192,15603
Dilution Adjustment,-,0.148,0.61,-
Diluted Net Income,22233,27765.85,24192.61,15603
Diluted Weighted Average Shares,108.51,110.86,111.46,111.87
Diluted EPS Excluding Extraordinary Items,204.9,250.47,217.05,139.47
DPS - Common Stock Primary Issue,102,94,82,80
Diluted Normalized EPS,187.43,252.88,237.9,184.9
