Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,11336,11768,12229.83,12600.06
"Revenue 11336 11768 12229.83 12600.06  Other Revenue, Total - - - -","Revenue 11336 11768 12229.83 12600.06  Other Revenue, Total - - - -","Revenue 11336 11768 12229.83 12600.06  Other Revenue, Total - - - -","Revenue 11336 11768 12229.83 12600.06  Other Revenue, Total - - - -","Revenue 11336 11768 12229.83 12600.06  Other Revenue, Total - - - -"
Revenue,11336,11768,12229.83,12600.06
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9045,9433,9807.3,10105.94
Gross Profit,2291,2335,2422.53,2494.13
Total Operating Expenses,11055,11404,11812.56,12174.59
"Selling/General/Admin. Expenses, Total 2010 1971 1980.7 1966.72  Research & Development - 150 - -  Depreciation / Amortization 397 381 - -  Interest Expense (Income) - Net Operating -14 -14 - -  Unusual Expense (Income) - 26.41 24.56 101.92  Other Operating Expenses, Total -539 -517 - -","Selling/General/Admin. Expenses, Total 2010 1971 1980.7 1966.72  Research & Development - 150 - -  Depreciation / Amortization 397 381 - -  Interest Expense (Income) - Net Operating -14 -14 - -  Unusual Expense (Income) - 26.41 24.56 101.92  Other Operating Expenses, Total -539 -517 - -","Selling/General/Admin. Expenses, Total 2010 1971 1980.7 1966.72  Research & Development - 150 - -  Depreciation / Amortization 397 381 - -  Interest Expense (Income) - Net Operating -14 -14 - -  Unusual Expense (Income) - 26.41 24.56 101.92  Other Operating Expenses, Total -539 -517 - -","Selling/General/Admin. Expenses, Total 2010 1971 1980.7 1966.72  Research & Development - 150 - -  Depreciation / Amortization 397 381 - -  Interest Expense (Income) - Net Operating -14 -14 - -  Unusual Expense (Income) - 26.41 24.56 101.92  Other Operating Expenses, Total -539 -517 - -","Selling/General/Admin. Expenses, Total 2010 1971 1980.7 1966.72  Research & Development - 150 - -  Depreciation / Amortization 397 381 - -  Interest Expense (Income) - Net Operating -14 -14 - -  Unusual Expense (Income) - 26.41 24.56 101.92  Other Operating Expenses, Total -539 -517 - -"
"Selling/General/Admin. Expenses, Total",2010,1971,1980.7,1966.72
Research & Development,-,150,-,-
Depreciation / Amortization,397,381,-,-
Interest Expense (Income) - Net Operating,-14,-14,-,-
Unusual Expense (Income),-,26.41,24.56,101.92
"Other Operating Expenses, Total",-539,-517,-,-
Operating Income,281,364,417.27,425.48
"Interest Income (Expense), Net Non-Operating",-,4.48,0.96,-2.37
Gain (Loss) on Sale of Assets,13,22,14.37,3.88
"Other, Net",-54,-51,24.63,22.62
Net Income Before Taxes,322,393,457.23,449.6
Provision for Income Taxes,124,120,124.86,174.58
Net Income After Taxes,198,273,332.37,275.02
Minority Interest,179,-,-5.25,-4.2
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,198,273,327.12,270.82
Total Extraordinary Items,-,-,-,-
Net Income,198,273,327.12,270.82
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,198,273,327.12,270.82
Dilution Adjustment,-,-,-,-
Diluted Net Income,198,273,327.12,270.82
Diluted Weighted Average Shares,2.9,2.9,2.9,2.9
Diluted EPS Excluding Extraordinary Items,68.37,94.3,112.96,93.52
DPS - Common Stock Primary Issue,-,25,20,20
Diluted Normalized EPS,66.9,85.71,115.51,114.22
