Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,11460,11794,14823,19053.08
"Revenue 11460 11794 14823 19053.08  Other Revenue, Total - - - -","Revenue 11460 11794 14823 19053.08  Other Revenue, Total - - - -","Revenue 11460 11794 14823 19053.08  Other Revenue, Total - - - -","Revenue 11460 11794 14823 19053.08  Other Revenue, Total - - - -","Revenue 11460 11794 14823 19053.08  Other Revenue, Total - - - -"
Revenue,11460,11794,14823,19053.08
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9095,9099,11305,15034.06
Gross Profit,2365,2695,3518,4019.02
Total Operating Expenses,11292,11751,14639,18770.76
"Selling/General/Admin. Expenses, Total 2114 2652 3334 3663.32  Research & Development - - - -  Depreciation / Amortization 62 78 94 -  Interest Expense (Income) - Net Operating -17 -18 -24 -  Unusual Expense (Income) - 34.76 133.33 73.38  Other Operating Expenses, Total 38 -60 -70 -","Selling/General/Admin. Expenses, Total 2114 2652 3334 3663.32  Research & Development - - - -  Depreciation / Amortization 62 78 94 -  Interest Expense (Income) - Net Operating -17 -18 -24 -  Unusual Expense (Income) - 34.76 133.33 73.38  Other Operating Expenses, Total 38 -60 -70 -","Selling/General/Admin. Expenses, Total 2114 2652 3334 3663.32  Research & Development - - - -  Depreciation / Amortization 62 78 94 -  Interest Expense (Income) - Net Operating -17 -18 -24 -  Unusual Expense (Income) - 34.76 133.33 73.38  Other Operating Expenses, Total 38 -60 -70 -","Selling/General/Admin. Expenses, Total 2114 2652 3334 3663.32  Research & Development - - - -  Depreciation / Amortization 62 78 94 -  Interest Expense (Income) - Net Operating -17 -18 -24 -  Unusual Expense (Income) - 34.76 133.33 73.38  Other Operating Expenses, Total 38 -60 -70 -","Selling/General/Admin. Expenses, Total 2114 2652 3334 3663.32  Research & Development - - - -  Depreciation / Amortization 62 78 94 -  Interest Expense (Income) - Net Operating -17 -18 -24 -  Unusual Expense (Income) - 34.76 133.33 73.38  Other Operating Expenses, Total 38 -60 -70 -"
"Selling/General/Admin. Expenses, Total",2114,2652,3334,3663.32
Research & Development,-,-,-,-
Depreciation / Amortization,62,78,94,-
Interest Expense (Income) - Net Operating,-17,-18,-24,-
Unusual Expense (Income),-,34.76,133.33,73.38
"Other Operating Expenses, Total",38,-60,-70,-
Operating Income,168,43,184,282.32
"Interest Income (Expense), Net Non-Operating",-,-3.85,-10.3,-17
Gain (Loss) on Sale of Assets,70,113,79,1.87
"Other, Net",-142,-196,-163,3.98
Net Income Before Taxes,240,126,268,271.17
Provision for Income Taxes,61,55,167,162.87
Net Income After Taxes,179,71,101,108.31
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,179,71,101,108.31
Total Extraordinary Items,-,-,-,-
Net Income,179,71,101,108.31
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,179,71,101,108.31
Dilution Adjustment,-,-,-,-
Diluted Net Income,179,71,101,108.31
Diluted Weighted Average Shares,15.82,19.39,19.16,19.19
Diluted EPS Excluding Extraordinary Items,11.32,3.66,5.27,5.65
DPS - Common Stock Primary Issue,5,4,4,4
Diluted Normalized EPS,6.95,1.55,9.3,13.51
