Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,16442,15749,15613,15132
"Revenue 16442 15749 15613 15132  Other Revenue, Total - - - -","Revenue 16442 15749 15613 15132  Other Revenue, Total - - - -","Revenue 16442 15749 15613 15132  Other Revenue, Total - - - -","Revenue 16442 15749 15613 15132  Other Revenue, Total - - - -","Revenue 16442 15749 15613 15132  Other Revenue, Total - - - -"
Revenue,16442,15749,15613,15132
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",14851,14198,13540,13250
Gross Profit,1591,1551,2073,1882
Total Operating Expenses,16305,15554,15014,14620
"Selling/General/Admin. Expenses, Total 1454 1124 1239 1317  Research & Development - - - -  Depreciation / Amortization 798 730 24 15  Interest Expense (Income) - Net Operating - -334 - -  Unusual Expense (Income) - 286 210 37  Other Operating Expenses, Total -219 -164 1 1","Selling/General/Admin. Expenses, Total 1454 1124 1239 1317  Research & Development - - - -  Depreciation / Amortization 798 730 24 15  Interest Expense (Income) - Net Operating - -334 - -  Unusual Expense (Income) - 286 210 37  Other Operating Expenses, Total -219 -164 1 1","Selling/General/Admin. Expenses, Total 1454 1124 1239 1317  Research & Development - - - -  Depreciation / Amortization 798 730 24 15  Interest Expense (Income) - Net Operating - -334 - -  Unusual Expense (Income) - 286 210 37  Other Operating Expenses, Total -219 -164 1 1","Selling/General/Admin. Expenses, Total 1454 1124 1239 1317  Research & Development - - - -  Depreciation / Amortization 798 730 24 15  Interest Expense (Income) - Net Operating - -334 - -  Unusual Expense (Income) - 286 210 37  Other Operating Expenses, Total -219 -164 1 1","Selling/General/Admin. Expenses, Total 1454 1124 1239 1317  Research & Development - - - -  Depreciation / Amortization 798 730 24 15  Interest Expense (Income) - Net Operating - -334 - -  Unusual Expense (Income) - 286 210 37  Other Operating Expenses, Total -219 -164 1 1"
"Selling/General/Admin. Expenses, Total",1454,1124,1239,1317
Research & Development,-,-,-,-
Depreciation / Amortization,798,730,24,15
Interest Expense (Income) - Net Operating,-,-334,-,-
Unusual Expense (Income),-,286,210,37
"Other Operating Expenses, Total",-219,-164,1,1
Operating Income,137,195,599,512
"Interest Income (Expense), Net Non-Operating",-,-325,-328,-336
Gain (Loss) on Sale of Assets,-,-,-,124
"Other, Net",429,533,193,44
Net Income Before Taxes,-292,-338,464,344
Provision for Income Taxes,-19,-21,72,134
Net Income After Taxes,-273,-317,392,210
Minority Interest,7,4,-3,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-276,-319,389,210
Total Extraordinary Items,-,-,-,-
Net Income,-276,-319,389,210
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,-276,-319,387,209
Dilution Adjustment,-,-,-,-
Diluted Net Income,-276,-319,387,209
Diluted Weighted Average Shares,11.22,11.28,11.47,11.47
Diluted EPS Excluding Extraordinary Items,-24.6,-28.28,33.73,18.21
DPS - Common Stock Primary Issue,-,-,6,4
Diluted Normalized EPS,1.13,-3.06,49.19,13.59
