Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,65013,58492,54792,57021
"Revenue 65013 58492 54792 57021  Other Revenue, Total - - - -","Revenue 65013 58492 54792 57021  Other Revenue, Total - - - -","Revenue 65013 58492 54792 57021  Other Revenue, Total - - - -","Revenue 65013 58492 54792 57021  Other Revenue, Total - - - -","Revenue 65013 58492 54792 57021  Other Revenue, Total - - - -"
Revenue,65013,58492,54792,57021
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",49873,43216,38422,40996
Gross Profit,15140,15276,16370,16025
Total Operating Expenses,63505,56753,52925,55551
"Selling/General/Admin. Expenses, Total 13632 13046 13678 13666  Research & Development - - 648 603  Depreciation / Amortization 2382 - 153 141  Interest Expense (Income) - Net Operating -123 - - -  Unusual Expense (Income) - 490 22 144  Other Operating Expenses, Total -2259 1 2 1","Selling/General/Admin. Expenses, Total 13632 13046 13678 13666  Research & Development - - 648 603  Depreciation / Amortization 2382 - 153 141  Interest Expense (Income) - Net Operating -123 - - -  Unusual Expense (Income) - 490 22 144  Other Operating Expenses, Total -2259 1 2 1","Selling/General/Admin. Expenses, Total 13632 13046 13678 13666  Research & Development - - 648 603  Depreciation / Amortization 2382 - 153 141  Interest Expense (Income) - Net Operating -123 - - -  Unusual Expense (Income) - 490 22 144  Other Operating Expenses, Total -2259 1 2 1","Selling/General/Admin. Expenses, Total 13632 13046 13678 13666  Research & Development - - 648 603  Depreciation / Amortization 2382 - 153 141  Interest Expense (Income) - Net Operating -123 - - -  Unusual Expense (Income) - 490 22 144  Other Operating Expenses, Total -2259 1 2 1","Selling/General/Admin. Expenses, Total 13632 13046 13678 13666  Research & Development - - 648 603  Depreciation / Amortization 2382 - 153 141  Interest Expense (Income) - Net Operating -123 - - -  Unusual Expense (Income) - 490 22 144  Other Operating Expenses, Total -2259 1 2 1"
"Selling/General/Admin. Expenses, Total",13632,13046,13678,13666
Research & Development,-,-,648,603
Depreciation / Amortization,2382,-,153,141
Interest Expense (Income) - Net Operating,-123,-,-,-
Unusual Expense (Income),-,490,22,144
"Other Operating Expenses, Total",-2259,1,2,1
Operating Income,1508,1739,1867,1470
"Interest Income (Expense), Net Non-Operating",-,2051,499,509
Gain (Loss) on Sale of Assets,54,-795,-102,-17
"Other, Net",-453,92,41,36
Net Income Before Taxes,1907,3087,2305,1998
Provision for Income Taxes,647,1112,663,657
Net Income After Taxes,1260,1975,1642,1341
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1260,1975,1642,1341
Total Extraordinary Items,-,-,-,-
Net Income,1260,1975,1642,1341
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,1260,1975,1642,1340
Dilution Adjustment,-,-,-,-
Diluted Net Income,1260,1975,1642,1340
Diluted Weighted Average Shares,13.47,13.93,14.17,14.2
Diluted EPS Excluding Extraordinary Items,93.56,141.75,115.87,94.38
DPS - Common Stock Primary Issue,50,50,50,50
Diluted Normalized EPS,96.39,200.76,122.1,101.99
