Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,73277,64018,57960.59,58924.28
"Revenue 73277 64018 57960.59 58924.28  Other Revenue, Total - - - -","Revenue 73277 64018 57960.59 58924.28  Other Revenue, Total - - - -","Revenue 73277 64018 57960.59 58924.28  Other Revenue, Total - - - -","Revenue 73277 64018 57960.59 58924.28  Other Revenue, Total - - - -","Revenue 73277 64018 57960.59 58924.28  Other Revenue, Total - - - -"
Revenue,73277,64018,57960.59,58924.28
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25457,21907,19961.44,20311.24
Gross Profit,47820,42111,37999.15,38613.04
Total Operating Expenses,70403,61463,56778.59,55457.75
"Selling/General/Admin. Expenses, Total 41896 36941 32604.62 32258.72  Research & Development - - - -  Depreciation / Amortization 3142 2682 2360.94 2421.31  Interest Expense (Income) - Net Operating -35 -39 - -  Unusual Expense (Income) - -998.1 1851.58 466.48  Other Operating Expenses, Total -57 -28 - -","Selling/General/Admin. Expenses, Total 41896 36941 32604.62 32258.72  Research & Development - - - -  Depreciation / Amortization 3142 2682 2360.94 2421.31  Interest Expense (Income) - Net Operating -35 -39 - -  Unusual Expense (Income) - -998.1 1851.58 466.48  Other Operating Expenses, Total -57 -28 - -","Selling/General/Admin. Expenses, Total 41896 36941 32604.62 32258.72  Research & Development - - - -  Depreciation / Amortization 3142 2682 2360.94 2421.31  Interest Expense (Income) - Net Operating -35 -39 - -  Unusual Expense (Income) - -998.1 1851.58 466.48  Other Operating Expenses, Total -57 -28 - -","Selling/General/Admin. Expenses, Total 41896 36941 32604.62 32258.72  Research & Development - - - -  Depreciation / Amortization 3142 2682 2360.94 2421.31  Interest Expense (Income) - Net Operating -35 -39 - -  Unusual Expense (Income) - -998.1 1851.58 466.48  Other Operating Expenses, Total -57 -28 - -","Selling/General/Admin. Expenses, Total 41896 36941 32604.62 32258.72  Research & Development - - - -  Depreciation / Amortization 3142 2682 2360.94 2421.31  Interest Expense (Income) - Net Operating -35 -39 - -  Unusual Expense (Income) - -998.1 1851.58 466.48  Other Operating Expenses, Total -57 -28 - -"
"Selling/General/Admin. Expenses, Total",41896,36941,32604.62,32258.72
Research & Development,-,-,-,-
Depreciation / Amortization,3142,2682,2360.94,2421.31
Interest Expense (Income) - Net Operating,-35,-39,-,-
Unusual Expense (Income),-,-998.1,1851.58,466.48
"Other Operating Expenses, Total",-57,-28,-,-
Operating Income,2874,2555,1182.01,3466.52
"Interest Income (Expense), Net Non-Operating",-,107.9,-43.1,-51.61
Gain (Loss) on Sale of Assets,-,36,-,-
"Other, Net",-2590,-1153,38.01,805.43
Net Income Before Taxes,5464,3672,1176.92,4220.34
Provision for Income Taxes,1737,945,723.53,1279.12
Net Income After Taxes,3727,2727,453.39,2941.23
Minority Interest,-,-,3.38,-2.75
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3727,2727,456.76,2938.47
Total Extraordinary Items,-,-,-,-
Net Income,3727,2727,456.76,2938.47
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,3727,2727,456.76,2938.47
Dilution Adjustment,-0.605,-0.471,-,-
Diluted Net Income,3727.61,2727.47,456.76,2938.47
Diluted Weighted Average Shares,12.13,12.12,12.08,12.08
Diluted EPS Excluding Extraordinary Items,307.24,224.95,37.8,243.29
DPS - Common Stock Primary Issue,65,60,47.5,45
Diluted Normalized EPS,317.64,219.85,137.41,270.2
