Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,8843,9258,7860.03,6399.92
"Revenue 8843 9258.2 7860.03 6399.92  Other Revenue, Total - - - -","Revenue 8843 9258.2 7860.03 6399.92  Other Revenue, Total - - - -","Revenue 8843 9258.2 7860.03 6399.92  Other Revenue, Total - - - -","Revenue 8843 9258.2 7860.03 6399.92  Other Revenue, Total - - - -","Revenue 8843 9258.2 7860.03 6399.92  Other Revenue, Total - - - -"
Revenue,8843,9258.2,7860.03,6399.92
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6101,5376.92,4580.63,3891.94
Gross Profit,2742,3881.28,3279.39,2507.98
Total Operating Expenses,8292,8804.44,7566.67,6095.19
"Selling/General/Admin. Expenses, Total 2191 3428.2 2990.5 2190.65  Research & Development - - - -  Depreciation / Amortization 135 - - -  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - -0.68 -4.46 12.6  Other Operating Expenses, Total -127 - - -","Selling/General/Admin. Expenses, Total 2191 3428.2 2990.5 2190.65  Research & Development - - - -  Depreciation / Amortization 135 - - -  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - -0.68 -4.46 12.6  Other Operating Expenses, Total -127 - - -","Selling/General/Admin. Expenses, Total 2191 3428.2 2990.5 2190.65  Research & Development - - - -  Depreciation / Amortization 135 - - -  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - -0.68 -4.46 12.6  Other Operating Expenses, Total -127 - - -","Selling/General/Admin. Expenses, Total 2191 3428.2 2990.5 2190.65  Research & Development - - - -  Depreciation / Amortization 135 - - -  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - -0.68 -4.46 12.6  Other Operating Expenses, Total -127 - - -","Selling/General/Admin. Expenses, Total 2191 3428.2 2990.5 2190.65  Research & Development - - - -  Depreciation / Amortization 135 - - -  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - -0.68 -4.46 12.6  Other Operating Expenses, Total -127 - - -"
"Selling/General/Admin. Expenses, Total",2191,3428.2,2990.5,2190.65
Research & Development,-,-,-,-
Depreciation / Amortization,135,-,-,-
Interest Expense (Income) - Net Operating,-8,-,-,-
Unusual Expense (Income),-,-0.68,-4.46,12.6
"Other Operating Expenses, Total",-127,-,-,-
Operating Income,551,453.76,293.36,304.73
"Interest Income (Expense), Net Non-Operating",-,-8.41,-5.59,-7.6
Gain (Loss) on Sale of Assets,-4,-4.15,-1.43,0.23
"Other, Net",-23,40.56,39.23,40.29
Net Income Before Taxes,578,481.76,325.58,337.65
Provision for Income Taxes,179,157.12,62.27,111.96
Net Income After Taxes,399,324.64,263.31,225.69
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,399,324.64,263.31,225.69
Total Extraordinary Items,-,-,-,-
Net Income,399,324.64,263.31,225.69
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,399,324.64,263.31,225.69
Dilution Adjustment,-0.931,-,-,-
Diluted Net Income,399.93,324.64,263.31,225.69
Diluted Weighted Average Shares,10.63,11,10.99,10.96
Diluted EPS Excluding Extraordinary Items,37.61,29.52,23.97,20.59
DPS - Common Stock Primary Issue,4,4,4,4
Diluted Normalized EPS,34.21,29.73,23.75,21.34
