Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,81120,78618,77712,75444
"Revenue 81120 78618 77712 75444  Other Revenue, Total - - - -","Revenue 81120 78618 77712 75444  Other Revenue, Total - - - -","Revenue 81120 78618 77712 75444  Other Revenue, Total - - - -","Revenue 81120 78618 77712 75444  Other Revenue, Total - - - -","Revenue 81120 78618 77712 75444  Other Revenue, Total - - - -"
Revenue,81120,78618,77712,75444
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",71449,65967,63689,61369
Gross Profit,9671,12651,14023,14075
Total Operating Expenses,81827,78158,75644,73827
"Selling/General/Admin. Expenses, Total 9818 10722 11062 11525  Research & Development 416 538 515 511  Depreciation / Amortization 1732 184 240 285  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 747 138 135  Other Operating Expenses, Total -1509 - - 2","Selling/General/Admin. Expenses, Total 9818 10722 11062 11525  Research & Development 416 538 515 511  Depreciation / Amortization 1732 184 240 285  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 747 138 135  Other Operating Expenses, Total -1509 - - 2","Selling/General/Admin. Expenses, Total 9818 10722 11062 11525  Research & Development 416 538 515 511  Depreciation / Amortization 1732 184 240 285  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 747 138 135  Other Operating Expenses, Total -1509 - - 2","Selling/General/Admin. Expenses, Total 9818 10722 11062 11525  Research & Development 416 538 515 511  Depreciation / Amortization 1732 184 240 285  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 747 138 135  Other Operating Expenses, Total -1509 - - 2","Selling/General/Admin. Expenses, Total 9818 10722 11062 11525  Research & Development 416 538 515 511  Depreciation / Amortization 1732 184 240 285  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 747 138 135  Other Operating Expenses, Total -1509 - - 2"
"Selling/General/Admin. Expenses, Total",9818,10722,11062,11525
Research & Development,416,538,515,511
Depreciation / Amortization,1732,184,240,285
Interest Expense (Income) - Net Operating,-79,-,-,-
Unusual Expense (Income),-,747,138,135
"Other Operating Expenses, Total",-1509,-,-,2
Operating Income,-707,460,2068,1617
"Interest Income (Expense), Net Non-Operating",-,-29,-27,-57
Gain (Loss) on Sale of Assets,-44,-64,-310,-45
"Other, Net",114,97,68,51
Net Income Before Taxes,-777,464,1799,1566
Provision for Income Taxes,664,203,606,391
Net Income After Taxes,-1441,261,1193,1175
Minority Interest,1837,37,-45,-70
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1257,298,1148,1105
Total Extraordinary Items,-,-,-,-
Net Income,-1257,298,1148,1105
Total Adjustments to Net Income,-,1,-1,-1
Income Available to Common Excluding Extraordinary Items,-1257,299,1147,1104
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1257,299,1147,1104
Diluted Weighted Average Shares,59.24,59.43,59.58,60.41
Diluted EPS Excluding Extraordinary Items,-21.22,5.03,19.25,18.27
DPS - Common Stock Primary Issue,5,7,7,7
Diluted Normalized EPS,-3.71,12.74,25.29,21.55
