Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,21380,19474,20148.5,22189.08
"Revenue 21380 19474 20148.5 22189.08  Other Revenue, Total - - - -","Revenue 21380 19474 20148.5 22189.08  Other Revenue, Total - - - -","Revenue 21380 19474 20148.5 22189.08  Other Revenue, Total - - - -","Revenue 21380 19474 20148.5 22189.08  Other Revenue, Total - - - -","Revenue 21380 19474 20148.5 22189.08  Other Revenue, Total - - - -"
Revenue,21380,19474,20148.5,22189.08
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",17342,15813,16162.48,17794.17
Gross Profit,4038,3661,3986.02,4394.91
Total Operating Expenses,20897,19098,19740.16,21737.05
"Selling/General/Admin. Expenses, Total 3555 3285 3569.74 3939.42  Research & Development - - - -  Depreciation / Amortization 61 63 - -  Interest Expense (Income) - Net Operating -4 -3 - -  Unusual Expense (Income) - - 7.95 3.46  Other Operating Expenses, Total -57 -60 - -","Selling/General/Admin. Expenses, Total 3555 3285 3569.74 3939.42  Research & Development - - - -  Depreciation / Amortization 61 63 - -  Interest Expense (Income) - Net Operating -4 -3 - -  Unusual Expense (Income) - - 7.95 3.46  Other Operating Expenses, Total -57 -60 - -","Selling/General/Admin. Expenses, Total 3555 3285 3569.74 3939.42  Research & Development - - - -  Depreciation / Amortization 61 63 - -  Interest Expense (Income) - Net Operating -4 -3 - -  Unusual Expense (Income) - - 7.95 3.46  Other Operating Expenses, Total -57 -60 - -","Selling/General/Admin. Expenses, Total 3555 3285 3569.74 3939.42  Research & Development - - - -  Depreciation / Amortization 61 63 - -  Interest Expense (Income) - Net Operating -4 -3 - -  Unusual Expense (Income) - - 7.95 3.46  Other Operating Expenses, Total -57 -60 - -","Selling/General/Admin. Expenses, Total 3555 3285 3569.74 3939.42  Research & Development - - - -  Depreciation / Amortization 61 63 - -  Interest Expense (Income) - Net Operating -4 -3 - -  Unusual Expense (Income) - - 7.95 3.46  Other Operating Expenses, Total -57 -60 - -"
"Selling/General/Admin. Expenses, Total",3555,3285,3569.74,3939.42
Research & Development,-,-,-,-
Depreciation / Amortization,61,63,-,-
Interest Expense (Income) - Net Operating,-4,-3,-,-
Unusual Expense (Income),-,-,7.95,3.46
"Other Operating Expenses, Total",-57,-60,-,-
Operating Income,483,376,408.34,452.02
"Interest Income (Expense), Net Non-Operating",-,-3.29,-6.77,-8.47
Gain (Loss) on Sale of Assets,-,-3,-,-
"Other, Net",20,-92,1.09,-12.77
Net Income Before Taxes,463,471,402.66,430.78
Provision for Income Taxes,176,163,187.45,166.11
Net Income After Taxes,287,308,215.21,264.67
Minority Interest,-,-0.34,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,287,308,215.21,264.67
Total Extraordinary Items,-,-,-,-
Net Income,287,308,215.21,264.67
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,287,308,215.21,264.67
Dilution Adjustment,-0.632,0.016,-,-
Diluted Net Income,287.63,307.98,215.21,264.67
Diluted Weighted Average Shares,5.54,5.55,5.55,5.84
Diluted EPS Excluding Extraordinary Items,51.9,55.51,38.74,45.31
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,52.21,53.4,39.51,45.67
