Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,53822,50666,29706.79,25255.49
"Revenue 53822 50666 29706.79 25255.49  Other Revenue, Total - - - -","Revenue 53822 50666 29706.79 25255.49  Other Revenue, Total - - - -","Revenue 53822 50666 29706.79 25255.49  Other Revenue, Total - - - -","Revenue 53822 50666 29706.79 25255.49  Other Revenue, Total - - - -","Revenue 53822 50666 29706.79 25255.49  Other Revenue, Total - - - -"
Revenue,53822,50666,29706.79,25255.49
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",35014,32013,20089.35,18667.67
Gross Profit,18808,18653,9617.44,6587.83
Total Operating Expenses,43814,39187,26087.85,24443.26
"Selling/General/Admin. Expenses, Total 8771 7148 5361.78 5445.6  Research & Development 914 585 636.72 330  Depreciation / Amortization 2498 1949 - -  Interest Expense (Income) - Net Operating -70 -52 - -  Unusual Expense (Income) - 47.84 - 3.84  Other Operating Expenses, Total -3313 -2456 - -","Selling/General/Admin. Expenses, Total 8771 7148 5361.78 5445.6  Research & Development 914 585 636.72 330  Depreciation / Amortization 2498 1949 - -  Interest Expense (Income) - Net Operating -70 -52 - -  Unusual Expense (Income) - 47.84 - 3.84  Other Operating Expenses, Total -3313 -2456 - -","Selling/General/Admin. Expenses, Total 8771 7148 5361.78 5445.6  Research & Development 914 585 636.72 330  Depreciation / Amortization 2498 1949 - -  Interest Expense (Income) - Net Operating -70 -52 - -  Unusual Expense (Income) - 47.84 - 3.84  Other Operating Expenses, Total -3313 -2456 - -","Selling/General/Admin. Expenses, Total 8771 7148 5361.78 5445.6  Research & Development 914 585 636.72 330  Depreciation / Amortization 2498 1949 - -  Interest Expense (Income) - Net Operating -70 -52 - -  Unusual Expense (Income) - 47.84 - 3.84  Other Operating Expenses, Total -3313 -2456 - -","Selling/General/Admin. Expenses, Total 8771 7148 5361.78 5445.6  Research & Development 914 585 636.72 330  Depreciation / Amortization 2498 1949 - -  Interest Expense (Income) - Net Operating -70 -52 - -  Unusual Expense (Income) - 47.84 - 3.84  Other Operating Expenses, Total -3313 -2456 - -"
"Selling/General/Admin. Expenses, Total",8771,7148,5361.78,5445.6
Research & Development,914,585,636.72,330
Depreciation / Amortization,2498,1949,-,-
Interest Expense (Income) - Net Operating,-70,-52,-,-
Unusual Expense (Income),-,47.84,-,3.84
"Other Operating Expenses, Total",-3313,-2456,-,-
Operating Income,10008,11479,3618.95,812.24
"Interest Income (Expense), Net Non-Operating",-,94.06,-191.65,-247.17
Gain (Loss) on Sale of Assets,-5,45,-2.69,-2.4
"Other, Net",-168,-260,390.06,81.97
Net Income Before Taxes,10181,11694,3814.67,644.63
Provision for Income Taxes,2830,3544,1148.6,294.27
Net Income After Taxes,7351,8150,2666.07,350.36
Minority Interest,401,392,-2.87,18.44
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7346,8129,2663.2,368.8
Total Extraordinary Items,-,-,-,-
Net Income,7346,8129,2663.2,368.8
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,7346,8129,2663.2,368.8
Dilution Adjustment,-,-,-,-
Diluted Net Income,7346,8129,2663.2,368.8
Diluted Weighted Average Shares,25.02,25.01,25.01,25.01
Diluted EPS Excluding Extraordinary Items,293.66,325.05,106.49,14.75
DPS - Common Stock Primary Issue,40,40,16,16
Diluted Normalized EPS,254.74,292.13,107.72,16.62
