Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,389635,320949,277748,366594
"Revenue 389635 320949 277748 366594  Other Revenue, Total - - - -","Revenue 389635 320949 277748 366594  Other Revenue, Total - - - -","Revenue 389635 320949 277748 366594  Other Revenue, Total - - - -","Revenue 389635 320949 277748 366594  Other Revenue, Total - - - -","Revenue 389635 320949 277748 366594  Other Revenue, Total - - - -"
Revenue,389635,320949,277748,366594
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",231568,193081,176973,230092
Gross Profit,158067,127868,100775,136502
Total Operating Expenses,342841,288906,309574,340185
"Selling/General/Admin. Expenses, Total 88226 74884 71624 84138  Research & Development 23047 20941 22597 24721  Depreciation / Amortization 10669 11406 - -  Interest Expense (Income) - Net Operating -321 -301 - -  Unusual Expense (Income) - 1044 38379 1234  Other Operating Expenses, Total -10348 -11105 1 -","Selling/General/Admin. Expenses, Total 88226 74884 71624 84138  Research & Development 23047 20941 22597 24721  Depreciation / Amortization 10669 11406 - -  Interest Expense (Income) - Net Operating -321 -301 - -  Unusual Expense (Income) - 1044 38379 1234  Other Operating Expenses, Total -10348 -11105 1 -","Selling/General/Admin. Expenses, Total 88226 74884 71624 84138  Research & Development 23047 20941 22597 24721  Depreciation / Amortization 10669 11406 - -  Interest Expense (Income) - Net Operating -321 -301 - -  Unusual Expense (Income) - 1044 38379 1234  Other Operating Expenses, Total -10348 -11105 1 -","Selling/General/Admin. Expenses, Total 88226 74884 71624 84138  Research & Development 23047 20941 22597 24721  Depreciation / Amortization 10669 11406 - -  Interest Expense (Income) - Net Operating -321 -301 - -  Unusual Expense (Income) - 1044 38379 1234  Other Operating Expenses, Total -10348 -11105 1 -","Selling/General/Admin. Expenses, Total 88226 74884 71624 84138  Research & Development 23047 20941 22597 24721  Depreciation / Amortization 10669 11406 - -  Interest Expense (Income) - Net Operating -321 -301 - -  Unusual Expense (Income) - 1044 38379 1234  Other Operating Expenses, Total -10348 -11105 1 -"
"Selling/General/Admin. Expenses, Total",88226,74884,71624,84138
Research & Development,23047,20941,22597,24721
Depreciation / Amortization,10669,11406,-,-
Interest Expense (Income) - Net Operating,-321,-301,-,-
Unusual Expense (Income),-,1044,38379,1234
"Other Operating Expenses, Total",-10348,-11105,1,-
Operating Income,46794,32043,-31826,26409
"Interest Income (Expense), Net Non-Operating",-,3957,6335,-1970
Gain (Loss) on Sale of Assets,1288,4683,15258,2745
"Other, Net",-1563,-10562,389,-80
Net Income Before Taxes,47069,37922,-9844,27104
Provision for Income Taxes,1137,903,-11722,13131
Net Income After Taxes,45932,37019,1878,13973
Minority Interest,24,49,-602,-197
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,45938,37027,1276,13776
Total Extraordinary Items,-,-,-,-
Net Income,45938,37027,1276,13776
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,45938,37027,1274,13775
Dilution Adjustment,-1.16,-1.16,-,-
Diluted Net Income,45939.16,37028.16,1274,13775
Diluted Weighted Average Shares,221.79,234,235.09,234.95
Diluted EPS Excluding Extraordinary Items,207.13,158.24,5.42,58.63
DPS - Common Stock Primary Issue,59,40,30,40
Diluted Normalized EPS,136.39,90.35,77.46,64.01
